"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.404032759E1,-5.467950344E0,-1.281105042E1,1.142100048E1
2.404283005E1,-5.965950489E0,-1.222605038E1,1.290600014E1
2.404533251E1,-6.222000122E0,-1.170900059E1,1.378995037E1
2.404783489E1,-6.274950504E0,-1.122000027E1,1.390905094E1
2.405033734E1,-6.313050270E0,-1.074405098E1,1.329195023E1
2.405283980E1,-6.322950363E0,-1.035795021E1,1.210605049E1
2.405534224E1,-6.343950272E0,-9.988950729E0,1.066905022E1
2.405784470E1,-6.291000366E0,-9.618000031E0,9.097949982E0
2.406034714E1,-6.094950199E0,-9.301950455E0,7.660950184E0
2.406284961E1,-5.733000278E0,-9.022050858E0,6.243000507E0
2.406535184E1,-5.374050140E0,-8.863950729E0,4.830000401E0
2.406785430E1,-4.953000069E0,-8.824950218E0,3.568050146E0
2.407035676E1,-4.621950150E0,-8.761050224E0,2.470950127E0
2.407285922E1,-4.407000065E0,-8.778000832E0,1.381050110E0
2.407536168E1,-4.170000076E0,-8.833050728E0,4.729500115E-1
2.407786415E1,-4.033050060E0,-8.962050438E0,-3.690000176E-1
2.408036661E1,-4.123950005E0,-9.036000252E0,-1.008000016E0
2.408286899E1,-4.239000320E0,-9.060000420E0,-1.674000025E0
2.408537146E1,-4.332000256E0,-9.115050316E0,-2.409000158E0
2.408787392E1,-4.480950356E0,-9.180000305E0,-2.938950062E0
2.409037639E1,-4.797000408E0,-9.154050827E0,-3.235050201E0
2.409287885E1,-5.119950294E0,-9.076950073E0,-3.384000063E0
2.409538131E1,-5.392950058E0,-9.072000504E0,-3.475050211E0
2.409788355E1,-5.748000145E0,-9.189000130E0,-3.637950182E0
2.410038601E1,-6.025950432E0,-9.415050507E0,-3.889050245E0
2.410288847E1,-6.295950413E0,-9.541950226E0,-4.131000042E0
2.410539093E1,-6.600000381E0,-9.618000031E0,-4.394999981E0
2.410789340E1,-6.907050133E0,-9.724050522E0,-4.576950073E0
2.411039586E1,-7.225950241E0,-9.879000664E0,-4.798950195E0
2.411289832E1,-7.470000267E0,-1.009005070E1,-4.816050053E0
2.411540078E1,-7.506000519E0,-1.038900089E1,-4.427999973E0
2.411790317E1,-7.462950230E0,-1.072695065E1,-3.565950155E0
2.412040571E1,-7.318950176E0,-1.101195049E1,-2.215050220E0
2.412290810E1,-6.984000206E0,-1.142400074E1,-7.090500593E-1
2.412541058E1,-6.663000107E0,-1.177395058E1,8.250000477E-1
2.412791305E1,-6.373050213E0,-1.216395092E1,2.434950113E0
2.413041551E1,-6.112050056E0,-1.243995094E1,3.771000147E0
2.413291796E1,-5.769000053E0,-1.266705036E1,4.729050159E0
2.413542019E1,-5.623050213E0,-1.296405029E1,5.235000134E0
2.413792286E1,-5.535000324E0,-1.317195034E1,5.299050331E0
2.414042510E1,-5.566050053E0,-1.332600021E1,4.995000362E0
2.414292755E1,-5.824050426E0,-1.351695061E1,4.525950432E0
2.414543002E1,-5.853000164E0,-1.366305065E1,4.015950203E0
2.414793248E1,-5.772000313E0,-1.382595062E1,3.640050173E0
2.415043486E1,-5.745000362E0,-1.389300060E1,3.268050194E0
2.415293740E1,-5.704950333E0,-1.392000103E1,2.976000071E0
2.415543986E1,-5.580000401E0,-1.392900085E1,2.734050035E0
2.415794225E1,-5.475000381E0,-1.386495113E1,2.643000126E0
2.416044471E1,-5.295000076E0,-1.390005112E1,2.538000107E0
2.416294718E1,-5.116050243E0,-1.383795071E1,2.500050068E0
2.416544964E1,-4.786950111E0,-1.365900040E1,2.416050196E0
2.416795211E1,-4.291950226E0,-1.352400017E1,2.470950127E0
2.417045457E1,-3.709950209E0,-1.331895065E1,2.595000029E0
2.417295701E1,-3.160950184E0,-1.303095055E1,2.737050056E0
2.417545924E1,-2.842950106E0,-1.278405094E1,2.593050241E0
2.417796170E1,-2.613000154E0,-1.252305031E1,2.230950117E0
2.418046416E1,-2.491050005E0,-1.236300087E1,1.795050144E0
2.418296663E1,-2.400000095E0,-1.227405071E1,1.327950120E0
2.418546909E1,-2.383050203E0,-1.221900082E1,8.280000687E-1
2.418797155E1,-2.356050014E0,-1.214505100E1,3.510000110E-1
2.419047394E1,-2.503050089E0,-1.210395050E1,5.205000192E-2
2.419297640E1,-2.704050064E0,-1.205895042E1,-2.179500163E-1
2.419547886E1,-2.689050198E0,-1.199205017E1,-3.660000265E-1
2.419798130E1,-2.572050095E0,-1.200795078E1,-4.170000255E-1
2.420048376E1,-2.494950056E0,-1.207800102E1,-4.450500309E-1
2.420298620E1,-2.373000145E0,-1.218600082E1,-4.810500145E-1
2.420548866E1,-2.182049990E0,-1.230300045E1,-4.260000288E-1
2.420799113E1,-1.942050099E0,-1.259505081E1,-3.900000155E-1
2.421049335E1,-1.774050117E0,-1.292805099E1,-3.760500252E-1
2.421299580E1,-1.639950037E0,-1.325400066E1,-3.709500134E-1
2.421549827E1,-1.453950047E0,-1.370895100E1,-3.019500077E-1
2.421800073E1,-1.180950046E0,-1.426200104E1,-1.890000105E-1
2.422050319E1,-9.409500360E-1,-1.484895039E1,-8.595000207E-2
2.422300565E1,-7.780500650E-1,-1.543305111E1,-4.500000179E-2
2.422550804E1,-6.319500208E-1,-1.611795044E1,-1.150500029E-1
2.422801050E1,-3.019500077E-1,-1.699695015E1,-1.579500139E-1
2.423051304E1,8.100000024E-2,-1.775205040E1,-4.639500082E-1
2.423301542E1,3.250500262E-1,-1.851105118E1,-9.630000591E-1
2.423551788E1,5.599500537E-1,-1.923195076E1,-1.516050100E0
2.423802034E1,9.169500470E-1,-2.015595055E1,-2.067000151E0
2.424052281E1,1.039050102E0,-2.098995018E1,-2.785050154E0
2.424302506E1,5.359500051E-1,-2.167200089E1,-4.692000389E0
2.424552752E1,1.228050113E0,-2.250105095E1,-6.514050484E0
2.424802998E1,2.569050074E0,-2.305905151E1,-6.543000221E0
2.425053244E1,3.108000040E0,-2.328405190E1,-6.298950195E0
2.425303490E1,3.865050077E0,-2.349000168E1,-6.247950077E0
2.425553736E1,4.921050072E0,-2.370795059E1,-6.589050293E0
2.425803984E1,6.114000320E0,-2.378205109E1,-6.916950226E0
2.426054222E1,7.099950314E0,-2.361705017E1,-7.194000244E0
2.426304476E1,7.999050617E0,-2.322195053E1,-7.324050426E0
2.426554715E1,8.638050079E0,-2.270700073E1,-7.396050453E0
2.426804961E1,9.265950203E0,-2.210805130E1,-7.342950344E0
2.427055207E1,9.835950851E0,-2.140605164E1,-7.182000160E0
2.427305453E1,1.019505024E1,-2.064705086E1,-6.969000340E0
2.427555699E1,1.033905029E1,-1.974900055E1,-6.835050106E0
2.427805945E1,1.036005020E1,-1.882200050E1,-6.699000359E0
2.428056190E1,9.856950760E0,-1.789800072E1,-6.423000336E0
2.428306436E1,9.061950684E0,-1.696605110E1,-6.142950058E0
2.428556660E1,8.335950851E0,-1.585695076E1,-5.800950050E0
2.428806905E1,7.567050457E0,-1.477005100E1,-5.166000366E0
2.429057152E1,6.957000256E0,-1.383795071E1,-4.300950050E0
2.429307398E1,6.553950310E0,-1.294995022E1,-3.456000090E0
2.429557644E1,6.090000153E0,-1.216605091E1,-2.596050024E0
2.429807887E1,5.589000225E0,-1.150500011E1,-1.657050133E0
2.430058126E1,5.089050293E0,-1.094700050E1,-7.470000386E-1
2.430308372E1,4.686000347E0,-1.041795063E1,1.170000061E-1
2.430558618E1,4.449000359E0,-9.894000053E0,1.015050054E0
2.430808864E1,4.179000378E0,-9.300000191E0,2.071050167E0
2.431059110E1,3.819000244E0,-8.677050591E0,3.322950125E0
2.431309356E1,3.417000055E0,-8.161950111E0,4.681050301E0
2.431559603E1,3.112950087E0,-7.708950520E0,6.207000256E0
2.431809826E1,2.458950043E0,-7.330950260E0,8.896950722E0
2.432060072E1,1.471950054E0,-6.771000385E0,1.222800064E1
2.432310318E1,5.260500312E-1,-6.315000534E0,1.523595047E1
2.432560566E1,-3.490500152E-1,-5.860050201E0,1.735605049E1
2.432810812E1,-6.199500561E-1,-5.769000053E0,1.705200005E1
2.433061058E1,-2.509500086E-1,-6.054000378E0,1.487505054E1
2.433311303E1,3.900000155E-1,-6.517050266E0,1.237905025E1
2.433561541E1,9.049500227E-1,-6.973950386E0,1.026195049E1
2.433811786E1,1.087050080E0,-7.479000568E0,8.377050400E0
2.434062032E1,1.053000093E0,-7.899000168E0,6.583050251E0
2.434312278E1,9.760500193E-1,-8.253000259E0,5.116950035E0
2.434562525E1,8.280000687E-1,-8.566950798E0,3.850050211E0
2.434812771E1,6.630000472E-1,-8.811000824E0,2.694000244E0
2.435063017E1,5.929500461E-1,-9.048000336E0,1.531950116E0
2.435313240E1,4.260000288E-1,-9.304050446E0,4.759500325E-1
2.435563486E1,2.170500159E-1,-9.501000404E0,-3.900000155E-1
2.435813732E1,9.705000371E-2,-9.657000542E0,-1.236000061E0
2.436063979E1,-1.600500047E-1,-9.781050682E0,-2.042999983E0
2.436314226E1,-3.780000210E-1,-9.823950768E0,-2.674950123E0
2.436564474E1,-5.239500403E-1,-9.855000496E0,-3.148950100E0
2.436814720E1,-6.319500208E-1,-9.814950943E0,-3.469950199E0
2.437064959E1,-6.559500098E-1,-9.718950272E0,-3.669000149E0
2.437315214E1,-5.989500284E-1,-9.529950142E0,-3.646950245E0
2.437565452E1,-5.670000315E-1,-9.283050537E0,-3.360000134E0
2.437815698E1,-3.930000067E-1,-9.003000259E0,-2.899950027E0
2.438065944E1,-1.150500029E-1,-8.686950684E0,-2.530950069E0
2.438316190E1,1.360500008E-1,-8.344050407E0,-2.185950041E0
2.438566413E1,5.050500035E-1,-8.088000298E0,-1.906050086E0
2.438816682E1,9.019500613E-1,-7.690050602E0,-1.542000055E0
2.439066929E1,1.269000053E0,-7.350000381E0,-1.188000083E0
2.439317152E1,1.635000110E0,-7.063050270E0,-9.649500251E-1
2.439567398E1,1.894050121E0,-6.772950172E0,-7.519500256E-1
2.439817644E1,2.161950111E0,-6.366000175E0,-5.200500488E-1
2.440067890E1,2.467950106E0,-6.126000404E0,-2.389500141E-1
2.440318137E1,2.773050070E0,-5.929950237E0,-6.405000389E-2
2.440568383E1,3.046050072E0,-5.736000061E0,1.395000052E-2
2.440818630E1,3.355050087E0,-5.515950203E0,5.895000324E-2
2.441068869E1,3.606000185E0,-5.319000244E0,1.240500063E-1
2.441319115E1,3.846000195E0,-5.166000366E0,1.240500063E-1
2.441569363E1,4.027950287E0,-4.990950108E0,1.909500062E-1
2.441819609E1,4.216950417E0,-4.740000248E0,2.790000141E-1
2.442069856E1,4.471050262E0,-4.564949989E0,3.610500097E-1
2.442320102E1,4.705049992E0,-4.366050243E0,5.089499950E-1
2.442570348E1,4.855950356E0,-4.189050198E0,6.220500469E-1
2.442820571E1,5.046000004E0,-4.131000042E0,6.390000582E-1
2.443070817E1,5.208000183E0,-4.083000183E0,5.959500074E-1
2.443321063E1,5.362050056E0,-4.023000240E0,4.999500215E-1
2.443571309E1,5.515050411E0,-4.050000191E0,3.199500144E-1
2.443821556E1,5.734950066E0,-4.107000351E0,9.000000358E-2
2.444071802E1,5.959950447E0,-4.093050003E0,-4.500000179E-2
2.444322047E1,6.139950275E0,-4.117050171E0,-2.800500095E-1
2.444572286E1,6.352950096E0,-4.083000183E0,-3.970500231E-1
2.444822531E1,6.540000439E0,-4.098000050E0,-6.060000062E-1
2.445072778E1,6.732000351E0,-4.126049995E0,-7.570500374E-1
2.445323025E1,6.856050491E0,-4.057050228E0,-8.310000300E-1
2.445573271E1,7.005000114E0,-4.047000408E0,-9.220500588E-1
2.445823519E1,7.084050179E0,-4.045050144E0,-9.910500646E-1
2.446073742E1,7.120050430E0,-3.988050222E0,-9.510000348E-1
2.446323988E1,7.129050255E0,-4.009050369E0,-9.840000272E-1
2.446574234E1,7.110000134E0,-4.021049976E0,-1.081950068E0
2.446824480E1,7.129050255E0,-4.045050144E0,-1.147050023E0
2.447074727E1,7.069050312E0,-4.105050087E0,-1.201950073E0
2.447324973E1,7.012050152E0,-4.190999985E0,-1.209000111E0
2.447575219E1,7.009050369E0,-4.252950191E0,-1.228050113E0
2.447825458E1,7.030950546E0,-4.339950085E0,-1.129950047E0
2.448075700E1,7.093050480E0,-4.483050346E0,-1.096950054E0
2.448325946E1,7.186950207E0,-4.627050400E0,-1.032000065E0
2.448576190E1,7.222950459E0,-4.752000332E0,-1.039050102E0
2.448826436E1,7.219950199E0,-4.962000370E0,-1.093950033E0
2.449076682E1,7.129050255E0,-5.137050152E0,-1.111050010E0
2.449326930E1,7.000050545E0,-5.355000019E0,-1.147050023E0
2.449577153E1,6.874950409E0,-5.578050137E0,-1.195050001E0
2.449827425E1,6.790950298E0,-5.749950409E0,-1.204950094E0
2.450077648E1,6.693000317E0,-5.892000198E0,-1.180950046E0
2.450327894E1,6.625950336E0,-5.992050171E0,-1.188000083E0
2.450578140E1,6.571050167E0,-6.097950459E0,-1.117950082E0
2.450828386E1,6.514050484E0,-6.201000214E0,-1.055999994E0
2.451078632E1,6.490050316E0,-6.313050270E0,-1.039050102E0
2.451328879E1,6.448950291E0,-6.411000252E0,-9.430500269E-1
2.451579125E1,6.327000141E0,-6.567000389E0,-8.719500303E-1
2.451829363E1,6.219000340E0,-6.706050396E0,-8.209500313E-1
2.452079609E1,6.118050098E0,-6.802050114E0,-7.330500484E-1
2.452329855E1,5.970000267E0,-6.969000340E0,-6.540000439E-1
2.452580101E1,5.754000187E0,-7.197000504E0,-5.700000525E-1
2.452830349E1,5.556000233E0,-7.372050285E0,-4.069500268E-1
2.453080595E1,5.304000378E0,-7.570050240E0,-2.370000184E-1
2.453330839E1,5.055000305E0,-7.819950581E0,-9.300000221E-2
2.453581062E1,4.792050362E0,-8.121000290E0,7.304999977E-2
2.453831309E1,4.555050373E0,-8.398950577E0,3.510000110E-1
2.454081556E1,4.296000004E0,-8.737050056E0,6.000000238E-1
2.454331802E1,4.140000343E0,-9.076950073E0,8.329500556E-1
2.454582048E1,4.012950420E0,-9.508050919E0,1.209000111E0
2.454832294E1,3.916950226E0,-1.008495045E1,1.738050103E0
2.455082533E1,3.952950239E0,-1.068405056E1,2.686050177E0
2.455332779E1,4.427999973E0,-1.154400063E1,5.212950230E0
2.455583025E1,5.152950287E0,-1.283700085E1,1.001505089E1
2.455833271E1,5.068950176E0,-1.432200050E1,1.707600021E1
2.456083517E1,3.697050095E0,-1.598700047E1,2.274900055E1
2.456333764E1,1.218000054E0,-1.731599998E1,2.296695137E1
2.456584010E1,-2.281949997E0,-1.779705048E1,1.795200157E1
2.456834232E1,-5.635050297E0,-1.779705048E1,1.303995037E1
2.457084478E1,-8.875950813E0,-1.757700157E1,9.546000481E0
2.457334724E1,-1.207305050E1,-1.734900093E1,7.099950314E0
2.457584970E1,-1.471005058E1,-1.719405174E1,5.455050468E0
2.457835216E1,-1.711005020E1,-1.697100067E1,3.496050119E0
2.458085462E1,-1.949505043E1,-1.661205101E1,1.306950092E0
2.458335708E1,-2.092695045E1,-1.644600105E1,-8.430000544E-1
2.458585947E1,-2.148795128E1,-1.648200035E1,-2.722950220E0
2.458836193E1,-2.157900047E1,-1.687800026E1,-4.394999981E0
2.459086439E1,-2.142795181E1,-1.745895004E1,-5.544000149E0
2.459336685E1,-2.095395088E1,-1.831695175E1,-6.268050194E0
2.459586932E1,-2.076705170E1,-1.927695084E1,-6.622050285E0
2.459837178E1,-2.079300117E1,-1.993395042E1,-6.529050350E0
2.460087399E1,-2.068605042E1,-2.049600029E1,-6.265050411E0
2.460337645E1,-2.062095070E1,-2.090100098E1,-5.628000259E0
2.460587893E1,-2.095395088E1,-2.086305046E1,-4.962000370E0
2.460838139E1,-2.108595085E1,-2.013195038E1,-4.440000057E0
2.461088385E1,-2.060700035E1,-1.886295128E1,-3.934950113E0
2.461338632E1,-1.962900162E1,-1.713600159E1,-3.358050108E0
2.461588879E1,-1.763205147E1,-1.501395035E1,-2.665050030E0
2.461839115E1,-1.551705074E1,-1.288695049E1,-1.810050130E0
2.462089361E1,-1.353900051E1,-1.126395035E1,-9.720000625E-1
2.462339607E1,-1.196100044E1,-9.915000916E0,-5.239500403E-1
2.462589853E1,-1.080405045E1,-8.845050812E0,-4.570500255E-1
2.462840099E1,-9.961050034E0,-8.208000183E0,-3.420000076E-1
2.463090345E1,-9.586950302E0,-8.184000015E0,-1.390500069E-1
2.463340569E1,-9.285000801E0,-8.682000160E0,1.639500111E-1
2.463590838E1,-8.751000404E0,-9.652050018E0,5.170500278E-1
2.463841061E1,-7.945950508E0,-1.085400009E1,8.089500666E-1
2.464091329E1,-6.948000431E0,-1.227405071E1,1.004999995E0
2.464341552E1,-5.701950073E0,-1.380705070E1,1.078950047E0
2.464591798E1,-4.177050114E0,-1.518705082E1,1.242000103E0
2.464842047E1,-2.409000158E0,-1.638195038E1,1.479000092E0
2.465092294E1,-1.020000100E0,-1.765305138E1,1.711950064E0
2.465342540E1,-2.610000074E-1,-1.894005013E1,1.783050060E0
2.465592784E1,2.170500159E-1,-2.040495110E1,1.551000118E0
2.465843023E1,4.690500200E-1,-2.227095032E1,5.670000315E-1
2.466093269E1,4.039500058E-1,-2.420100021E1,-1.372050047E0
2.466343515E1,6.220500469E-1,-2.616495132E1,-2.505000114E0
2.466593761E1,9.550500512E-1,-2.779395103E1,-2.506950140E0
2.466844007E1,1.443000078E0,-2.907495117E1,-2.284950018E0
2.467094254E1,2.509050131E0,-2.981805229E1,-1.291050076E0
2.467344500E1,3.895950079E0,-3.006900215E1,7.605000585E-2
2.467594723E1,6.063000202E0,-2.906595230E1,1.776000142E0
2.467844970E1,8.635950089E0,-2.739600182E1,3.505050182E0
2.468095216E1,1.096605015E1,-2.551395035E1,5.299050331E0
2.468345459E1,1.289895058E1,-2.334600067E1,7.339950562E0
2.468595706E1,1.406295109E1,-2.106195068E1,1.008195019E1
2.468845952E1,1.481700039E1,-1.849695015E1,1.253205013E1
2.469096189E1,1.566000080E1,-1.567800045E1,1.501800060E1
2.469346435E1,1.661295128E1,-1.313400078E1,1.719495010E1
2.469596681E1,1.741095161E1,-1.109805012E1,1.813695145E1
2.469846928E1,1.805805016E1,-9.558000565E0,1.816995049E1
2.470097174E1,1.807200050E1,-8.204999924E0,1.691295052E1
2.470347420E1,1.702305031E1,-7.276050568E0,1.412295055E1
2.470597666E1,1.500195026E1,-6.696000099E0,1.034100056E1
2.470847889E1,1.249395084E1,-6.327000141E0,6.753000259E0
2.471098135E1,1.033905029E1,-5.974950314E0,4.116000175E0
2.471348380E1,8.776950836E0,-5.263950348E0,2.265000105E0
2.471598626E1,7.503000259E0,-4.543050289E0,1.030950069E0
2.471848874E1,6.387000084E0,-3.688050270E0,2.820000052E-1
2.472099120E1,5.452950478E0,-2.794950247E0,-3.300000131E-1
2.472349366E1,4.798950195E0,-2.088000059E0,-8.020500541E-1
2.472599605E1,4.291050434E0,-1.485000014E0,-1.293000102E0
2.472849851E1,3.769050121E0,-9.049500227E-1,-1.645050049E0
2.473100097E1,3.367050171E0,-4.309500158E-1,-1.734000087E0
2.473350343E1,3.235050201E0,-1.170000061E-1,-1.588050127E0
2.473600589E1,3.300000191E0,6.599999964E-2,-1.513050079E0
2.473850835E1,3.256050110E0,2.290500104E-1,-1.480050087E0
2.474101059E1,3.067050219E0,2.359500080E-1,-1.509000063E0
2.474351304E1,2.542950153E0,8.505000174E-2,-1.614000082E0
2.474601551E1,1.803000093E0,-2.200500071E-1,-1.585050106E0
2.474851797E1,1.174950004E0,-5.910000205E-1,-1.530000091E0
2.475102043E1,7.939500213E-1,-9.390000701E-1,-1.639950037E0
2.475352289E1,7.579500079E-1,-1.540050030E0,-1.597050071E0
2.475602530E1,1.117950082E0,-2.596050024E0,-1.600050092E0
2.475852776E1,1.530000091E0,-3.585000277E0,-1.669050097E0
2.476103020E1,1.884000063E0,-4.555050373E0,-1.771950126E0
2.476353266E1,2.136000156E0,-5.350050449E0,-1.750950098E0
2.476603512E1,2.485050201E0,-6.331950188E0,-1.714950085E0
2.476853760E1,2.979000092E0,-7.423950195E0,-1.755000114E0
2.477104006E1,3.508050203E0,-8.562000275E0,-1.854000092E0
2.477354227E1,4.092000008E0,-9.676050186E0,-2.128950119E0
2.477604473E1,4.678950310E0,-1.094505024E1,-2.412000179E0
2.477854719E1,5.251050472E0,-1.229595089E1,-2.842950106E0
2.478104966E1,5.898000240E0,-1.362000084E1,-3.456000090E0
2.478355212E1,6.559050083E0,-1.476000023E1,-4.279950142E0
2.478605458E1,7.321050167E0,-1.579995060E1,-5.214000225E0
2.478855696E1,8.097000122E0,-1.669799995E1,-6.265050411E0
2.479105942E1,8.880000114E0,-1.741394997E1,-7.206000328E0
2.479356196E1,9.531000137E0,-1.788795090E1,-7.944000244E0
2.479606435E1,9.973950386E0,-1.817805099E1,-8.473050117E0
2.479856682E1,1.017300034E1,-1.820205116E1,-8.896950722E0
2.480106928E1,1.005600071E1,-1.785494995E1,-9.070050240E0
2.480357177E1,9.603000641E0,-1.727700043E1,-9.036000252E0
2.480607400E1,8.916000366E0,-1.646295166E1,-8.794050217E0
2.480857669E1,7.948050499E0,-1.538805103E1,-8.323050499E0
2.481107893E1,6.790950298E0,-1.412295055E1,-7.951050282E0
2.481358139E1,5.745000362E0,-1.295205021E1,-7.594050407E0
2.481608382E1,4.957050323E0,-1.180695057E1,-7.309050560E0
2.481858629E1,4.332000256E0,-1.073895073E1,-6.895050526E0
2.482108875E1,3.865050077E0,-9.853050232E0,-6.343950272E0
2.482359121E1,3.493950129E0,-9.142050743E0,-5.595000267E0
2.482609367E1,3.175050259E0,-8.515950203E0,-4.930950165E0
2.482859613E1,2.791950226E0,-7.888950348E0,-4.231950283E0
2.483109852E1,2.382000208E0,-7.342950344E0,-3.645000219E0
2.483360098E1,2.092050076E0,-6.868950367E0,-3.112950087E0
2.483610344E1,1.858050108E0,-6.435000420E0,-2.533950090E0
2.483860592E1,1.659000039E0,-6.102000237E0,-1.963950038E0
2.484110838E1,1.431000113E0,-5.791050434E0,-1.465950012E0
2.484361084E1,1.326000094E0,-5.536950111E0,-9.750000238E-1
2.484611308E1,1.230000019E0,-5.311950207E0,-5.890500546E-1
2.484861554E1,1.242000103E0,-5.113050461E0,-2.920500040E-1
2.485111801E1,1.288050056E0,-4.972050190E0,3.000000119E-2
2.485362047E1,1.309050083E0,-4.905000210E0,3.060000241E-1
2.485612295E1,1.300050020E0,-4.894950390E0,4.879500270E-1
2.485862541E1,1.182000041E0,-4.873950005E0,6.649500132E-1
2.486112787E1,1.036050081E0,-4.926000118E0,6.630000472E-1
2.486363026E1,9.139500260E-1,-5.032050133E0,7.060500383E-1
2.486613272E1,7.630500197E-1,-5.131950378E0,7.459500432E-1
2.486863518E1,6.460500360E-1,-5.295000076E0,7.339500189E-1
2.487113764E1,5.959500074E-1,-5.544000149E0,7.080000043E-1
2.487364010E1,5.879999995E-1,-5.824050426E0,6.100500226E-1
2.487614256E1,7.489500642E-1,-6.114000320E0,3.079500198E-1
2.487864480E1,9.960000515E-1,-6.469050407E0,-7.050000131E-3
2.488114726E1,1.357050061E0,-6.804000378E0,-1.440000087E-1
2.488364974E1,1.743000031E0,-7.254000187E0,-5.629500151E-1
2.488615220E1,1.999050140E0,-7.671000481E0,-1.297950029E0
2.488865466E1,2.269950151E0,-8.059050560E0,-1.936950088E0
2.489115714E1,2.410950184E0,-8.542950630E0,-2.320950031E0
2.489365960E1,2.479950190E0,-8.998050690E0,-2.409000158E0
2.489616198E1,2.548050165E0,-9.466950417E0,-2.347050190E0
2.489866444E1,2.634000063E0,-9.843000412E0,-2.482950211E0
2.490116690E1,2.650950193E0,-1.011405087E1,-2.682000160E0
2.490366937E1,2.353950024E0,-1.041795063E1,-2.701050043E0
2.490617183E1,1.978050113E0,-1.072905064E1,-2.653950214E0
2.490867429E1,2.131050110E0,-1.110105038E1,-2.491050005E0
2.491117652E1,2.322000027E0,-1.149795055E1,-2.140950203E0
2.491367897E1,2.245950222E0,-1.173300076E1,-1.854000092E0
2.491618143E1,2.149950027E0,-1.194900036E1,-1.789050102E0
2.491868388E1,2.040000200E0,-1.211100101E1,-1.770000100E0
2.492118634E1,1.894050121E0,-1.219305038E1,-1.726950049E0
2.492368880E1,1.786050081E0,-1.227705097E1,-1.711950064E0
2.492619118E1,1.669050097E0,-1.240395069E1,-1.702950120E0
2.492869364E1,1.554000020E0,-1.245405102E1,-1.731000066E0
2.493119608E1,1.477050066E0,-1.242300034E1,-1.759950042E0
2.493369854E1,1.507950068E0,-1.239405060E1,-1.888950109E0
2.493620101E1,1.503000021E0,-1.235595036E1,-2.056950092E0
2.493870347E1,1.399950027E0,-1.229595089E1,-2.292000055E0
2.494120593E1,1.276050091E0,-1.225005054E1,-2.467050076E0
2.494370816E1,1.173000097E0,-1.221705055E1,-2.598000050E0
2.494621062E1,1.069950104E0,-1.212795067E1,-2.617950201E0
2.494871308E1,9.739500284E-1,-1.201305103E1,-2.649000168E0
2.495121554E1,8.830500245E-1,-1.188105011E1,-2.584050179E0
2.495371801E1,7.390500307E-1,-1.172595024E1,-2.485950232E0
2.495622046E1,5.879999995E-1,-1.154100037E1,-2.385000229E0
2.495872292E1,4.849500358E-1,-1.139805031E1,-2.230050087E0
2.496122538E1,4.039500058E-1,-1.128495026E1,-2.140950203E0
2.496372774E1,3.349500299E-1,-1.108905029E1,-2.055000067E0
2.496623020E1,1.909500062E-1,-1.089195061E1,-1.924950123E0
2.496873266E1,1.020000055E-1,-1.077300072E1,-1.831950068E0
2.497123511E1,-1.905000024E-2,-1.068900013E1,-1.746000051E0
2.497373757E1,-1.290000081E-1,-1.052805042E1,-1.594950080E0
2.497624003E1,-1.909500062E-1,-1.037505054E1,-1.453950047E0
2.497874249E1,-3.019500077E-1,-1.029600048E1,-1.381950021E0
2.498124495E1,-4.500000179E-1,-1.016700077E1,-1.336050034E0
2.498374718E1,-5.869500041E-1,-1.005195045E1,-1.288050056E0
2.498624964E1,-6.630000472E-1,-1.001100063E1,-1.224000096E0
2.498875210E1,-7.900500298E-1,-9.975000381E0,-1.200000048E0
2.499125456E1,-8.880000710E-1,-9.979950905E0,-1.188000083E0
2.499375702E1,-9.649500251E-1,-9.976950645E0,-1.153950095E0
2.499625941E1,-1.006049991E0,-1.009200001E1,-1.128000021E0
2.499876195E1,-9.480000734E-1,-1.021500015E1,-1.552050114E0
2.500126432E1,-7.060500383E-1,-1.044405079E1,-2.376000166E0
2.500376678E1,-5.050500035E-1,-1.078695011E1,-3.307050228E0
2.500626924E1,-3.970500231E-1,-1.118895054E1,-4.087950230E0
2.500877170E1,-3.300000131E-1,-1.159200096E1,-4.852050304E0
2.501127417E1,-2.700000107E-1,-1.219995022E1,-5.575050354E0
2.501377663E1,-2.680500150E-1,-1.275300026E1,-5.626050472E0
2.501627886E1,-3.610500097E-1,-1.323000050E1,-5.677950382E0
2.501878131E1,-6.460500360E-1,-1.358400059E1,-5.425050259E0
2.502128378E1,-1.116000056E0,-1.380705070E1,-4.768050194E0
2.502378622E1,-1.627950072E0,-1.414200020E1,-4.035000324E0
2.502628868E1,-2.136000156E0,-1.448700047E1,-3.109050035E0
2.502879115E1,-2.638950109E0,-1.475595093E1,-2.254050016E0
2.503129361E1,-3.019950151E0,-1.500705051E1,-1.593000054E0
2.503379600E1,-3.382050276E0,-1.531605053E1,-8.839500546E-1
2.503629846E1,-3.724050283E0,-1.561800098E1,-2.490000129E-1
2.503880094E1,-4.155000210E0,-1.576395035E1,5.670000315E-1
2.504130340E1,-4.597949982E0,-1.587900066E1,1.786050081E0
2.504380586E1,-5.203950405E0,-1.585695076E1,3.525000095E0
2.504630830E1,-5.824050426E0,-1.563405037E1,5.521950245E0
2.504881054E1,-6.322950363E0,-1.529400063E1,8.044050217E0
