"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.169839897E1,2.739375114E1,1.481250095E1,-3.382500076E1
2.171840227E1,2.647500038E1,1.323750019E1,-3.350625229E1
2.173839741E1,2.647500038E1,1.295625019E1,-3.378750229E1
2.175840087E1,2.668125153E1,1.342500019E1,-3.429375076E1
2.177840023E1,2.765625191E1,1.436250019E1,-3.320625305E1
2.179839504E1,2.756250191E1,1.584375095E1,-3.202500153E1
2.181839809E1,2.758125114E1,1.704375076E1,-3.123750114E1
2.183839728E1,2.752500153E1,1.796250153E1,-3.165000153E1
2.185839448E1,2.722500038E1,1.897500038E1,-3.026250076E1
2.187839982E1,2.756250191E1,2.146875000E1,-2.958750153E1
2.189839781E1,2.640000153E1,2.283750153E1,-2.840625191E1
2.191839126E1,2.593125153E1,2.364375114E1,-2.812500191E1
2.193839354E1,2.392500114E1,2.450625038E1,-2.904375076E1
2.195839259E1,2.248125076E1,2.557500076E1,-2.885625076E1
2.197838632E1,2.165625000E1,3.026250076E1,-2.600625038E1
2.199838897E1,2.184375000E1,3.157500076E1,-2.401875114E1
2.201838690E1,2.182500076E1,3.091875076E1,-2.390625000E1
2.203839304E1,2.182500076E1,3.091875076E1,-2.431875038E1
2.205839508E1,1.966875076E1,3.178125191E1,-2.703750038E1
2.207839283E1,1.897500038E1,3.157500076E1,-2.694375038E1
2.209839832E1,1.974375153E1,3.103125191E1,-2.703750038E1
2.211839728E1,2.060625076E1,3.033750153E1,-2.651250076E1
2.213839302E1,2.283750153E1,2.816250038E1,-2.829375076E1
2.215839745E1,2.377500153E1,2.615625191E1,-2.896875191E1
2.217839627E1,2.467500114E1,2.433750153E1,-3.204375076E1
2.219839170E1,2.411250114E1,2.053125000E1,-3.331875229E1
2.221839390E1,2.476875114E1,1.890000153E1,-3.378750229E1
2.223839276E1,2.938125038E1,1.790625000E1,-3.204375076E1
2.225838793E1,3.174375153E1,1.678125000E1,-2.960625076E1
2.227839162E1,3.305625153E1,1.747500038E1,-2.690625191E1
2.229839035E1,3.354375076E1,1.758750153E1,-2.679375076E1
2.231839572E1,3.208125305E1,1.560000038E1,-2.960625076E1
2.233839673E1,3.153750038E1,1.492500019E1,-3.110625076E1
2.235839365E1,3.076875114E1,1.408125019E1,-3.309375000E1
2.237839822E1,2.960625076E1,1.348125076E1,-3.380625153E1
2.239839738E1,2.805000114E1,1.280625057E1,-3.489375305E1
2.241839163E1,2.688750076E1,1.222500038E1,-3.579375076E1
2.243839530E1,2.516250038E1,1.282500076E1,-3.680625153E1
2.245839425E1,2.428125191E1,1.224375057E1,-3.731250000E1
2.247838948E1,2.347500038E1,1.406250095E1,-3.783750153E1
2.249839317E1,2.221875000E1,1.477500057E1,-3.755625153E1
2.251839107E1,2.165625000E1,1.567500019E1,-3.736875153E1
2.253839764E1,2.332500076E1,1.636875153E1,-3.706875229E1
2.255839797E1,2.328750038E1,1.599375057E1,-3.646875000E1
2.257839484E1,2.184375000E1,1.531875038E1,-3.776250076E1
2.259839940E1,2.229375076E1,1.477500057E1,-3.675000000E1
2.261839814E1,2.467500114E1,1.391250038E1,-3.502500153E1
2.263839398E1,2.746875191E1,1.372500038E1,-3.380625153E1
2.265839797E1,2.825625038E1,1.475625038E1,-3.320625305E1
2.267839664E1,2.737500191E1,1.381875038E1,-3.391875076E1
2.269839120E1,2.578125191E1,1.164375019E1,-3.558750153E1
2.271839372E1,2.405625153E1,1.113750076E1,-3.678750229E1
2.273839258E1,2.229375076E1,9.712500572E0,-3.828750229E1
2.275838751E1,2.113125038E1,9.412500381E0,-3.858750153E1
2.277839103E1,2.180625153E1,9.881250381E0,-3.787500000E1
2.279839030E1,2.381250000E1,9.843750000E0,-3.667500305E1
2.281838448E1,2.480625153E1,1.070625019E1,-3.568125153E1
2.283838809E1,2.583750153E1,1.340625095E1,-3.511875153E1
2.285838724E1,2.611875153E1,1.359375095E1,-3.451875305E1
2.287839365E1,2.621250153E1,1.535625076E1,-3.281250000E1
2.289839469E1,2.591250038E1,1.627500153E1,-3.183750153E1
2.291839022E1,2.643750191E1,1.794375038E1,-3.114375114E1
2.293839497E1,2.529375076E1,1.873125076E1,-3.106875038E1
2.295839453E1,2.392500114E1,2.146875000E1,-3.211875153E1
2.297839026E1,2.238750076E1,2.272500038E1,-3.153750038E1
2.299839372E1,2.083125114E1,2.508750153E1,-2.996250153E1
2.301839156E1,2.103750038E1,2.683125114E1,-2.806875038E1
2.303839831E1,2.238750076E1,2.752500153E1,-2.707500076E1
2.305839924E1,2.133750153E1,2.731875038E1,-2.788125038E1
2.307839581E1,1.970625114E1,2.707500076E1,-2.949375153E1
2.309839991E1,1.766250038E1,2.619375038E1,-3.039375114E1
2.311839816E1,1.786875153E1,2.619375038E1,-3.088125038E1
2.313839350E1,1.923750114E1,2.595000076E1,-3.138750076E1
2.315839710E1,2.103750038E1,2.433750153E1,-3.116250038E1
2.317839578E1,2.276250076E1,2.188125038E1,-3.232500076E1
2.319839112E1,2.208750153E1,2.094375038E1,-3.322500229E1
2.321839353E1,2.283750153E1,1.839375114E1,-3.528750229E1
2.323839247E1,2.347500038E1,1.702500153E1,-3.506250000E1
2.325838750E1,2.754375076E1,1.620000076E1,-3.444375229E1
2.327839107E1,3.071250153E1,1.620000076E1,-3.211875153E1
2.329839022E1,3.221250153E1,1.606875038E1,-2.970000076E1
2.331839554E1,3.251250076E1,1.625625038E1,-2.981250191E1
2.333839662E1,3.213750076E1,1.541250038E1,-3.129375076E1
2.335839358E1,3.157500076E1,1.456875038E1,-3.330000305E1
2.337839845E1,3.138750076E1,1.417500019E1,-3.420000076E1
2.339839798E1,3.050625038E1,1.323750019E1,-3.480000305E1
2.341839233E1,2.983125114E1,1.312500095E1,-3.549375153E1
2.343839612E1,2.911875153E1,1.383750057E1,-3.731250000E1
2.345839511E1,2.846250153E1,1.455000019E1,-3.834375000E1
2.347839017E1,2.720625114E1,1.460625076E1,-3.813750076E1
2.349839353E1,2.617500114E1,1.569375038E1,-3.907500076E1
2.351839191E1,2.476875114E1,1.740000153E1,-3.950625229E1
2.353839832E1,2.394375038E1,1.856250000E1,-4.042500305E1
2.355839829E1,2.471250153E1,1.923750114E1,-3.952500153E1
2.357839506E1,2.566875076E1,1.880625153E1,-3.890625000E1
2.359839917E1,2.563125038E1,1.723125076E1,-3.939375305E1
2.361839880E1,2.640000153E1,1.680000114E1,-3.898125076E1
2.363839458E1,3.054375076E1,1.700625038E1,-3.706875229E1
2.365839805E1,3.444375229E1,1.627500153E1,-3.363750076E1
2.367839655E1,3.435000229E1,1.636875153E1,-3.343125153E1
2.369839153E1,3.433125305E1,1.516875076E1,-3.431250000E1
2.371839456E1,3.376875305E1,1.432500076E1,-3.551250076E1
2.373839353E1,3.166875076E1,1.389375019E1,-3.791250229E1
2.375838840E1,3.097500038E1,1.267500019E1,-3.890625000E1
2.377839197E1,2.977500153E1,1.181250000E1,-3.849375153E1
2.379839041E1,3.123750114E1,1.231875038E1,-3.819375229E1
2.381839657E1,3.271875000E1,1.411875057E1,-3.712500000E1
2.383839726E1,3.251250076E1,1.438125038E1,-3.601875305E1
2.385839381E1,3.341250229E1,1.680000114E1,-3.483750153E1
2.387839827E1,3.382500076E1,1.809375000E1,-3.425625229E1
2.389839762E1,3.350625229E1,1.846875000E1,-3.255000305E1
2.391839300E1,3.414375305E1,2.133750153E1,-3.159375191E1
2.393839662E1,3.412500000E1,2.227500153E1,-2.998125076E1
2.395839544E1,3.290625000E1,2.435625076E1,-2.941875076E1
2.397839027E1,3.245625305E1,2.600625038E1,-2.945625114E1
2.399839345E1,3.026250076E1,2.713125038E1,-3.037500191E1
2.401839221E1,2.855625153E1,2.902500153E1,-2.990625191E1
2.403838684E1,2.638125038E1,3.294375229E1,-2.915625191E1
2.405839006E1,2.658750153E1,3.451875305E1,-2.716875076E1
2.407838918E1,2.761875153E1,3.380625153E1,-2.675625038E1
2.409839551E1,2.722500038E1,3.361875153E1,-2.694375038E1
2.411839620E1,2.563125038E1,3.384375000E1,-2.896875191E1
2.413839119E1,2.493750191E1,3.346875000E1,-2.936250114E1
2.415839459E1,2.688750076E1,3.258750153E1,-2.996250153E1
2.417839314E1,2.870625114E1,3.078750038E1,-3.073125076E1
2.419838821E1,3.125625038E1,2.707500076E1,-3.076875114E1
2.421839101E1,3.181875038E1,2.450625038E1,-3.294375229E1
2.423838991E1,3.170625114E1,2.210625076E1,-3.461250305E1
2.425839560E1,3.305625153E1,1.753125000E1,-3.495000076E1
2.427839785E1,3.541875076E1,1.546875095E1,-3.391875076E1
2.429839382E1,3.907500076E1,1.402500057E1,-2.945625114E1
2.431839752E1,3.988125229E1,1.385625076E1,-2.713125038E1
2.433839696E1,4.040625000E1,1.432500076E1,-2.765625191E1
2.435839212E1,4.020000076E1,1.350000095E1,-2.814375114E1
2.437839525E1,3.851250076E1,1.123125076E1,-2.971875191E1
2.439839374E1,3.774375153E1,1.057500076E1,-3.061875153E1
2.441839172E1,3.680625153E1,9.806250572E0,-3.292500305E1
2.443839773E1,3.564375305E1,9.862500191E0,-3.343125153E1
2.445839589E1,3.433125305E1,1.057500076E1,-3.504375076E1
2.447838924E1,3.290625000E1,1.089375019E1,-3.616875076E1
2.449839089E1,3.116250038E1,1.085625076E1,-3.706875229E1
2.451838971E1,2.910000038E1,1.310625076E1,-3.761250305E1
2.453839685E1,2.799375153E1,1.445625019E1,-3.873750305E1
2.455839676E1,2.677500153E1,1.606875038E1,-3.907500076E1
2.457839234E1,2.572500038E1,1.706250000E1,-3.888750076E1
2.459839600E1,2.773125076E1,1.756875038E1,-3.708750153E1
2.461839524E1,2.686875153E1,1.653750038E1,-3.806250000E1
2.463839152E1,2.658750153E1,1.726875114E1,-3.828750229E1
2.465839587E1,2.773125076E1,1.711875153E1,-3.757500076E1
2.467839512E1,3.121875191E1,1.518750095E1,-3.442500305E1
2.469839080E1,3.204375076E1,1.447500038E1,-3.300000000E1
2.471839340E1,3.200625229E1,1.483125019E1,-3.521250153E1
2.473839277E1,3.168750191E1,1.391250038E1,-3.511875153E1
2.475838787E1,3.054375076E1,1.295625019E1,-3.669375229E1
2.477839139E1,2.915625191E1,1.126875019E1,-3.819375229E1
2.479839029E1,2.885625076E1,1.070625019E1,-3.817500305E1
2.481839558E1,3.080625153E1,1.121250057E1,-3.738750076E1
2.483839665E1,3.215625000E1,1.207500076E1,-3.598125076E1
2.485839367E1,3.322500229E1,1.395000076E1,-3.378750229E1
2.487839823E1,3.350625229E1,1.479375076E1,-3.270000076E1
2.489839790E1,3.365625000E1,1.728750038E1,-3.153750038E1
2.491839236E1,3.412500000E1,1.785000038E1,-3.022500038E1
2.493839581E1,3.455625153E1,2.015625000E1,-2.936250114E1
2.495839482E1,3.466875076E1,2.126250076E1,-2.917500114E1
2.497839015E1,3.258750153E1,2.178750038E1,-2.707500076E1
2.499839364E1,3.168750191E1,2.295000076E1,-2.930625153E1
2.501839111E1,2.848125076E1,2.553750038E1,-3.095625114E1
2.503839754E1,2.638125038E1,2.750625038E1,-3.058125114E1
2.505839858E1,2.454375076E1,3.106875038E1,-2.722500038E1
2.507839496E1,2.606250191E1,3.185625076E1,-2.512500191E1
2.509839942E1,2.636250114E1,3.195000076E1,-2.491875076E1
2.511839779E1,2.615625191E1,3.285000229E1,-2.745000076E1
2.513839354E1,2.461875153E1,3.309375000E1,-2.816250038E1
2.515839716E1,2.332500076E1,3.176250076E1,-2.895000076E1
2.517839616E1,2.420625114E1,3.168750191E1,-2.934375191E1
2.519839140E1,2.698125076E1,2.983125114E1,-2.921250153E1
2.521839374E1,2.917500114E1,2.758125114E1,-2.938125038E1
2.523839267E1,3.157500076E1,2.486250114E1,-3.063750076E1
2.525838784E1,3.215625000E1,2.313750076E1,-3.202500153E1
2.527839117E1,3.352500153E1,1.837500000E1,-3.335625076E1
2.529838988E1,3.530625153E1,1.621875000E1,-3.241875076E1
2.531839524E1,3.926250076E1,1.475625038E1,-2.885625076E1
2.533839622E1,4.048125076E1,1.387500095E1,-2.703750038E1
2.535839301E1,4.106250000E1,1.370625019E1,-2.703750038E1
2.537839734E1,4.027500153E1,1.183125019E1,-2.872500038E1
2.539839723E1,3.928125000E1,1.080000019E1,-2.921250153E1
2.541839176E1,3.855000305E1,1.021875000E1,-3.191250038E1
2.543839578E1,3.806250000E1,9.937500000E0,-3.281250000E1
2.545839452E1,3.718125153E1,8.512500763E0,-3.401250076E1
2.547838950E1,3.575625229E1,8.662500381E0,-3.491250229E1
2.549839310E1,3.451875305E1,8.625000000E0,-3.663750076E1
2.551839103E1,3.375000000E1,8.606250763E0,-3.723750305E1
2.553839756E1,3.371250153E1,9.618750572E0,-3.886875153E1
2.555839788E1,3.226875305E1,1.068750000E1,-3.838125229E1
2.557839456E1,3.172500038E1,1.177500057E1,-3.838125229E1
2.559839920E1,3.116250038E1,1.295625019E1,-3.871875000E1
2.561839774E1,3.131250191E1,1.460625076E1,-3.913125229E1
2.563839377E1,3.281250000E1,1.374375057E1,-3.751875305E1
2.565839772E1,3.155625153E1,1.231875038E1,-3.879375076E1
2.567839616E1,3.178125191E1,1.095000076E1,-3.847500229E1
2.569839144E1,3.341250229E1,1.053750038E1,-3.746250153E1
2.571839401E1,3.571875000E1,1.068750000E1,-3.555000305E1
2.573839285E1,3.688125229E1,1.053750038E1,-3.525000000E1
2.575838803E1,3.654375076E1,8.493750572E0,-3.541875076E1
2.577839149E1,3.523125076E1,7.743750095E0,-3.511875153E1
2.579839025E1,3.478125000E1,7.818750381E0,-3.661875153E1
2.581839550E1,3.361875153E1,6.862500191E0,-3.761250305E1
2.583839678E1,3.275625229E1,6.093750477E0,-3.860625076E1
2.585839324E1,3.195000076E1,5.531250000E0,-3.879375076E1
2.587839810E1,3.249375153E1,4.706250191E0,-3.808125305E1
2.589839750E1,3.384375000E1,5.493750095E0,-3.648750305E1
2.591839187E1,3.592500305E1,7.575000286E0,-3.500625229E1
2.593839580E1,3.727500153E1,8.625000000E0,-3.341250229E1
2.595839466E1,3.785625076E1,1.010625076E1,-3.161250114E1
2.597838973E1,3.871875000E1,1.179375076E1,-2.911875153E1
2.599839349E1,3.941250229E1,1.357500076E1,-2.814375114E1
2.601839115E1,3.946875000E1,1.623750114E1,-2.728125191E1
2.603839740E1,3.862500000E1,1.760625076E1,-2.750625038E1
2.605839870E1,3.740625000E1,1.848750114E1,-2.791875076E1
2.607839501E1,3.607500076E1,2.030625153E1,-2.784375191E1
2.609839916E1,3.423750305E1,2.411250114E1,-2.791875076E1
2.611839821E1,3.384375000E1,2.613750076E1,-2.632500076E1
2.613839393E1,3.421875000E1,2.643750191E1,-2.521875191E1
2.615839773E1,3.448125076E1,2.606250191E1,-2.461875153E1
2.617839664E1,3.429375076E1,2.514375114E1,-2.600625038E1
2.619839164E1,3.431250000E1,2.439375114E1,-2.690625191E1
2.621839484E1,3.425625229E1,2.458125114E1,-2.831250191E1
2.623839347E1,3.502500153E1,2.175000000E1,-2.696250153E1
2.625838847E1,3.652500153E1,1.985625076E1,-2.653125191E1
2.627839180E1,3.682500076E1,1.526250076E1,-2.767500114E1
2.629839035E1,3.755625153E1,1.250625038E1,-2.893125153E1
2.631839678E1,3.671250153E1,8.437500000E0,-3.088125038E1
2.633839756E1,3.656250000E1,5.493750095E0,-3.135000038E1
2.635839396E1,3.808125305E1,-5.625000224E-2,-2.784375191E1
2.637838701E1,3.984375000E1,-1.575000048E0,-2.570625114E1
2.639838892E1,3.937500000E1,-2.306250095E0,-2.308125114E1
2.641838677E1,3.791250229E1,-3.187500238E0,-2.426250076E1
2.643839166E1,3.615000153E1,-4.593750000E0,-2.506875038E1
2.645839228E1,3.448125076E1,-6.037500381E0,-2.655000114E1
2.647839989E1,3.174375153E1,-8.025000572E0,-2.814375114E1
2.649840152E1,3.009375191E1,-8.531250000E0,-2.883750153E1
2.651839868E1,2.838750076E1,-8.212500572E0,-3.035625076E1
2.653839178E1,2.632500076E1,-9.375000000E0,-3.125625038E1
2.655839306E1,2.478750038E1,-8.662500381E0,-3.125625038E1
2.657839076E1,2.302500153E1,-8.268750191E0,-3.136875153E1
2.659839639E1,2.276250076E1,-8.081250191E0,-3.217500305E1
2.661839669E1,2.212500000E1,-6.262500286E0,-3.181875038E1
2.663839299E1,2.214375114E1,-5.887500286E0,-3.281250000E1
2.665839742E1,2.173125076E1,-5.625000000E0,-3.151875114E1
2.667839619E1,2.306250000E1,-5.756250381E0,-2.979375076E1
2.669839124E1,2.103750038E1,-5.812500000E0,-3.091875076E1
2.671839492E1,1.998750114E1,-5.662500381E0,-3.121875191E1
2.673839206E1,1.944375038E1,-5.662500381E0,-2.941875076E1
2.675839740E1,1.955625153E1,-4.912500381E0,-2.911875153E1
2.677839739E1,1.944375038E1,-4.556250095E0,-2.821875191E1
2.679839345E1,1.858125114E1,-3.750000238E0,-2.782500076E1
2.681839682E1,1.891875076E1,-2.812500000E0,-2.844375038E1
2.683839771E1,1.801875114E1,-2.831250191E0,-2.763750076E1
2.685839259E1,1.721250153E1,-3.225000143E0,-2.754375076E1
2.687839551E1,1.676250076E1,-2.868750095E0,-2.844375038E1
2.689839388E1,1.644375038E1,-3.337500095E0,-2.793750191E1
2.691838865E1,1.665000153E1,-3.150000095E0,-2.823750114E1
2.693839240E1,1.764375114E1,-2.025000095E0,-2.745000076E1
2.695839090E1,1.790625000E1,-2.287500143E0,-2.653125191E1
2.697838709E1,1.880625153E1,-1.256250024E0,-2.634375191E1
2.699839286E1,1.935000038E1,7.875000238E-1,-2.638125038E1
2.701839129E1,2.023125076E1,1.631250024E0,-2.559375191E1
2.703839753E1,2.126250076E1,2.306250095E0,-2.347500038E1
2.705839712E1,2.146875000E1,3.337500095E0,-2.238750076E1
2.707839340E1,2.208750153E1,4.443750381E0,-2.311875153E1
2.709839721E1,2.158125114E1,6.356250286E0,-2.394375038E1
2.711839522E1,2.092500114E1,6.975000381E0,-2.446875191E1
2.713839012E1,1.899375153E1,8.137500763E0,-2.437500191E1
2.715839393E1,1.779375076E1,9.937500000E0,-2.501250076E1
2.717839410E1,1.621875000E1,1.276875019E1,-2.546250153E1
2.719839009E1,1.591875076E1,1.366875076E1,-2.437500191E1
2.721839322E1,1.659375000E1,1.406250095E1,-2.315625000E1
2.723839265E1,1.670625114E1,1.451250076E1,-2.356875038E1
2.725838804E1,1.573125076E1,1.449375057E1,-2.347500038E1
2.727839207E1,1.466250038E1,1.466250038E1,-2.388750076E1
2.729839089E1,1.462500095E1,1.556250095E1,-2.529375076E1
2.731839613E1,1.548750019E1,1.485000038E1,-2.529375076E1
2.733839731E1,1.689375114E1,1.314375019E1,-2.516250038E1
2.735839412E1,1.612500000E1,1.228125095E1,-2.615625191E1
2.737839859E1,1.593750095E1,1.117500019E1,-2.745000076E1
2.739839791E1,1.698750114E1,9.825000763E0,-2.793750191E1
2.741839225E1,1.929375076E1,9.600000381E0,-2.731875038E1
2.743839583E1,2.235000038E1,9.131250381E0,-2.448750114E1
2.745839449E1,2.341875076E1,9.993750572E0,-2.358750153E1
2.747838968E1,2.381250000E1,1.074375057E1,-2.319375038E1
2.749839305E1,2.403750038E1,1.027500057E1,-2.460000038E1
2.751839095E1,2.347500038E1,9.243750572E0,-2.660625076E1
2.753839770E1,2.261250114E1,9.318750381E0,-2.741250038E1
2.755839829E1,2.191875076E1,8.643750191E0,-2.739375114E1
2.757839474E1,2.165625000E1,8.812500000E0,-2.831250191E1
2.759839931E1,2.025000000E1,1.016250038E1,-2.943750191E1
2.761839797E1,2.025000000E1,1.025625038E1,-2.964375114E1
2.763839315E1,1.996875000E1,9.412500381E0,-3.063750076E1
2.765839697E1,1.891875076E1,1.050000000E1,-3.054375076E1
2.767839590E1,1.798125076E1,1.213125038E1,-3.048750114E1
2.769839084E1,1.713750076E1,1.413750076E1,-2.981250191E1
2.771839310E1,1.726875114E1,1.524375057E1,-2.992500114E1
2.773839214E1,1.993125153E1,1.458750057E1,-2.788125038E1
2.775838749E1,1.944375038E1,1.428750038E1,-2.799375153E1
2.777839078E1,1.890000153E1,1.473750019E1,-2.930625153E1
2.779838977E1,1.927500153E1,1.436250019E1,-2.900625038E1
2.781839541E1,2.227500153E1,1.398750019E1,-2.827500153E1
2.783839642E1,2.405625153E1,1.376250076E1,-2.585625076E1
2.785839342E1,2.540625191E1,1.316250038E1,-2.555625153E1
2.787839795E1,2.482500076E1,1.267500019E1,-2.615625191E1
2.789839733E1,2.360625076E1,1.301250076E1,-2.795625114E1
2.791839175E1,2.218125153E1,1.278750038E1,-2.988750076E1
2.793839556E1,2.000625038E1,1.098750019E1,-3.106875038E1
2.795839497E1,1.886250114E1,1.057500076E1,-3.247500229E1
2.797839002E1,1.886250114E1,1.076250076E1,-3.187500191E1
2.799839314E1,1.993125153E1,1.153125000E1,-3.136875153E1
2.801839100E1,2.062500000E1,1.256250095E1,-3.078750038E1
2.803839740E1,2.128125000E1,1.303125095E1,-2.917500114E1
2.805839837E1,2.227500153E1,1.353750038E1,-2.868750191E1
2.807839496E1,2.411250114E1,1.550625038E1,-2.649375153E1
2.809839968E1,2.506875038E1,1.618125153E1,-2.469375038E1
2.811839803E1,2.611875153E1,1.770000076E1,-2.218125153E1
2.813839376E1,2.604375076E1,1.871250153E1,-2.180625153E1
2.815839752E1,2.490000153E1,2.006250000E1,-2.143125153E1
2.817839645E1,2.394375038E1,2.040000153E1,-2.223750114E1
2.819839160E1,2.218125153E1,2.321250153E1,-2.328750038E1
2.821839398E1,2.036250114E1,2.418750191E1,-2.300625038E1
2.823839252E1,1.852500153E1,2.495625114E1,-2.321250153E1
2.825838773E1,1.843125153E1,2.587500191E1,-2.263125038E1
2.827839124E1,1.882500076E1,2.598750114E1,-2.253750038E1
2.829839031E1,1.882500076E1,2.514375114E1,-2.272500038E1
2.831839564E1,1.912500000E1,2.581875038E1,-2.293125153E1
2.833839684E1,1.803750038E1,2.458125114E1,-2.332500076E1
2.835839338E1,1.961250114E1,2.443125153E1,-2.461875153E1
2.837839797E1,2.124375153E1,2.253750038E1,-2.499375153E1
2.839839762E1,2.278125000E1,2.081250000E1,-2.606250191E1
2.841839200E1,2.328750038E1,1.696875000E1,-2.701875114E1
2.843839594E1,2.298750114E1,1.528125095E1,-2.840625191E1
2.845839541E1,2.495625114E1,1.231875038E1,-2.805000114E1
2.847839032E1,2.760000038E1,1.091250038E1,-2.600625038E1
2.849839368E1,3.028125191E1,1.134375000E1,-2.330625153E1
2.851839113E1,3.065625191E1,1.209375095E1,-2.240625000E1
2.853839761E1,3.052500153E1,1.053750038E1,-2.197500038E1
2.855839771E1,2.968125153E1,9.768750191E0,-2.448750114E1
2.857839430E1,2.938125038E1,8.737500191E0,-2.557500076E1
2.859839844E1,2.784375191E1,8.156250000E0,-2.677500153E1
2.861839720E1,2.698125076E1,7.931250095E0,-2.778750038E1
2.863839306E1,2.514375114E1,7.612500191E0,-2.898750114E1
2.865839710E1,2.486250114E1,8.062500000E0,-2.940000153E1
2.867839615E1,2.405625153E1,9.056250572E0,-3.112500191E1
2.869839098E1,2.311875153E1,9.768750191E0,-3.183750153E1
2.871839444E1,2.223750114E1,9.468750000E0,-3.153750038E1
2.873839295E1,2.167500114E1,1.102500057E1,-3.155625153E1
2.875838764E1,2.083125114E1,1.209375095E1,-3.168750191E1
2.877839133E1,2.075625038E1,1.329375076E1,-3.108750153E1
2.879839039E1,2.308125114E1,1.363125038E1,-2.998125076E1
2.881839642E1,2.240625000E1,1.361250019E1,-3.018750191E1
2.883839748E1,2.094375038E1,1.256250095E1,-3.148125076E1
2.885839437E1,2.173125076E1,1.350000095E1,-3.140625191E1
2.887839871E1,2.336250114E1,1.290000057E1,-3.058125114E1
2.889839783E1,2.536875153E1,1.231875038E1,-2.896875191E1
2.891839304E1,2.561250114E1,1.158750057E1,-2.823750114E1
2.893839618E1,2.495625114E1,1.138125038E1,-2.925000191E1
2.895839462E1,2.446875191E1,1.091250038E1,-2.934375191E1
2.897838976E1,2.371875000E1,1.087500000E1,-3.084375191E1
2.899839292E1,2.285625076E1,1.076250076E1,-3.196875191E1
2.901839176E1,2.032500076E1,9.787500381E0,-3.356250000E1
2.903838705E1,2.043750000E1,9.412500381E0,-3.406875229E1
2.905839055E1,1.985625076E1,1.003125000E1,-3.346875000E1
2.907838943E1,2.017500114E1,1.087500000E1,-3.388125229E1
2.909839555E1,2.038125038E1,1.198125076E1,-3.339375305E1
2.911839635E1,2.008125114E1,1.207500076E1,-3.298125076E1
2.913839298E1,1.998750114E1,1.291875076E1,-3.210000229E1
2.915839742E1,2.126250076E1,1.515000057E1,-2.990625191E1
2.917839685E1,2.263125038E1,1.546875095E1,-3.001875114E1
2.919839194E1,2.396250153E1,1.606875038E1,-2.771250153E1
2.921839565E1,2.437500191E1,1.800000000E1,-2.662500191E1
2.923839446E1,2.456250191E1,1.938750076E1,-2.503125191E1
2.925838827E1,2.458125114E1,2.004375076E1,-2.514375114E1
2.927839038E1,2.338125038E1,2.296875000E1,-2.439375114E1
2.929839212E1,2.263125038E1,2.458125114E1,-2.431875038E1
2.931839651E1,2.075625038E1,2.400000000E1,-2.390625000E1
2.933839579E1,2.068125153E1,2.491875076E1,-2.401875114E1
2.935839179E1,2.122500038E1,2.548125076E1,-2.482500076E1
2.937839584E1,2.139375114E1,2.501250076E1,-2.493750191E1
2.939839550E1,2.111250114E1,2.557500076E1,-2.503125191E1
2.941838986E1,2.004375076E1,2.480625153E1,-2.523750114E1
2.943839257E1,2.150625038E1,2.456250191E1,-2.561250114E1
2.945839096E1,2.349375153E1,2.296875000E1,-2.518125153E1
2.947838594E1,2.486250114E1,2.131875038E1,-2.707500076E1
2.949838921E1,2.461875153E1,1.762500000E1,-2.853750038E1
2.951838795E1,2.529375076E1,1.571250057E1,-3.071250153E1
2.953839408E1,2.773125076E1,1.226250076E1,-3.005625153E1
2.955839502E1,3.005625153E1,1.021875000E1,-2.731875038E1
2.957839255E1,3.328125000E1,1.106250000E1,-2.319375038E1
2.959839751E1,3.397500229E1,1.143750000E1,-2.298750114E1
2.961839673E1,3.365625000E1,9.862500191E0,-2.336250114E1
2.963839507E1,3.277500153E1,8.925000191E0,-2.446875191E1
2.965838587E1,3.211875153E1,7.893750191E0,-2.645625114E1
2.967838587E1,3.123750114E1,6.937500477E0,-2.746875191E1
2.969839339E1,3.046875191E1,6.356250286E0,-2.866875076E1
2.971839712E1,2.900625038E1,5.212500095E0,-2.985000038E1
2.973839384E1,2.821875191E1,4.650000095E0,-3.045000076E1
2.975839886E1,2.771250153E1,6.281250477E0,-3.208125305E1
2.977840001E1,2.724375153E1,6.187500477E0,-3.258750153E1
2.979839666E1,2.598750114E1,6.243750095E0,-3.288750076E1
2.981840003E1,2.561250114E1,7.518750191E0,-3.251250076E1
2.983839951E1,2.520000076E1,9.337500572E0,-3.363750076E1
2.985839525E1,2.540625191E1,1.008750057E1,-3.294375229E1
2.987839878E1,2.683125114E1,1.021875000E1,-3.153750038E1
2.989839757E1,2.733750153E1,1.014375019E1,-3.234375000E1
2.991839165E1,2.632500076E1,8.925000191E0,-3.232500076E1
2.993839506E1,2.670000076E1,8.381250381E0,-3.200625229E1
2.995839387E1,2.908125114E1,7.893750191E0,-3.048750114E1
2.997838895E1,3.000000191E1,6.900000095E0,-2.896875191E1
2.999839297E1,2.928750038E1,5.231250286E0,-2.925000191E1
3.001839076E1,2.917500114E1,4.406250000E0,-2.983125114E1
3.003839752E1,2.866875076E1,3.937500238E0,-2.913750076E1
3.005839849E1,2.898750114E1,4.106250286E0,-3.063750076E1
3.007839552E1,2.827500153E1,3.918750048E0,-2.973750114E1
3.009840015E1,2.833125114E1,2.531250000E0,-2.891250038E1
