"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.343839585E1,6.637500286E0,1.021875000E1,-3.900000000E1
5.345839485E1,7.481250286E0,1.042500019E1,-3.800625229E1
5.347838974E1,8.118750572E0,1.155000019E1,-3.871875000E1
5.349839281E1,6.825000286E0,1.143750000E1,-3.770625305E1
5.351839051E1,8.043750763E0,1.044375038E1,-3.639375305E1
5.353839705E1,9.093750000E0,1.010625076E1,-3.588750076E1
5.355839734E1,1.213125038E1,1.138125038E1,-3.568125153E1
5.357839407E1,1.299375057E1,1.010625076E1,-3.556875229E1
5.359839921E1,1.250625038E1,9.825000763E0,-3.626250076E1
5.361839772E1,1.153125000E1,9.150000572E0,-3.736875153E1
5.363839348E1,9.056250572E0,7.893750191E0,-3.665625000E1
5.365839765E1,7.012500286E0,7.387500286E0,-3.755625153E1
5.367839663E1,5.662500381E0,6.618750095E0,-3.945000076E1
5.369839168E1,5.456250191E0,5.868750095E0,-3.913125229E1
5.371839387E1,5.681250095E0,4.125000000E0,-3.871875000E1
5.373839270E1,7.931250095E0,4.368750095E0,-3.851250076E1
5.375838823E1,9.206250191E0,5.231250286E0,-3.770625305E1
5.377839178E1,1.166250038E1,6.300000191E0,-3.712500000E1
5.379839061E1,1.389375019E1,6.825000286E0,-3.671250153E1
5.381839595E1,1.638750076E1,6.806250095E0,-3.399375153E1
5.383839660E1,1.869375038E1,6.862500191E0,-3.288750076E1
5.385839328E1,2.094375038E1,8.587500572E0,-3.140625191E1
5.387839768E1,2.163750076E1,9.337500572E0,-3.131250191E1
5.389839718E1,2.248125076E1,9.450000763E0,-2.970000076E1
5.391839151E1,2.296875000E1,9.281250000E0,-2.940000153E1
5.393839534E1,2.364375114E1,9.281250000E0,-2.938125038E1
5.395839438E1,2.313750076E1,9.093750000E0,-2.868750191E1
5.397838980E1,2.366250038E1,1.040625000E1,-2.921250153E1
5.399839329E1,2.422500038E1,1.031250000E1,-2.840625191E1
5.401839093E1,2.445000076E1,9.056250572E0,-2.647500038E1
5.403839749E1,2.634375191E1,8.006250381E0,-2.555625153E1
5.405839872E1,2.838750076E1,6.956250191E0,-2.180625153E1
5.407839477E1,3.076875114E1,6.206250191E0,-1.635000038E1
5.409839942E1,3.301875305E1,7.368750095E0,-1.535625076E1
5.411839792E1,3.408750153E1,7.593750477E0,-1.083750057E1
5.413839384E1,3.457500076E1,8.812500000E0,-9.431250572E0
5.415839763E1,3.451875305E1,1.149375057E1,-8.587500572E0
5.417839642E1,3.549375153E1,1.261875057E1,-7.387500286E0
5.419839120E1,3.566250229E1,1.393125057E1,-4.387500286E0
5.421839374E1,3.624375153E1,1.468125057E1,-3.487500191E0
5.423839275E1,3.528750229E1,1.550625038E1,8.062500358E-1
5.425838802E1,3.553125000E1,1.588125038E1,2.925000191E0
5.427839156E1,3.534375000E1,1.837500000E1,5.400000095E0
5.429839048E1,3.474375153E1,1.920000076E1,7.200000286E0
5.431839598E1,3.401250076E1,1.918125153E1,9.018750191E0
5.433839694E1,3.395625305E1,2.056875038E1,9.281250000E0
5.435839365E1,3.393750000E1,2.085000038E1,1.008750057E1
5.437839785E1,3.286875153E1,2.094375038E1,1.391250038E1
5.439839717E1,3.114375114E1,2.081250000E1,1.672500038E1
5.441839270E1,2.827500153E1,2.040000153E1,2.225625038E1
5.443839630E1,2.535000038E1,2.034375000E1,2.598750114E1
5.445839510E1,2.122500038E1,2.008125114E1,3.129375076E1
5.447839032E1,1.955625153E1,2.023125076E1,3.210000229E1
5.449839391E1,1.526250076E1,1.850625038E1,3.836250305E1
5.451839258E1,1.520625019E1,1.923750114E1,3.714375305E1
5.453838752E1,1.548750019E1,2.145000076E1,3.630000305E1
5.455838998E1,1.558125019E1,2.173125076E1,3.630000305E1
5.457838880E1,1.569375038E1,2.229375076E1,3.648750305E1
5.459839474E1,1.518750095E1,2.208750153E1,3.680625153E1
5.461839569E1,1.552500057E1,2.045625114E1,3.721875000E1
5.463839234E1,1.434375095E1,2.004375076E1,3.772500229E1
5.465839664E1,1.218750095E1,1.816875076E1,3.986250305E1
5.467839591E1,8.606250763E0,1.597500038E1,4.089375305E1
5.469839164E1,5.268750191E0,1.406250095E1,4.312500000E1
5.471839550E1,2.512500048E0,1.078125000E1,4.468125153E1
5.473839445E1,2.025000095E0,1.023750019E1,4.449375153E1
5.475838948E1,1.893750072E0,1.160625076E1,4.316250229E1
5.477839265E1,1.331250072E0,1.250625038E1,4.335000229E1
5.479839127E1,2.812500000E-1,1.385625076E1,4.363125229E1
5.481838635E1,-4.312500060E-1,1.548750019E1,4.280625153E1
5.483838984E1,-2.400000095E0,1.792500114E1,4.246875000E1
5.485838787E1,-4.012500286E0,1.880625153E1,4.183125305E1
5.487839448E1,-8.793750763E0,1.933125114E1,4.181250000E1
5.489839517E1,-1.228125095E1,1.961250114E1,4.171875000E1
5.491839131E1,-1.661250114E1,1.831875038E1,4.171875000E1
5.493839557E1,-2.021250153E1,1.813125038E1,4.081875229E1
5.495839505E1,-2.111250114E1,1.711875153E1,4.051875305E1
5.497838884E1,-2.030625153E1,1.584375095E1,4.254375076E1
5.499839095E1,-1.816875076E1,1.552500057E1,4.256250000E1
5.501838867E1,-1.550625038E1,1.402500057E1,4.368750000E1
5.503839427E1,-1.350000095E1,1.288125038E1,4.421250153E1
5.505839524E1,-1.186875057E1,1.164375019E1,4.353750229E1
5.507839191E1,-1.370625019E1,8.006250381E0,4.359375000E1
5.509839642E1,-1.811250114E1,3.675000191E0,4.374375153E1
5.511839921E1,-2.145000076E1,1.462500095E0,4.186875153E1
5.513839341E1,-2.713125038E1,2.062500000E0,3.991875076E1
5.515839604E1,-2.731875038E1,2.512500048E0,3.931875229E1
5.517839417E1,-2.368125153E1,4.068750381E0,3.999375153E1
5.519838860E1,-2.124375153E1,4.593750000E0,4.111875153E1
5.521839119E1,-2.105625153E1,4.593750000E0,4.100625229E1
5.523838985E1,-2.107500076E1,5.793750286E0,3.898125076E1
5.525839549E1,-2.145000076E1,5.775000095E0,3.836250305E1
5.527839901E1,-2.083125114E1,6.243750095E0,3.785625076E1
5.529839541E1,-2.030625153E1,7.443750381E0,3.763125229E1
5.531839955E1,-1.944375038E1,9.862500191E0,3.680625153E1
5.533839771E1,-1.835625076E1,1.061250019E1,3.628125000E1
5.535839216E1,-1.657500076E1,1.396875095E1,3.513750076E1
5.537839696E1,-1.719375038E1,1.505625057E1,3.401250076E1
5.539839515E1,-2.030625153E1,1.423125076E1,3.271875000E1
5.541838913E1,-2.208750153E1,1.355625057E1,3.251250076E1
5.543839205E1,-2.268750000E1,1.243125057E1,3.243750000E1
5.545839191E1,-2.259375000E1,1.196250057E1,3.223125076E1
5.547838747E1,-2.075625038E1,1.228125095E1,3.253125000E1
5.549839163E1,-1.910625076E1,1.196250057E1,3.294375229E1
5.551838993E1,-1.835625076E1,1.143750000E1,3.335625076E1
5.553839692E1,-1.608750153E1,1.213125038E1,3.305625153E1
5.555839860E1,-1.531875038E1,1.177500057E1,3.296250153E1
5.557839544E1,-1.400625038E1,1.089375019E1,3.468750000E1
5.559840006E1,-1.312500095E1,1.074375057E1,3.408750153E1
5.561839826E1,-1.175625038E1,1.068750000E1,3.378750229E1
5.563839346E1,-1.128750038E1,1.003125000E1,3.410625076E1
5.565839723E1,-1.147500038E1,9.956250191E0,3.410625076E1
5.567839610E1,-1.151250076E1,9.318750381E0,3.491250229E1
5.569839116E1,-1.203750038E1,7.818750381E0,3.463125229E1
5.571839341E1,-1.321875095E1,7.518750191E0,3.463125229E1
5.573839259E1,-1.507500076E1,7.387500286E0,3.433125305E1
5.575838737E1,-1.340625095E1,7.425000191E0,3.414375305E1
5.577839110E1,-1.291875076E1,7.893750191E0,3.463125229E1
5.579838998E1,-1.475625038E1,7.931250095E0,3.442500305E1
5.581839556E1,-1.614375114E1,7.256250381E0,3.453750229E1
5.583839671E1,-1.590000057E1,8.081250191E0,3.331875229E1
5.585839337E1,-1.758750153E1,7.687500477E0,3.391875076E1
5.587839763E1,-1.813125038E1,8.137500763E0,3.331875229E1
5.589839714E1,-1.833750153E1,9.225000381E0,3.410625076E1
5.591839171E1,-1.702500153E1,1.063125038E1,3.378750229E1
5.593839529E1,-1.629375076E1,1.222500038E1,3.356250000E1
5.595839413E1,-1.516875076E1,1.417500019E1,3.322500229E1
5.597838959E1,-1.573125076E1,1.462500095E1,3.301875305E1
5.599839351E1,-1.625625038E1,1.351875019E1,3.333750153E1
5.601839138E1,-1.657500076E1,1.303125095E1,3.395625305E1
5.603839773E1,-1.805625153E1,1.153125000E1,3.316875076E1
5.605839891E1,-1.983750153E1,1.020000076E1,3.318750000E1
5.607839552E1,-2.298750114E1,8.568750381E0,3.238125229E1
5.609839991E1,-2.583750153E1,6.918750286E0,3.110625076E1
5.611839814E1,-2.683125114E1,5.793750286E0,3.121875191E1
5.613839387E1,-2.673750114E1,6.075000286E0,3.110625076E1
5.615839797E1,-2.617500114E1,5.456250191E0,3.131250191E1
5.617839656E1,-2.450625038E1,2.925000191E0,3.296250153E1
5.619839146E1,-2.293125153E1,1.031250000E0,3.401250076E1
5.621839373E1,-2.113125038E1,-1.406250000E0,3.375000000E1
5.623839259E1,-2.002500153E1,-3.318750143E0,3.397500229E1
5.625838794E1,-2.034375000E1,-4.518750191E0,3.420000076E1
5.627839120E1,-2.188125038E1,-5.287500381E0,3.279375076E1
5.629839037E1,-2.298750114E1,-5.775000095E0,3.311250305E1
5.631839572E1,-2.203125000E1,-5.831250191E0,3.401250076E1
5.633839660E1,-1.996875000E1,-5.043750286E0,3.440625000E1
5.635839329E1,-1.921875000E1,-4.743750095E0,3.530625153E1
5.637839801E1,-1.989375114E1,-4.125000000E0,3.579375076E1
5.639839768E1,-2.128125000E1,-1.762500048E0,3.577500153E1
5.641839170E1,-2.068125153E1,-6.562500000E-1,3.605625153E1
5.643839570E1,-1.831875038E1,1.800000072E0,3.772500229E1
5.645839463E1,-1.886250114E1,3.525000095E0,3.781875229E1
5.647838959E1,-2.274375153E1,3.356250048E0,3.699375153E1
5.649839328E1,-2.643750191E1,2.418750048E0,3.558750153E1
5.651839107E1,-2.806875038E1,-3.750000000E-1,3.523125076E1
5.653839767E1,-2.896875191E1,-1.762500048E0,3.485625076E1
5.655839779E1,-2.788125038E1,-9.187500477E-1,3.493125153E1
5.657839440E1,-2.690625191E1,-4.312500060E-1,3.583125305E1
5.659839883E1,-2.450625038E1,-2.625000179E-1,3.705000305E1
5.661839748E1,-2.334375000E1,-4.312500060E-1,3.744375229E1
5.663839326E1,-2.176875114E1,3.375000060E-1,3.774375153E1
5.665839711E1,-2.026875114E1,-8.062500358E-1,3.918750000E1
5.667839616E1,-1.918125153E1,-9.750000238E-1,3.888750076E1
5.669839142E1,-1.856250000E1,-1.593750119E0,4.010625076E1
5.671839376E1,-1.768125153E1,-2.118750095E0,3.990000153E1
5.673839240E1,-1.732500076E1,-2.756250143E0,4.072500229E1
5.675838758E1,-1.666875076E1,-4.031250000E0,3.982500076E1
5.677839108E1,-1.916250038E1,-6.487500191E0,4.006875229E1
5.679838998E1,-2.272500038E1,-5.925000191E0,3.864375305E1
5.681839545E1,-2.051250076E1,-6.337500095E0,3.965625000E1
5.683839672E1,-1.951875114E1,-5.568750381E0,3.954375076E1
5.685839378E1,-2.152500153E1,-4.612500191E0,3.841875076E1
5.687839796E1,-2.467500114E1,-2.943750143E0,3.789375305E1
5.689839733E1,-2.895000076E1,-3.693750143E0,3.577500153E1
5.691839147E1,-2.947500038E1,-2.512500048E0,3.455625153E1
5.693839569E1,-2.930625153E1,4.125000238E-1,3.521250153E1
5.695839476E1,-2.795625114E1,1.293750048E0,3.611250305E1
5.697840102E1,-2.625000191E1,3.262500048E0,3.678750229E1
5.699840220E1,-2.394375038E1,6.075000286E0,3.675000000E1
5.701839838E1,-2.302500153E1,7.106250286E0,3.663750076E1
5.703839175E1,-2.242500114E1,7.856250286E0,3.633750153E1
5.705839339E1,-2.360625076E1,7.650000095E0,3.673125076E1
5.707839069E1,-2.471250153E1,6.150000095E0,3.654375076E1
5.709839618E1,-2.600625038E1,4.837500095E0,3.626250076E1
5.711839636E1,-2.889375114E1,3.918750048E0,3.365625000E1
5.713839229E1,-3.125625038E1,2.475000143E0,3.286875153E1
5.715839661E1,-3.455625153E1,1.012500048E0,3.067500114E1
5.717839546E1,-3.590625000E1,5.062500238E-1,2.936250114E1
5.719839089E1,-3.680625153E1,-1.162500024E0,2.878125191E1
5.721839452E1,-3.646875000E1,-1.968750119E0,2.940000153E1
5.723839343E1,-3.504375076E1,-3.787500143E0,2.953125191E1
5.725838862E1,-3.361875153E1,-7.518750191E0,3.110625076E1
5.727839200E1,-3.172500038E1,-9.018750191E0,3.193125153E1
5.729839036E1,-3.058125114E1,-1.065000057E1,3.185625076E1
5.731838537E1,-3.168750191E1,-1.168125057E1,3.136875153E1
5.733838872E1,-3.345000076E1,-1.072500038E1,2.902500153E1
5.735838776E1,-3.412500000E1,-1.020000076E1,2.872500038E1
5.737839382E1,-3.365625000E1,-1.008750057E1,3.003750038E1
5.739839489E1,-3.343125153E1,-9.525000572E0,2.971875191E1
5.741839137E1,-3.500625229E1,-6.450000286E0,2.906250191E1
5.743839594E1,-3.648750305E1,-3.825000048E0,2.851875114E1
5.745839523E1,-3.658125305E1,5.062500238E-1,2.926875114E1
5.747839068E1,-3.585000229E1,3.187500238E0,2.992500114E1
5.749839410E1,-3.427500153E1,7.912500381E0,3.086250114E1
5.751839281E1,-3.671250153E1,1.271250057E1,2.756250191E1
5.753838782E1,-3.825000000E1,1.451250076E1,2.452500153E1
5.755839031E1,-3.982500076E1,1.419375038E1,2.422500038E1
5.757838755E1,-3.877500153E1,1.366875076E1,2.473125076E1
5.759839277E1,-3.686250305E1,1.582500076E1,2.480625153E1
5.761839331E1,-3.579375076E1,1.687500000E1,2.630625153E1
5.763838899E1,-3.234375000E1,1.953750038E1,2.748750114E1
5.765839271E1,-3.136875153E1,2.047500038E1,2.836875153E1
5.767839214E1,-2.973750114E1,2.043750000E1,2.979375076E1
5.769838720E1,-2.818125153E1,2.066250038E1,3.018750191E1
5.771839028E1,-2.670000076E1,2.188125038E1,3.067500114E1
5.773839299E1,-2.572500038E1,2.201250076E1,3.048750114E1
5.775838738E1,-2.529375076E1,2.083125114E1,3.170625114E1
5.777839038E1,-2.563125038E1,1.991250038E1,3.271875000E1
5.779838890E1,-2.606250191E1,1.861875153E1,3.333750153E1
5.781839447E1,-2.790000153E1,1.828125000E1,3.204375076E1
5.783839574E1,-2.951250076E1,1.852500153E1,3.082500076E1
5.785839350E1,-2.724375153E1,1.785000038E1,3.315000153E1
5.787839820E1,-2.636250114E1,1.822500038E1,3.324375153E1
5.789839664E1,-2.563125038E1,1.935000038E1,3.223125076E1
5.791839052E1,-2.754375076E1,2.068125153E1,3.170625114E1
5.793839330E1,-2.904375076E1,2.146875000E1,3.007500076E1
5.795839515E1,-2.891250038E1,2.193750000E1,2.966250038E1
5.797838896E1,-2.876250076E1,2.302500153E1,2.874375153E1
5.799839163E1,-2.825625038E1,2.396250153E1,2.833125114E1
5.801838976E1,-2.658750153E1,2.656875038E1,2.668125153E1
5.803839663E1,-2.617500114E1,2.767500114E1,2.686875153E1
5.805839798E1,-2.596875191E1,2.786250114E1,2.656875038E1
5.807839499E1,-2.566875076E1,2.778750038E1,2.656875038E1
5.809839925E1,-2.664375114E1,2.730000114E1,2.617500114E1
5.811839774E1,-2.743125153E1,2.664375114E1,2.587500191E1
5.813839372E1,-2.913750076E1,2.548125076E1,2.589375114E1
5.815839750E1,-3.178125191E1,2.349375153E1,2.491875076E1
5.817839638E1,-3.354375076E1,2.244375038E1,2.390625000E1
5.819839128E1,-3.684375000E1,2.169375038E1,2.201250076E1
5.821839382E1,-3.832500076E1,2.010000038E1,2.111250114E1
5.823839259E1,-3.990000153E1,1.876875114E1,2.032500076E1
5.825838772E1,-4.003125000E1,1.766250038E1,2.105625153E1
5.827839129E1,-3.984375000E1,1.511250019E1,2.270625114E1
5.829839026E1,-3.956250000E1,1.310625076E1,2.463750076E1
5.831839565E1,-3.851250076E1,1.276875019E1,2.544375038E1
5.833839706E1,-3.763125229E1,1.048125076E1,2.660625076E1
5.835839382E1,-3.856875229E1,7.706250191E0,2.613750076E1
5.837839820E1,-4.106250000E1,7.912500381E0,2.501250076E1
5.839839763E1,-4.104375076E1,8.287500381E0,2.390625000E1
5.841839196E1,-3.976875305E1,9.318750381E0,2.469375038E1
5.843839585E1,-3.924375153E1,1.016250038E1,2.478750038E1
5.845839440E1,-3.967500305E1,1.162500000E1,2.386875153E1
5.847838957E1,-3.888750076E1,1.438125038E1,2.240625000E1
5.849839300E1,-3.710625076E1,1.865625000E1,2.154375076E1
5.851839054E1,-3.508125305E1,2.092500114E1,2.161875153E1
5.853839710E1,-3.286875153E1,2.418750191E1,2.126250076E1
5.855839785E1,-3.264375305E1,2.647500038E1,1.871250153E1
5.857839460E1,-3.283125305E1,2.711250114E1,1.558125019E1
5.859839913E1,-3.367500305E1,2.716875076E1,1.408125019E1
5.861839772E1,-3.196875191E1,2.703750038E1,1.580625057E1
5.863839334E1,-3.140625191E1,2.724375153E1,1.650000000E1
5.865839753E1,-2.917500114E1,2.739375114E1,1.751250076E1
5.867839626E1,-2.703750038E1,2.808750153E1,1.871250153E1
5.869839103E1,-2.568750191E1,2.793750191E1,1.931250000E1
5.871839368E1,-2.386875153E1,2.825625038E1,2.053125000E1
5.873839281E1,-2.278125000E1,2.820000076E1,2.062500000E1
5.875838786E1,-2.126250076E1,2.713125038E1,2.135625076E1
5.877839156E1,-2.101875114E1,2.705625153E1,2.246250153E1
5.879839054E1,-2.070000076E1,2.724375153E1,2.225625038E1
5.881839584E1,-2.103750038E1,2.641875076E1,2.257500076E1
5.883839702E1,-2.120625114E1,2.503125191E1,2.409375191E1
5.885839328E1,-2.161875153E1,2.373750114E1,2.392500114E1
5.887839788E1,-2.336250114E1,2.349375153E1,2.300625038E1
5.889839745E1,-2.431875038E1,2.300625038E1,2.180625153E1
5.891839200E1,-2.156250000E1,2.428125191E1,2.250000000E1
5.893839548E1,-2.011875153E1,2.403750038E1,2.300625038E1
5.895839415E1,-2.178750038E1,2.334375000E1,2.210625076E1
5.897838948E1,-2.280000114E1,2.405625153E1,2.058750153E1
5.899839267E1,-2.368125153E1,2.330625153E1,2.000625038E1
5.901839064E1,-2.486250114E1,2.298750114E1,2.040000153E1
5.903839707E1,-2.456250191E1,2.317500114E1,2.000625038E1
5.905839861E1,-2.418750191E1,2.246250153E1,2.000625038E1
5.907839520E1,-2.368125153E1,2.293125153E1,2.010000038E1
5.909839972E1,-2.308125114E1,2.396250153E1,2.049375153E1
5.911839794E1,-2.353125000E1,2.458125114E1,1.957500076E1
5.913839336E1,-2.362500000E1,2.411250114E1,1.837500000E1
5.915839717E1,-2.480625153E1,2.371875000E1,1.828125000E1
5.917839566E1,-2.626875114E1,2.276250076E1,1.728750038E1
5.919839100E1,-2.686875153E1,2.173125076E1,1.648125076E1
5.921839349E1,-2.868750191E1,2.178750038E1,1.548750019E1
5.923839280E1,-2.906250191E1,2.111250114E1,1.458750057E1
5.925838776E1,-3.174375153E1,1.903125000E1,1.411875057E1
5.927839120E1,-3.258750153E1,1.873125076E1,1.239375019E1
5.929839021E1,-3.320625305E1,1.788750076E1,1.291875076E1
5.931839552E1,-3.298125076E1,1.642500114E1,1.443750095E1
5.933839679E1,-3.333750153E1,1.586250019E1,1.565625095E1
5.935839371E1,-3.341250229E1,1.338750076E1,1.659375000E1
5.937839824E1,-3.298125076E1,1.166250038E1,1.713750076E1
5.939839762E1,-3.301875305E1,1.046250057E1,1.734375000E1
5.941839194E1,-3.354375076E1,8.981250763E0,1.736250114E1
5.943839553E1,-3.483750153E1,7.387500286E0,1.659375000E1
5.945839483E1,-3.500625229E1,7.912500381E0,1.597500038E1
5.947840119E1,-3.373125076E1,8.137500763E0,1.597500038E1
5.949840221E1,-3.326250076E1,7.968750477E0,1.687500000E1
5.951839851E1,-3.283125305E1,8.981250763E0,1.627500153E1
5.953839150E1,-3.356250000E1,1.006875038E1,1.563750076E1
5.955839236E1,-3.279375076E1,1.220625019E1,1.400625038E1
5.957839013E1,-3.125625038E1,1.498125076E1,1.396875095E1
5.959839512E1,-3.003750038E1,1.648125076E1,1.314375019E1
5.961839562E1,-2.947500038E1,1.833750153E1,1.181250000E1
5.963839188E1,-2.949375153E1,1.933125114E1,1.038750076E1
5.965839644E1,-3.026250076E1,1.858125114E1,8.887500763E0
5.967839549E1,-2.928750038E1,1.942500114E1,9.487500191E0
5.969839086E1,-2.825625038E1,2.002500153E1,1.177500057E1
5.971839417E1,-2.756250191E1,2.030625153E1,1.188750076E1
5.973839297E1,-2.548125076E1,1.981875038E1,1.400625038E1
5.975838828E1,-2.413125038E1,2.077500153E1,1.561875057E1
5.977839121E1,-2.218125153E1,2.083125114E1,1.601250076E1
5.979839011E1,-2.124375153E1,2.049375153E1,1.753125000E1
5.981838521E1,-1.980000114E1,2.079375076E1,1.803750038E1
5.983838890E1,-1.895625114E1,2.008125114E1,1.905000114E1
5.985838772E1,-1.807500076E1,2.002500153E1,1.854375076E1
5.987839441E1,-1.828125000E1,1.993125153E1,1.944375038E1
5.989839523E1,-1.891875076E1,1.871250153E1,1.946250153E1
5.991839143E1,-1.936875153E1,1.650000000E1,2.000625038E1
5.993839576E1,-1.993125153E1,1.685625076E1,2.000625038E1
5.995839520E1,-2.158125114E1,1.588125038E1,1.839375114E1
5.997839045E1,-2.083125114E1,1.554375076E1,1.940625000E1
5.999839390E1,-1.906875038E1,1.659375000E1,1.940625000E1
6.001839290E1,-1.914375114E1,1.659375000E1,1.929375076E1
6.003838810E1,-2.053125000E1,1.554375076E1,1.861875153E1
6.005839125E1,-2.053125000E1,1.591875076E1,1.901250076E1
6.007839001E1,-2.002500153E1,1.610625076E1,1.820625114E1
6.009839600E1,-2.058750153E1,1.618125153E1,1.788750076E1
6.011839514E1,-1.910625076E1,1.648125076E1,1.749375153E1
6.013839045E1,-1.955625153E1,1.593750095E1,1.880625153E1
6.015839413E1,-1.884375000E1,1.614375114E1,1.809375000E1
6.017839317E1,-1.878750038E1,1.796250153E1,1.717500114E1
6.019839014E1,-1.884375000E1,1.815000153E1,1.636875153E1
6.021839277E1,-2.043750000E1,1.738125038E1,1.636875153E1
6.023839102E1,-2.124375153E1,1.625625038E1,1.689375114E1
6.025839657E1,-2.261250114E1,1.530000019E1,1.599375057E1
6.027839679E1,-2.272500038E1,1.428750038E1,1.500000095E1
6.029839720E1,-2.523750114E1,1.402500057E1,1.419375038E1
6.031840486E1,-2.630625153E1,1.344375038E1,1.318125057E1
6.033840293E1,-2.829375076E1,1.110000038E1,1.201875019E1
6.035839660E1,-2.908125114E1,1.070625019E1,1.171875000E1
6.037839838E1,-2.868750191E1,1.025625038E1,1.102500057E1
6.039839692E1,-2.915625191E1,8.962500572E0,1.275000095E1
6.041839042E1,-2.810625076E1,8.437500000E0,1.357500076E1
6.043839290E1,-2.724375153E1,5.625000000E0,1.541250038E1
6.045839460E1,-2.673750114E1,3.993750095E0,1.685625076E1
6.047838777E1,-2.600625038E1,2.437500000E0,1.708125114E1
6.049839034E1,-2.658750153E1,1.406250000E0,1.578750038E1
6.051839001E1,-2.775000191E1,6.375000477E-1,1.468125057E1
6.053838407E1,-2.767500114E1,2.812500000E-1,1.509375095E1
6.055838670E1,-2.681250191E1,-1.500000060E-1,1.550625038E1
6.057838669E1,-2.632500076E1,1.312500089E-1,1.550625038E1
6.059839364E1,-2.634375191E1,1.593750119E0,1.447500038E1
6.061839436E1,-2.722500038E1,1.743750095E0,1.447500038E1
6.063839160E1,-2.673750114E1,2.325000048E0,1.477500057E1
6.065839694E1,-2.634375191E1,3.356250048E0,1.616250038E1
6.067839652E1,-2.628750038E1,5.550000191E0,1.582500076E1
6.069839216E1,-2.780625153E1,6.525000095E0,1.531875038E1
6.071839490E1,-2.990625191E1,6.937500477E0,1.378125095E1
6.073839404E1,-3.155625153E1,5.775000095E0,1.239375019E1
6.075838883E1,-3.196875191E1,5.962500095E0,1.288125038E1
6.077839245E1,-3.200625229E1,8.175000191E0,1.325625038E1
6.079839103E1,-3.075000191E1,8.662500381E0,1.436250019E1
6.081838482E1,-3.041250038E1,9.412500381E0,1.777500153E1
6.083838886E1,-2.953125191E1,1.027500057E1,1.796250153E1
6.085838810E1,-2.836875153E1,1.095000076E1,1.865625000E1
6.087839463E1,-2.868750191E1,1.121250057E1,2.026875114E1
6.089839574E1,-2.818125153E1,1.168125057E1,2.056875038E1
6.091839112E1,-2.791875076E1,1.170000076E1,2.116875076E1
6.093839601E1,-2.786250114E1,1.059375000E1,2.199375153E1
6.095839559E1,-2.808750153E1,9.956250191E0,2.280000114E1
6.097839096E1,-2.848125076E1,8.943750381E0,2.231250000E1
6.099839414E1,-3.001875114E1,7.237500191E0,2.253750038E1
6.101839189E1,-3.185625076E1,6.731250286E0,2.143125153E1
6.103839829E1,-3.262500000E1,6.637500286E0,2.133750153E1
6.105839913E1,-3.127500153E1,7.312500477E0,2.242500114E1
6.107839534E1,-3.180000114E1,8.943750381E0,2.169375038E1
6.109839936E1,-3.215625000E1,1.023750019E1,2.167500114E1
6.111839783E1,-3.388125229E1,1.046250057E1,2.086875153E1
6.113839378E1,-3.375000000E1,1.175625038E1,2.055000114E1
6.115839758E1,-3.343125153E1,1.267500019E1,2.113125038E1
6.117839625E1,-3.303750229E1,1.295625019E1,2.092500114E1
6.119839157E1,-3.253125000E1,1.380000019E1,2.122500038E1
6.121839388E1,-3.213750076E1,1.464375019E1,2.141250038E1
6.123839297E1,-3.155625153E1,1.466250038E1,2.212500000E1
6.125838810E1,-3.155625153E1,1.530000019E1,2.221875000E1
6.127839147E1,-3.243750000E1,1.711875153E1,2.056875038E1
6.129839047E1,-3.403125000E1,1.569375038E1,2.038125038E1
6.131839577E1,-3.440625000E1,1.485000038E1,1.899375153E1
6.133839683E1,-3.601875305E1,1.351875019E1,1.910625076E1
6.135839353E1,-3.667500305E1,1.258125019E1,1.751250076E1
6.137839831E1,-3.898125076E1,1.205625057E1,1.560000038E1
6.139839769E1,-4.023750305E1,1.128750038E1,1.440000057E1
6.141839217E1,-4.089375305E1,8.681250572E0,1.393125057E1
6.143839616E1,-4.121250153E1,7.481250286E0,1.385625076E1
6.145839486E1,-4.106250000E1,6.768750191E0,1.507500076E1
6.147839002E1,-4.091250229E1,5.662500381E0,1.620000076E1
6.149839390E1,-3.967500305E1,2.493750095E0,1.816875076E1
6.151839154E1,-3.838125229E1,8.625000119E-1,1.908750153E1
6.153839829E1,-3.930000305E1,-1.087500095E0,1.882500076E1
6.155839809E1,-3.991875076E1,-3.750000000E-1,1.698750114E1
6.157839486E1,-4.050000000E1,-2.062500119E-1,1.689375114E1
6.159839954E1,-4.091250229E1,-3.937500119E-1,1.719375038E1
6.161839785E1,-4.063125229E1,-3.750000000E-1,1.839375114E1
6.163839361E1,-3.995625305E1,2.812500000E-1,1.858125114E1
6.165839777E1,-4.046250153E1,1.912500024E0,1.726875114E1
6.167839650E1,-4.063125229E1,6.318750381E0,1.689375114E1
6.169839155E1,-3.941250229E1,8.643750191E0,1.736250114E1
6.171839396E1,-3.868125153E1,1.125000000E1,1.843125153E1
6.173839300E1,-3.781875229E1,1.383750057E1,1.738125038E1
6.175838841E1,-3.793125153E1,1.777500153E1,1.430625057E1
6.177839200E1,-3.877500153E1,1.839375114E1,1.329375076E1
6.179839085E1,-3.873750305E1,1.912500000E1,1.318125057E1
6.181838489E1,-3.796875000E1,1.933125114E1,1.368750095E1
6.183838858E1,-3.710625076E1,1.972500038E1,1.479375076E1
