"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.063813901E0,2.011842728E-1,5.010672569E0,-2.126637459E0
2.066316385E0,-4.588460922E-1,5.536209106E0,-2.942898512E0
2.068818846E0,6.825447083E-2,5.508159161E0,-2.684898376E0
2.071321304E0,6.718077660E-1,5.307323456E0,-2.244701385E0
2.073823765E0,8.378896713E-1,5.140779018E0,-2.286554337E0
2.076326227E0,1.468426228E0,4.981004715E0,-2.400538206E0
2.078828712E0,2.177954197E0,5.027153969E0,-2.469367981E0
2.081331251E0,2.586593628E0,4.987863541E0,-2.377167702E0
2.083833638E0,3.045203686E0,4.886217117E0,-2.128310680E0
2.086336174E0,2.825153828E0,4.886217117E0,-1.895360708E0
2.088838561E0,2.389254093E0,4.951167107E0,-2.106260777E0
2.091341097E0,2.406203747E0,4.814217091E0,-2.020310640E0
2.093843484E0,2.835204124E0,4.790217400E0,-1.938260674E0
2.096345943E0,2.916203976E0,4.341116905E0,-1.871360660E0
2.098848405E0,3.105204105E0,3.677217007E0,-1.591310620E0
2.101350866E0,3.263154030E0,2.839167118E0,-1.555310607E0
2.103853328E0,2.101554871E0,2.808184624E0,-2.137928009E0
2.106355803E0,1.491376877E0,3.060731173E0,-2.472218513E0
2.108858265E0,2.010537624E0,2.324529171E0,-2.162722111E0
2.111360727E0,2.660691261E0,1.387123108E0,-2.045830727E0
2.113863179E0,3.447553635E0,5.040163994E-1,-2.203118563E0
2.116365641E0,3.805500031E0,-8.224992752E-1,-2.394476414E0
2.118868094E0,2.319500446E0,-3.090382576E0,-1.806049943E0
2.121370556E0,1.520026207E0,-4.275417805E0,-1.465633869E0
2.123873012E0,1.429282188E0,-4.659265041E0,-7.567508221E-1
2.126375473E0,6.392321587E-1,-4.755265713E0,1.742991209E-1
2.128877934E0,-9.057683945E-1,-4.856215000E0,6.929922104E-2
2.131380395E0,-8.457679749E-1,-4.789165020E0,6.682492495E-1
2.133882856E0,-1.329817772E0,-4.846165180E0,1.894349217E0
2.136385318E0,-3.195817947E0,-5.069215298E0,2.567249298E0
2.138887780E0,-3.954817772E0,-5.454265118E0,2.464349270E0
2.141390242E0,-3.714818001E0,-5.402215481E0,2.735249043E0
2.143892704E0,-5.528158665E0,-5.001279354E0,2.235820532E0
2.146395166E0,-6.611965656E0,-4.860630989E0,1.832230091E0
2.148897628E0,-7.072318554E0,-4.710433483E0,1.704009533E0
2.151400089E0,-7.638278484E0,-4.736174107E0,1.721525908E0
2.153902550E0,-7.574760437E0,-4.661714077E0,1.462969542E0
2.156405011E0,-7.013797760E0,-4.859436989E0,9.958183765E-1
2.158907477E0,-6.548060894E0,-5.717320442E0,4.176125526E-1
2.161409938E0,-6.035061359E0,-6.548319817E0,-7.894375324E-1
2.163912400E0,-5.645061016E0,-6.373270035E0,-7.853875160E-1
2.166414633E0,-6.047061443E0,-6.036219597E0,-6.743874550E-1
2.168917092E0,-7.096011639E0,-6.081219673E0,-1.304387569E0
2.171419554E0,-8.378061295E0,-6.333220482E0,-1.496387601E0
2.173922015E0,-9.647062302E0,-6.512319565E0,-1.496387601E0
2.176424477E0,-1.047101212E1,-6.752320290E0,-1.357337594E0
2.178926938E0,-1.138601112E1,-6.872320175E0,-1.362437606E0
2.181429390E0,-1.249366951E1,-5.984609604E0,-2.705957651E0
2.183931852E0,-1.286770058E1,-5.949968815E0,-3.065399408E0
2.186434319E0,-1.327679443E1,-6.027274132E0,-2.781805038E0
2.188936781E0,-1.289158726E1,-5.606462479E0,-2.221455097E0
2.191439243E0,-1.285811424E1,-5.227369785E0,-1.374614716E0
2.193941705E0,-1.243670654E1,-4.827468872E0,-8.351535797E-1
2.196444395E0,-1.212914276E1,-4.154447556E0,-2.339775562E-1
2.198946652E0,-1.178848839E1,-3.538564205E0,6.105086803E-1
2.201449111E0,-1.154848862E1,-3.020614147E0,1.676558733E0
2.203951573E0,-1.125540066E1,-2.263917923E0,2.480752468E0
2.206454048E0,-1.035184669E1,-1.480763435E0,3.438898087E0
2.208956510E0,-9.227270126E0,-6.735968590E-1,4.180988312E0
2.211458972E0,-8.250318527E0,1.884531975E-1,4.482038498E0
2.213961433E0,-7.922094822E0,4.205117226E-1,4.829980850E0
2.216463895E0,-7.124065399E0,4.025430679E-1,5.515037537E0
2.218966362E0,-5.982656002E0,-2.686595917E-2,6.126930237E0
2.221468824E0,-4.909412861E0,-7.848057747E-1,6.656287193E0
2.223971262E0,-3.840298176E0,-1.682343006E0,6.835721970E0
2.226473724E0,-3.242636681E0,-2.645912647E0,6.743165970E0
2.228976185E0,-2.803303242E0,-3.396046638E0,6.685039997E0
2.231478646E0,-2.126248360E0,-3.890520573E0,6.455735683E0
2.233981117E0,-1.501966476E0,-4.401446819E0,6.064207554E0
2.236483578E0,-9.512209892E-1,-5.008515358E0,5.549128532E0
2.238986040E0,-3.208255768E-1,-5.602393627E0,4.830532074E0
2.241488473E0,2.482366562E-1,-5.951521397E0,4.025232315E0
2.243990935E0,7.168502808E-1,-6.036103725E0,3.298626423E0
2.246493397E0,1.168800354E0,-5.983153820E0,2.563626289E0
2.248995859E0,1.580850601E0,-5.947153568E0,1.866576195E0
2.251498320E0,1.978800297E0,-5.988104343E0,1.262676239E0
2.254000705E0,2.076900482E0,-5.966204166E0,7.906265259E-1
2.256503241E0,2.431800365E0,-5.492204189E0,2.876763344E-1
2.259005705E0,2.742900372E0,-4.910203457E0,-5.163238049E-1
2.261508166E0,2.857800484E0,-4.300154209E0,-1.568423748E0
2.264010628E0,3.375848293E0,-4.219943047E0,-1.946028948E0
2.266513085E0,3.661602020E0,-3.989211082E0,-2.566958427E0
2.269015546E0,4.324683189E0,-3.504006386E0,-2.952807903E0
2.271517931E0,4.791316986E0,-3.281525612E0,-3.480832815E0
2.274020390E0,3.658907175E0,-2.922646523E0,-4.101675034E0
2.276522842E0,3.121723175E0,-2.428753853E0,-4.268610001E0
2.279025303E0,2.920721769E0,-2.137041092E0,-4.651703358E0
2.281527765E0,2.663015366E0,-1.805170536E0,-4.848034382E0
2.284030236E0,2.238475323E0,-1.610887527E0,-4.830250740E0
2.286532698E0,2.017325401E0,-1.481154442E0,-4.572847366E0
2.289035160E0,2.099093914E0,-1.363928318E0,-4.437119961E0
2.291537636E0,2.225998878E0,-1.259985447E0,-4.211425781E0
2.294040098E0,2.239494324E0,-1.128558159E0,-3.932948589E0
2.296542560E0,1.981202602E0,-9.522404671E-1,-3.822805643E0
2.299045022E0,1.522202492E0,-6.123404503E-1,-3.614755630E0
2.301547483E0,1.454051018E0,-4.515323639E-1,-3.304989100E0
2.304049944E0,1.824810982E0,-2.287178040E-1,-3.145908833E0
2.306552405E0,2.691746950E0,1.911497116E-2,-2.505507946E0
2.309054866E0,1.796495914E0,1.346569061E-1,-2.205025196E0
2.311557351E0,1.202263355E0,4.215087891E-1,-2.073606014E0
2.314059813E0,9.013266563E-1,6.082868576E-1,-1.790493250E0
2.316562266E0,9.131641388E-1,6.161737442E-1,-1.411541820E0
2.319064728E0,8.297920227E-1,7.666893005E-1,-1.241581678E0
2.321567190E0,8.107419014E-1,8.307394981E-1,-1.349581599E0
2.324069652E0,1.018792152E0,1.072689056E0,-1.387681603E0
2.326572114E0,1.236742020E0,1.360689163E0,-1.267681599E0
2.329074575E0,1.452742100E0,1.417689323E0,-1.102681637E0
2.331577036E0,1.615792274E0,1.590639114E0,-1.143631697E0
2.334079497E0,1.572741985E0,1.781739235E0,-1.179631710E0
2.336581729E0,1.751692295E0,1.920639515E0,-1.023631573E0
2.339084419E0,1.800707340E0,1.962837219E0,-1.059094906E0
2.341586666E0,1.800827026E0,2.089684486E0,-1.178968430E0
2.344089356E0,1.850821495E0,2.127880573E0,-1.235110044E0
2.346591589E0,1.881662846E0,2.244414806E0,-1.422812104E0
2.349094280E0,1.950498581E0,2.283977032E0,-1.653590441E0
2.351596512E0,1.873185635E0,2.203428745E0,-1.841695309E0
2.354099203E0,1.902838707E0,2.194827557E0,-2.056037664E0
2.356601661E0,2.228233337E0,2.275307655E0,-2.536683083E0
2.359104123E0,2.413277626E0,2.332525730E0,-2.977064610E0
2.361606574E0,2.659279108E0,2.482148170E0,-3.224081993E0
2.364109036E0,2.906167507E0,2.866880417E0,-3.549839973E0
2.366611497E0,3.019785643E0,3.035987377E0,-3.580188513E0
2.369113728E0,3.269291639E0,3.033426762E0,-3.593111038E0
2.371616188E0,3.667965174E0,3.033283234E0,-3.591316700E0
2.374118649E0,3.854714870E0,3.065481186E0,-3.416380405E0
2.376621121E0,4.060918808E0,3.075427532E0,-3.271854401E0
2.379123582E0,4.055968761E0,3.168427706E0,-3.231804371E0
2.381626044E0,4.311868668E0,3.161527634E0,-3.233754396E0
2.384128505E0,4.699918747E0,2.967427731E0,-3.168804407E0
2.386630967E0,4.936918736E0,2.811427593E0,-3.082854271E0
2.389133429E0,5.193868637E0,2.632477522E0,-3.027804375E0
2.391635891E0,5.494918823E0,2.380477428E0,-2.996754408E0
2.394138353E0,5.801968575E0,2.155477524E0,-2.994804382E0
2.396640815E0,6.275230885E0,1.767162323E0,-3.005680084E0
2.399143263E0,6.638030052E0,1.471503258E0,-2.965687513E0
2.401645724E0,6.886445522E0,1.283183098E0,-2.989528894E0
2.404148185E0,7.054107666E0,1.125644207E0,-2.957822561E0
2.406650626E0,7.008858681E0,1.050005913E0,-2.964169025E0
2.409153087E0,6.737000465E0,9.807724953E-1,-3.067397118E0
2.411655548E0,6.499093056E0,9.889974594E-1,-3.009702206E0
2.414158010E0,6.137428284E0,9.865889549E-1,-2.952808619E0
2.416660453E0,5.776483059E0,1.008151054E0,-2.901531935E0
2.419162915E0,5.843533039E0,9.250512123E-1,-2.644582033E0
2.421665377E0,5.781583309E0,9.010510445E-1,-2.407582045E0
2.424167839E0,6.116533279E0,9.700512886E-1,-2.388532162E0
2.426670301E0,5.580583096E0,7.660508156E-1,-2.211532116E0
2.429172762E0,5.079583168E0,6.610512733E-1,-1.971531987E0
2.431675147E0,4.821582794E0,5.650510788E-1,-1.751631975E0
2.434177606E0,4.591483116E0,4.671010971E-1,-1.600582004E0
2.436680068E0,4.444284439E0,5.850744247E-1,-1.429868460E0
2.439182529E0,4.731931686E0,5.574860573E-1,-1.473523974E0
2.441685010E0,4.833863258E0,5.262784958E-1,-1.530311227E0
2.444187472E0,4.847190857E0,4.804077148E-1,-1.638717890E0
2.446689929E0,4.991888046E0,4.867839813E-1,-1.827485919E0
2.449192391E0,5.029701233E0,5.218844414E-1,-1.928515434E0
2.451694853E0,4.868715763E0,5.834879875E-1,-2.047650576E0
2.454197390E0,4.719027996E0,7.576246262E-1,-2.109230518E0
2.456699776E0,4.518036366E0,9.125852585E-1,-2.098070383E0
2.459202313E0,4.477986336E0,1.109535217E0,-2.096120358E0
2.461704699E0,4.548936367E0,1.391535282E0,-2.108120441E0
2.464207159E0,4.726986408E0,1.417485237E0,-2.084120274E0
2.466709620E0,5.662986755E0,1.444485188E0,-2.141120434E0
2.469212082E0,5.850036621E0,1.643535137E0,-2.084120274E0
2.471714544E0,5.071986675E0,1.760535240E0,-1.888070345E0
2.474217005E0,4.830036640E0,1.904535294E0,-1.603070378E0
2.476719462E0,4.425646782E0,2.091382027E0,-1.105408430E0
2.479221924E0,4.510628700E0,2.047892094E0,-9.078204632E-1
2.481724386E0,4.747845173E0,2.090860844E0,-6.244916916E-1
2.484226839E0,4.899967194E0,2.031366825E0,-4.379487038E-1
2.486729301E0,5.044841290E0,1.899965763E0,-2.637062073E-1
2.489231762E0,5.506047726E0,1.974483490E0,-7.227969170E-2
2.491734223E0,5.865827560E0,2.032781124E0,8.740043640E-2
2.494236712E0,5.192305565E0,1.918005466E0,2.571790218E-1
2.496739173E0,4.777304173E0,1.995238304E0,6.126036644E-1
2.499241635E0,4.538052559E0,2.075734615E0,9.348690510E-1
2.501744111E0,4.349923611E0,2.044756889E0,1.213713884E0
2.504246573E0,4.231631756E0,1.989152431E0,1.600557804E0
2.506749035E0,4.190482616E0,1.881875992E0,1.952970982E0
2.509251497E0,4.032589436E0,1.800838947E0,2.243370295E0
2.511753968E0,3.694474459E0,1.736199856E0,2.520069361E0
2.514256429E0,3.334796190E0,1.645843506E0,2.793927908E0
2.516758880E0,2.985874891E0,1.463881016E0,2.768951416E0
2.519261341E0,2.664874792E0,1.180830956E0,2.924951553E0
2.521763802E0,2.324824810E0,9.288311005E-1,3.059051514E0
2.524266264E0,1.855774879E0,6.798310280E-1,3.157001495E0
2.526768497E0,1.304824829E0,3.637809753E-1,3.317951679E0
2.529270956E0,6.647748947E-1,1.008310318E-1,3.421001434E0
2.531773418E0,-6.317520142E-2,-2.152190208E-1,3.601001263E0
2.534275879E0,-8.802251816E-1,-5.171685219E-1,4.079951286E0
2.536778341E0,-2.197165012E0,-4.499368668E-1,5.145465851E0
2.539280802E0,-3.093694687E0,-6.085596085E-1,6.222304344E0
2.541783259E0,-3.797975540E0,-6.236248016E-1,7.765758514E0
2.544285721E0,-4.674764633E0,-7.054710388E-1,9.634483337E0
2.546788164E0,-5.727075577E0,-6.784772873E-1,1.217689228E1
2.549290626E0,-7.254263401E0,-3.998451233E-1,1.529117680E1
2.551793088E0,-8.535263062E0,-4.388446808E-1,1.809017754E1
2.554295550E0,-9.515123367E0,-6.040105820E-1,1.963472366E1
2.556798011E0,-1.022952080E1,-5.956020355E-1,1.905643654E1
2.559300459E0,-1.032827663E1,-5.725393295E-1,1.671337700E1
2.561809612E0,-1.028772354E1,-5.814456940E-1,1.436878109E1
2.564305383E0,-1.076098251E1,-5.315370560E-1,1.265296268E1
2.566807879E0,-1.121858215E1,-8.768787384E-1,1.127999687E1
2.569310341E0,-1.159214783E1,-1.497066498E0,1.028137398E1
2.571812803E0,-1.188338852E1,-2.180996895E0,9.695844650E0
2.574315293E0,-1.210993671E1,-3.039322853E0,9.098379135E0
2.576817755E0,-1.244699764E1,-3.720788002E0,8.236515045E0
2.579320216E0,-1.282089710E1,-4.085639954E0,7.188616753E0
2.581822678E0,-1.296879864E1,-4.176690102E0,6.003617287E0
2.584325139E0,-1.256379795E1,-4.257689476E0,4.846667290E0
2.586827526E0,-1.210179806E1,-4.085639954E0,3.675616980E0
2.589329985E0,-1.159689808E1,-3.833640099E0,2.642717123E0
2.591832524E0,-1.082784748E1,-3.544739723E0,1.775717020E0
2.594334911E0,-1.006584740E1,-3.297689438E0,1.145716906E0
2.596837447E0,-9.227797508E0,-3.057689667E0,7.026169300E-1
2.599339853E0,-8.461256027E0,-2.783185005E0,4.657983780E-2
2.601842389E0,-7.630748749E0,-2.558025360E0,-4.694957733E-1
2.604344815E0,-5.877114773E0,-2.311880112E0,-8.269786835E-1
2.606847351E0,-4.353412151E0,-1.843912125E0,-1.023777246E0
2.609349738E0,-2.773280144E0,-1.485657692E0,-1.337137222E0
2.611852269E0,-1.139123917E0,-1.319622993E0,-1.749313235E0
2.614354733E0,2.479839325E-1,-1.273359299E0,-2.095706463E0
2.616857117E0,1.351984024E0,-1.175258636E0,-2.541656494E0
2.619359606E0,2.302643538E0,-1.250760078E0,-2.957561970E0
2.621862068E0,3.161659956E0,-1.307559967E0,-3.425387144E0
2.624364529E0,3.816965342E0,-1.316928864E0,-3.940716267E0
2.626866981E0,4.221297741E0,-1.277622223E0,-4.248962879E0
2.629369442E0,4.427596092E0,-4.916133881E-1,-3.916266441E0
2.631871904E0,3.964546204E0,-5.256633759E-1,-4.343316555E0
2.634374366E0,3.844546318E0,-5.325632095E-1,-4.551366806E0
2.636876828E0,3.808546305E0,-2.115631104E-1,-4.491366386E0
2.639379290E0,3.846646309E0,-1.596632004E-1,-4.465266705E0
2.641881752E0,3.801646233E0,-2.235631943E-1,-4.446366787E0
2.644384213E0,3.741646290E0,-8.256340027E-2,-4.400316715E0
2.646886674E0,3.628546238E0,-4.161357880E-2,-4.376316547E0
2.649389145E0,3.542508364E0,-4.265403748E-2,-4.082776070E0
2.651891606E0,3.321095467E0,-6.878280640E-2,-3.852125406E0
2.654394068E0,3.239746571E0,9.002685547E-4,-3.574323177E0
2.656896530E0,3.086164474E0,5.538368225E-2,-3.376194000E0
2.659398983E0,3.021477699E0,-8.792972565E-2,-3.030487776E0
2.661901445E0,2.995286942E0,-2.942628860E-1,-2.525889397E0
2.664403888E0,3.137318611E0,-4.278888702E-1,-1.925265193E0
2.666906349E0,3.308113575E0,-6.135177612E-1,-1.330388188E0
2.669408810E0,3.480287075E0,-7.732887268E-1,-1.129990458E0
2.671911256E0,3.734924078E0,-6.482963562E-1,-1.234853983E0
2.674413488E0,4.306858063E0,-3.176755905E-1,-1.748367667E0
2.676915948E0,5.085850716E0,1.770451546E0,-1.911384821E0
2.679418399E0,4.269923210E0,3.418753147E0,-1.009755850E0
2.681920861E0,3.209873438E0,1.607653141E0,-1.405755877E0
2.684423322E0,3.089873314E0,7.837028503E-1,-1.390755892E0
2.686925784E0,2.991923332E0,3.217029572E-1,-1.800855994E0
2.689428245E0,2.902973413E0,-1.122465134E-1,-2.118855953E0
2.691930707E0,2.766923428E0,-4.833469391E-1,-2.255805969E0
2.694433169E0,2.385923386E0,-6.982965469E-1,-2.056756020E0
2.696935631E0,1.858973384E0,-8.883466721E-1,-1.850805998E0
2.699438093E0,1.345649481E0,-9.017314911E-1,-1.563828588E0
2.701940555E0,1.126572609E0,-8.549022675E-1,-1.488571167E0
2.704443032E0,8.657391071E-1,-7.444381714E-1,-1.405779123E0
2.706945493E0,4.562499523E-1,-5.711269379E-1,-1.496885180E0
2.709447949E0,1.847555637E-1,-4.914731979E-1,-1.726741195E0
2.711950410E0,-1.744794846E-2,-4.696788788E-1,-1.885849357E0
2.714452871E0,-7.407879829E-2,-3.955430984E-1,-2.090445757E0
2.716955346E0,-8.618569374E-2,-2.669992447E-1,-2.342770576E0
2.719457818E0,-2.330653667E-1,-1.950101852E-1,-2.048341274E0
2.721960280E0,-1.370654106E-1,-2.110605240E-1,-2.381340981E0
2.724462742E0,6.093454361E-2,-2.620601654E-1,-2.625391006E0
2.726965204E0,2.668845654E-1,-3.100605011E-1,-2.627341270E0
2.729467666E0,3.849346638E-1,-3.051109314E-1,-2.718390942E0
2.731970128E0,5.548846722E-1,-2.661104202E-1,-2.771341324E0
2.734472589E0,6.528346539E-1,-2.140607834E-1,-2.807341099E0
2.736974974E0,8.638846874E-1,-1.780605316E-1,-2.874391079E0
2.739477510E0,9.859120846E-1,-1.184425354E-1,-2.793551683E0
2.741979897E0,1.144106984E0,-8.164501190E-2,-2.818238735E0
2.744482423E0,1.323550463E0,-5.406188965E-2,-2.771311283E0
2.746984810E0,1.334332108E0,-1.117696762E-1,-2.703486443E0
2.749487347E0,1.341925859E0,-1.465950012E-1,-2.520769596E0
2.751989805E0,1.195058465E0,-1.809520721E-1,-2.284861088E0
2.754492267E0,1.165306926E0,-2.265644073E-1,-2.027911663E0
2.756994651E0,1.166160822E0,-2.000217438E-1,-1.732448101E0
2.759497111E0,9.654880762E-1,-1.823406219E-1,-1.513865352E0
2.761999572E0,9.345880747E-1,-1.973400116E-1,-1.266815305E0
2.764502034E0,8.604880571E-1,-1.872901917E-1,-1.082765222E0
2.767004495E0,7.715380192E-1,-2.232904434E-1,-7.668651342E-1
2.769506957E0,8.364880085E-1,-1.923904419E-1,-5.628652573E-1
2.772009419E0,9.875380993E-1,-2.063407898E-1,-4.647651911E-1
2.774511881E0,1.056538105E0,-1.632900238E-1,-3.998152018E-1
2.777014343E0,1.243588090E0,-1.182909012E-1,-2.948151827E-1
2.779516786E0,9.829107523E-1,1.417446136E-2,2.266736031E-1
2.782019248E0,1.038792849E0,1.119575500E-1,2.584034204E-1
2.784521709E0,1.120522499E0,3.340578079E-1,3.157044649E-1
2.787024146E0,1.234019637E0,4.893112183E-1,5.043880939E-1
2.789526607E0,1.151464224E0,5.985021591E-1,5.687440634E-1
2.792029068E0,1.128627062E0,7.297801971E-1,6.260873079E-1
2.794531505E0,1.272227287E0,1.013898849E0,6.958616972E-1
2.797033967E0,1.373320580E0,1.254394531E0,7.480781078E-1
2.799536444E0,1.456022501E0,1.544491291E0,8.645226955E-1
2.802038906E0,1.629931450E0,1.838930130E0,9.603098631E-1
2.804541368E0,1.675605774E0,2.149972916E0,8.667000532E-1
2.807043830E0,1.802505732E0,3.397073269E0,-3.763499260E-1
2.809546292E0,2.839605808E0,5.004023075E0,-9.583501816E-1
2.812048753E0,3.584505796E0,5.328023434E0,-3.714001179E-1
2.814550984E0,3.002505779E0,4.945073128E0,2.086499929E-1
2.817053444E0,2.568555832E0,4.911023140E0,4.336500168E-1
2.819555905E0,2.360505819E0,4.719023228E0,3.496500254E-1
2.822058367E0,2.204505920E0,4.473023415E0,2.566499710E-1
2.824560807E0,1.845709085E0,4.404723644E0,3.945510387E-1
2.827063499E0,1.977700949E0,4.356616020E0,6.813466549E-1
2.829565732E0,2.072275400E0,4.240253448E0,9.263545275E-1
2.832068438E0,2.155867338E0,4.005260944E0,1.192258954E0
2.834570670E0,2.054319859E0,3.897431850E0,1.483330727E0
2.837073361E0,2.257844925E0,3.876538754E0,1.926023483E0
2.839575607E0,2.234909773E0,3.825554848E0,2.565981388E0
2.842078067E0,2.248851299E0,3.783760548E0,3.102802992E0
2.844580505E0,2.164576769E0,3.740066051E0,3.272270679E0
2.847082966E0,2.147784233E0,3.632598400E0,3.415447712E0
2.849585428E0,1.977181435E0,3.460359573E0,3.384334564E0
2.852087903E0,1.951233506E0,3.179821968E0,3.445603848E0
2.854590365E0,1.944183588E0,2.930821896E0,3.467653990E0
2.857092827E0,1.831233501E0,2.585821629E0,3.268604040E0
2.859595289E0,1.656183481E0,2.231822014E0,2.940703869E0
2.862097751E0,1.395183563E0,1.867771626E0,2.736703873E0
2.864600213E0,1.129233479E0,1.484821320E0,2.652704000E0
2.867102674E0,6.531335115E-1,1.076821327E0,2.528653860E0
2.869605135E0,1.651834846E-1,7.178716660E-1,2.370703936E0
2.872107596E0,-1.302653909E0,5.949392319E-1,2.140379667E0
2.874610057E0,-2.363974571E0,3.323173523E-1,2.020220041E0
2.877112519E0,-3.461119175E0,-2.020025253E-1,1.899085760E0
2.879614967E0,-4.721087456E0,-8.692798615E-1,1.743106246E0
2.882117439E0,-5.943574905E0,-1.675540924E0,1.511985540E0
2.884619901E0,-6.861234188E0,-2.689785004E0,1.236392975E0
2.887122363E0,-7.128132343E0,-3.717244148E0,1.335552096E0
2.889624804E0,-6.494504929E0,-4.685859680E0,1.763534904E0
2.892127265E0,-5.586452961E0,-5.447216034E0,2.638789892E0
2.894629726E0,-5.160452843E0,-6.242216110E0,3.242689848E0
2.897132187E0,-5.260503292E0,-7.185265541E0,3.510739803E0
2.899634574E0,-5.637453079E0,-8.318217278E0,3.431689739E0
2.902137033E0,-5.665503025E0,-9.477267265E0,3.294739723E0
2.904639495E0,-5.783403397E0,-1.040726757E1,3.055789948E0
2.907141956E0,-5.900403023E0,-1.130231762E1,2.626789808E0
2.909644418E0,-6.022503376E0,-1.208126736E1,2.145739794E0
2.912146855E0,-6.724207878E0,-1.235612774E1,1.347837925E0
2.914649317E0,-6.504666805E0,-1.217229843E1,1.167724729E0
2.917151779E0,-6.384498119E0,-1.197722912E1,1.035031319E0
2.919654231E0,-6.108619690E0,-1.166521740E1,5.911230445E-1
2.922156693E0,-5.325225830E0,-1.107766247E1,1.171730757E-1
2.924659141E0,-4.325626373E0,-1.041602325E1,-3.206481934E-1
2.927161603E0,-3.766638517E0,-9.711894989E0,-5.757955313E-1
2.929664011E0,-4.059928894E0,-8.130360603E0,-1.215816498E0
2.932166472E0,-4.072073460E0,-6.812686920E0,-1.655230761E0
2.934668933E0,-3.748073339E0,-5.930686951E0,-1.832230806E0
2.937171394E0,-3.784073353E0,-5.039686203E0,-1.971280813E0
2.939673855E0,-4.014023304E0,-4.136686325E0,-2.153230667E0
2.942176317E0,-4.486073494E0,-3.317687035E0,-2.196280718E0
2.944678779E0,-4.893023491E0,-2.637736320E0,-2.213230848E0
2.947181241E0,-5.370023727E0,-2.034736633E0,-2.261230707E0
2.949683703E0,-5.892023563E0,-1.452736855E0,-2.313280821E0
2.952186165E0,-6.545926094E0,-9.641456604E-1,-2.498893261E0
2.954688627E0,-7.093056202E0,-5.321340561E-1,-2.642705202E0
2.957190857E0,-7.508302212E0,-1.505689621E-1,-2.793550014E0
2.959693327E0,-7.897213936E0,1.460838318E-1,-2.933173656E0
2.962195788E0,-7.460124969E0,5.463247299E-1,-2.870397806E0
2.964698250E0,-5.116829395E0,1.684048653E0,-2.305485725E0
2.967200726E0,-6.724726677E0,2.113415241E0,-2.656747103E0
2.969703187E0,-7.097822189E0,1.955754757E0,-2.944516659E0
2.972205654E0,-6.774477005E0,1.667032719E0,-2.731955051E0
2.974708115E0,-7.349576950E0,1.539982796E0,-2.481005192E0
2.977210577E0,-7.766576767E0,1.461082458E0,-2.314955235E0
2.979713269E0,-7.998476982E0,1.415032387E0,-2.155055523E0
2.982215502E0,-8.103476524E0,1.245082855E0,-1.927055240E0
2.984718192E0,-8.089527130E0,1.029082298E0,-1.698005319E0
2.987220425E0,-8.043477058E0,8.349828720E-1,-1.434005380E0
2.989722884E0,-7.931576729E0,5.619821548E-1,-1.159055352E0
2.992225346E0,-8.220450401E0,1.365671158E-1,-8.493827581E-1
2.994727808E0,-7.948330879E0,-1.523637772E-1,-5.765055418E-1
2.997230274E0,-7.702771664E0,-3.376178741E-1,-2.992293835E-1
2.999732736E0,-7.365809441E0,-4.598960876E-1,-7.036948204E-2
3.002235168E0,-6.965303421E0,-6.196184158E-1,1.000411510E-1
3.004737630E0,-6.508817196E0,-6.141920090E-1,2.398570776E-1
3.007240092E0,-6.108492374E0,-6.818227768E-1,3.844094276E-1
3.009742468E0,-5.703233719E0,-7.923688889E-1,5.284186006E-1
3.012245004E0,-5.339496613E0,-7.466068268E-1,6.561305523E-1
3.014747387E0,-4.807177544E0,-5.918064117E-1,6.313427091E-1
3.017249923E0,-4.608127594E0,-5.318059921E-1,6.223427057E-1
3.019752387E0,-4.407127857E0,-5.108060837E-1,6.103426814E-1
3.022254848E0,-4.117177963E0,-5.367555618E-1,6.482927203E-1
3.024757310E0,-3.889177799E0,-5.318059921E-1,5.432927012E-1
3.027259772E0,-3.576127529E0,-5.348062515E-1,4.783427119E-1
3.029762233E0,-3.303127766E0,-5.918064117E-1,4.303426743E-1
3.032264694E0,-2.989177704E0,-6.398057938E-1,3.892426491E-1
3.034767155E0,-2.720753431E0,-7.385597229E-1,4.817782640E-1
3.037269616E0,-2.384164572E0,-8.672180176E-1,4.840096235E-1
3.039771988E0,-2.035548925E0,-9.900226593E-1,5.021181107E-1
3.042274448E0,-1.777366519E0,-1.052526474E0,5.879681110E-1
3.044776909E0,-1.563431025E0,-1.096796036E0,6.453630924E-1
3.047279371E0,-1.446164489E0,-1.113281250E0,8.121652603E-1
3.049781833E0,-1.324821949E0,-1.172258377E0,9.471060038E-1
3.052284294E0,-1.180668116E0,-1.212651253E0,1.084811449E0
3.054786751E0,-1.030355453E0,-1.244574547E0,1.292906046E0
3.057289213E0,-9.361960888E-1,-1.314723969E0,1.475585699E0
3.059791690E0,-8.757508993E-1,-1.366190910E0,1.763042450E0
3.062294152E0,-7.218508720E-1,-1.390191078E0,1.902992368E0
3.064796614E0,-5.757509470E-1,-1.421240807E0,2.210042477E0
3.067299075E0,-4.107508659E-1,-1.442240715E0,2.403992414E0
3.069801536E0,-2.907509804E-1,-1.504190445E0,2.528042316E0
3.072303997E0,-2.768008709E-1,-1.497290611E0,2.772992373E0
3.074806458E0,-3.888509274E-1,-1.339190483E0,2.958992481E0
3.077308920E0,-5.157508850E-1,-1.248291016E0,3.207992554E0
