"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.444187467E0,-1.303362489E0,-5.318499804E-1,-8.949875236E-1
2.446689929E0,-1.318212509E0,-5.297874808E-1,-9.248250127E-1
2.449192391E0,-1.338425040E0,-5.339124799E-1,-9.609875083E-1
2.451694853E0,-1.367162466E0,-5.286874771E-1,-1.004575014E0
2.454197390E0,-1.399062514E0,-5.137000084E-1,-1.046100020E0
2.456699776E0,-1.434262514E0,-4.903250039E-1,-1.083362460E0
2.459202313E0,-1.468225002E0,-4.552625120E-1,-1.113199949E0
2.461704699E0,-1.502324939E0,-4.072749913E-1,-1.138637543E0
2.464207159E0,-1.537387490E0,-3.551625013E-1,-1.164212465E0
2.466709620E0,-1.567224979E0,-2.881999910E-1,-1.195150018E0
2.469212082E0,-1.595962524E0,-2.147749960E-1,-1.248362541E0
2.471714544E0,-1.624699950E0,-1.380500048E-1,-1.305837512E0
2.474217005E0,-1.651374936E0,-6.682500243E-2,-1.345162511E0
2.476719462E0,-1.673650026E0,1.374999993E-3,-1.378162503E0
2.479221924E0,-1.689599991E0,6.311249733E-2,-1.410062551E0
2.481724386E0,-1.699224949E0,1.204499975E-1,-1.451587439E0
2.484226839E0,-1.710912466E0,1.747625023E-1,-1.501637459E0
2.486729301E0,-1.718337536E0,2.268749923E-1,-1.565437436E0
2.489231762E0,-1.722599983E0,2.843500078E-1,-1.633499980E0
2.491734223E0,-1.726862550E0,3.451249897E-1,-1.715450048E0
2.494236712E0,-1.735387444E0,4.057624936E-1,-1.810187459E0
2.496739173E0,-1.745012522E0,4.632374942E-1,-1.899562478E0
2.499241649E0,-1.747074962E0,5.196124911E-1,-1.974087477E0
2.501744111E0,-1.748175025E0,5.802500248E-1,-2.038987398E0
2.504246573E0,-1.748175025E0,6.312624812E-1,-2.108150005E0
2.506749035E0,-1.741712451E0,6.749874949E-1,-2.179512501E0
2.509251507E0,-1.733325005E0,7.207750082E-1,-2.248674870E0
2.511753968E0,-1.722599983E0,7.664250135E-1,-2.317837477E0
2.514256419E0,-1.703487515E0,8.133124709E-1,-2.379575014E0
2.516758880E0,-1.682175040E0,8.611624837E-1,-2.440212488E0
2.519261341E0,-1.661962509E0,9.250999689E-1,-2.499749899E0
2.521763802E0,-1.638587475E0,1.010212541E0,-2.547737598E0
2.524266264E0,-1.614112496E0,1.107012510E0,-2.597787380E0
2.526768497E0,-1.592800021E0,1.216599941E0,-2.644537449E0
2.529270956E0,-1.575749993E0,1.331550002E0,-2.680700064E0
2.531773418E0,-1.561862469E0,1.464650035E0,-2.704075098E0
2.534275879E0,-1.543849945E0,1.613562465E0,-2.721124887E0
2.536778341E0,-1.517174959E0,1.764675021E0,-2.721124887E0
2.539280797E0,-1.474687457E0,1.912624955E0,-2.708337545E0
2.541783259E0,-1.416112542E0,2.038162470E0,-2.683862448E0
2.544285721E0,-1.326737523E0,2.126574993E0,-2.648799896E0
2.546788164E0,-1.189512491E0,2.158474922E0,-2.601912498E0
2.549290626E0,-1.004299998E0,2.120112419E0,-2.537012577E0
2.551793088E0,-7.573499680E-1,1.988250017E0,-2.446537495E0
2.554295550E0,-4.465999901E-1,1.776362538E0,-2.331724882E0
2.556797998E0,-9.226249903E-2,1.541237473E0,-2.202887535E0
2.559300459E0,2.611125112E-1,1.352862477E0,-2.070887566E0
2.561809612E0,5.761250257E-1,1.239012480E0,-1.941087484E0
2.564305420E0,8.442500234E-1,1.200649977E0,-1.809087515E0
2.566807879E0,1.070987463E0,1.214537501E0,-1.664437532E0
2.569310341E0,1.252900004E0,1.227324963E0,-1.504799962E0
2.571812803E0,1.390125036E0,1.237912536E0,-1.342962503E0
2.574315293E0,1.497650027E0,1.276275039E0,-1.181262493E0
2.576817755E0,1.582762480E0,1.350800037E0,-1.014199972E0
2.579320216E0,1.633912444E0,1.469874978E0,-8.449375033E-1
2.581822678E0,1.642437458E0,1.642300010E0,-6.534000039E-1
2.584325139E0,1.624287486E0,1.851987481E0,-4.522374868E-1
2.586827526E0,1.569975019E0,2.059474945E0,-2.490125000E-1
2.589329985E0,1.488024950E0,2.247849941E0,-4.468749836E-2
2.591832524E0,1.385862470E0,2.413812399E0,1.553750038E-1
2.594334911E0,1.283699989E0,2.565062523E0,3.405874968E-1
2.596837466E0,1.180575013E0,2.688400030E0,5.033875108E-1
2.599339853E0,1.084737539E0,2.772549868E0,6.470749974E-1
2.601842428E0,9.974250197E-1,2.827825069E0,7.694500089E-1
2.604344815E0,9.145125151E-1,2.866187572E0,8.705124855E-1
2.606847351E0,8.379250169E-1,2.885299921E0,9.279875159E-1
2.609349733E0,7.782499790E-1,2.875812531E0,9.461374879E-1
2.611852269E0,7.218750119E-1,2.837450027E0,9.301875234E-1
2.614354733E0,6.697624922E-1,2.777775049E0,8.779374957E-1
2.616857117E0,6.165499687E-1,2.715075016E0,8.024500012E-1
2.619359606E0,5.600374937E-1,2.653337479E0,7.077124715E-1
2.621862068E0,4.962374866E-1,2.592700005E0,5.970249772E-1
2.624364529E0,4.259749949E-1,2.525599957E0,4.767124951E-1
2.626866981E0,3.473249972E-1,2.444750071E0,3.533749878E-1
2.629369442E0,2.611125112E-1,2.354274988E0,2.160124928E-1
2.631871904E0,1.663749963E-1,2.250050068E0,7.026249915E-2
2.634374366E0,6.737499684E-2,2.125474930E0,-6.283749640E-2
2.636876828E0,-3.368749842E-2,1.989212513E0,-1.841125041E-1
2.639379290E0,-1.369500011E-1,1.846624970E0,-2.937000096E-1
2.641881752E0,-2.294874936E-1,1.705137491E0,-3.937999904E-1
2.644384213E0,-3.210625052E-1,1.567775011E0,-4.916999936E-1
2.646886674E0,-4.093374908E-1,1.435912490E0,-5.736500025E-1
2.649389145E0,-4.923875034E-1,1.294287443E0,-6.448749900E-1
2.651891606E0,-5.774999857E-1,1.148537517E0,-7.077124715E-1
2.654394068E0,-6.626124978E-1,9.920625091E-1,-7.598249912E-1
2.656896521E0,-7.456625104E-1,8.346250057E-1,-8.013499975E-1
2.659398983E0,-8.222500086E-1,6.727874875E-1,-8.354499936E-1
2.661901426E0,-8.999375105E-1,5.036625266E-1,-8.619874716E-1
2.664403888E0,-9.670374990E-1,3.110249937E-1,-8.801375031E-1
2.666906349E0,-1.021350026E0,1.024374962E-1,-8.949875236E-1
2.669408810E0,-1.066037536E0,-1.200374961E-1,-9.131374955E-1
2.671911256E0,-1.104262471E0,-3.349500000E-1,-9.300500154E-1
2.674413488E0,-1.141525030E0,-5.233250260E-1,-9.609875083E-1
2.676915948E0,-1.185250044E0,-6.776000261E-1,-1.008837461E0
2.679418399E0,-1.208624959E0,-7.489625216E-1,-1.093950033E0
2.681920861E0,-1.197899938E0,-6.786999702E-1,-1.180162549E0
2.684423322E0,-1.185250044E0,-5.500000119E-1,-1.216325045E0
2.686925784E0,-1.170262456E0,-3.903625011E-1,-1.231312513E0
2.689428245E0,-1.162837505E0,-2.147749960E-1,-1.243000031E0
2.691930707E0,-1.160774946E0,-1.993750036E-2,-1.248362541E0
2.694433169E0,-1.156512499E0,1.918125004E-1,-1.261012435E0
2.696935631E0,-1.144687533E0,4.174500108E-1,-1.267475009E0
2.699438093E0,-1.125574946E0,6.525750160E-1,-1.269537449E0
2.701940570E0,-1.105362535E0,8.856375217E-1,-1.262112498E0
2.704443032E0,-1.085150003E0,1.105912447E0,-1.256887436E0
2.706945493E0,-1.062875032E0,1.318762541E0,-1.247262478E0
2.709447949E0,-1.039362550E0,1.522125006E0,-1.231312513E0
2.711950410E0,-1.024512529E0,1.713662505E0,-1.211099982E0
2.714452885E0,-1.012825012E0,1.890349984E0,-1.185524940E0
2.716955346E0,-1.007462502E0,2.057412386E0,-1.154587507E0
2.719457818E0,-1.006362438E0,2.215950012E0,-1.128049970E0
2.721960280E0,-1.015987515E0,2.351112604E0,-1.101512551E0
2.724462742E0,-1.039362550E0,2.457537413E0,-1.077999949E0
2.726965204E0,-1.075525045E0,2.529862404E0,-1.071674943E0
2.729467666E0,-1.116087437E0,2.567125082E0,-1.069474936E0
2.731970128E0,-1.163937449E0,2.584174871E0,-1.077999949E0
2.734472589E0,-1.209725022E0,2.581974983E0,-1.089687467E0
2.736974974E0,-1.258674979E0,2.560800076E0,-1.112100005E0
2.739477510E0,-1.309687495E0,2.517075062E0,-1.137675047E0
2.741979897E0,-1.359737515E0,2.458637476E0,-1.166412473E0
2.744482423E0,-1.405524969E0,2.380949974E0,-1.200374961E0
2.746984810E0,-1.448012471E0,2.299000025E0,-1.241899967E0
2.749487347E0,-1.482112527E0,2.213749886E0,-1.283424973E0
2.751989805E0,-1.504524946E0,2.144587517E0,-1.321787477E0
2.754492267E0,-1.510849953E0,2.079687595E0,-1.355749965E0
2.756994651E0,-1.505487442E0,2.014787436E0,-1.383525014E0
2.759497111E0,-1.491737485E0,1.948787451E0,-1.408962488E0
2.761999572E0,-1.468225002E0,1.887050033E0,-1.426012516E0
2.764502034E0,-1.425737500E0,1.822149992E0,-1.435637474E0
2.767004495E0,-1.377750039E0,1.760412455E0,-1.439900041E0
2.769506957E0,-1.313949943E0,1.706237435E0,-1.441962481E0
2.772009419E0,-1.244787455E0,1.656187534E0,-1.438799977E0
2.774511881E0,-1.168200016E0,1.596512437E0,-1.431375027E0
2.777014343E0,-1.094774961E0,1.534775019E0,-1.428212523E0
2.779516786E0,-1.019150019E0,1.467812538E0,-1.430274963E0
2.782019248E0,-9.457250237E-1,1.389024973E0,-1.438799977E0
2.784521709E0,-8.722999692E-1,1.305012465E0,-1.450487494E0
2.787024146E0,-8.020374775E-1,1.216599941E0,-1.462175012E0
2.789526607E0,-7.360374928E-1,1.116637468E0,-1.478124976E0
2.792029068E0,-6.765000224E-1,1.012274981E0,-1.496274948E0
2.794531505E0,-6.190249920E-1,9.006249905E-1,-1.519649982E0
2.797033967E0,-5.680124760E-1,7.888374925E-1,-1.551550031E0
2.799536444E0,-5.242875218E-1,6.813125014E-1,-1.584550023E0
2.802038906E0,-4.838624895E-1,5.813499689E-1,-1.621812463E0
2.804541368E0,-4.519625008E-1,4.812499881E-1,-1.669662476E0
2.807043830E0,-4.338124990E-1,4.003999829E-1,-1.723974943E0
2.809546292E0,-4.721750021E-1,3.844499886E-1,-1.769762516E0
2.812048753E0,-5.455999970E-1,4.228124917E-1,-1.854874969E0
2.814550984E0,-5.956500173E-1,4.675000012E-1,-1.983712435E0
2.817053444E0,-6.179249883E-1,4.866124988E-1,-2.092200041E0
2.819555905E0,-6.264500022E-1,4.919750094E-1,-2.180612564E0
2.822058346E0,-6.296125054E-1,5.164499879E-1,-2.263525009E0
2.824560807E0,-6.318125129E-1,5.611374974E-1,-2.343412399E0
2.827063499E0,-6.360750198E-1,6.451500058E-1,-2.424262524E0
2.829565747E0,-6.201249957E-1,7.706875205E-1,-2.528487444E0
2.832068438E0,-5.891875029E-1,9.165750146E-1,-2.644537449E0
2.834570670E0,-5.424374938E-1,1.077175021E0,-2.778599977E0
2.837073361E0,-4.860624969E-1,1.247537494E0,-2.925450087E0
2.839575607E0,-4.072749913E-1,1.412400007E0,-3.093612432E0
2.842078067E0,-3.104749918E-1,1.581662536E0,-3.269200087E0
2.844580505E0,-1.870000064E-1,1.745562434E0,-3.458674908E0
2.847082966E0,-5.609999970E-2,1.907262444E0,-3.658737421E0
2.849585442E0,8.332499862E-2,2.047787428E0,-3.858799934E0
2.852087903E0,2.216500044E-1,2.162737370E0,-4.057762623E0
2.854590365E0,3.599750102E-1,2.259537458E0,-4.254662514E0
2.857092827E0,4.930749834E-1,2.332962513E0,-4.445237637E0
2.859595289E0,6.197124720E-1,2.375587463E0,-4.627150059E0
2.862097751E0,7.272375226E-1,2.387274981E0,-4.794212341E0
2.864600213E0,8.197749853E-1,2.379849911E0,-4.937900066E0
2.867102674E0,9.080500007E-1,2.361700058E0,-5.063437462E0
2.869605135E0,9.836750031E-1,2.329799891E0,-5.163537502E0
2.872107596E0,1.047474980E0,2.280849934E0,-5.227337360E0
2.874610057E0,1.104949951E0,2.214849949E0,-5.265699863E0
2.877112505E0,1.152799964E0,2.124375105E0,-5.263499737E0
2.879614967E0,1.197625041E0,2.014787436E0,-5.215650082E0
2.882117439E0,1.233787537E0,1.886087537E0,-5.119949818E0
2.884619901E0,1.260324955E0,1.712562442E0,-4.980525017E0
2.887122343E0,1.277374983E0,1.499712467E0,-4.799574852E0
2.889624804E0,1.292225003E0,1.272012472E0,-4.593050003E0
2.892127265E0,1.315737486E0,1.035787463E0,-4.392987251E0
2.894629726E0,1.353000045E0,7.834749818E-1,-4.196225166E0
2.897132187E0,1.407174945E0,4.962374866E-1,-3.989700079E0
2.899634574E0,1.470012546E0,1.821874976E-1,-3.759799957E0
2.902137033E0,1.526387453E0,-1.445125043E-1,-3.503362417E0
2.904639495E0,1.569975019E0,-4.712125063E-1,-3.224512577E0
2.907141956E0,1.609437466E0,-7.925499678E-1,-2.931912422E0
2.909644394E0,1.637074947E0,-1.107562542E0,-2.634912491E0
2.912146855E0,1.644500017E0,-1.369362473E0,-2.331724882E0
2.914649317E0,1.640237451E0,-1.581112504E0,-2.033624887E0
2.917151769E0,1.629649997E0,-1.748175025E0,-1.756974936E0
2.919654231E0,1.614799976E0,-1.869587541E0,-1.505900025E0
2.922156679E0,1.597749949E0,-1.945075035E0,-1.294012547E0
2.924659141E0,1.575337529E0,-1.980275035E0,-1.152524948E0
2.927161603E0,1.544537544E0,-1.979174972E0,-1.090787530E0
2.929664011E0,1.512637496E0,-1.950437546E0,-1.091887474E0
2.932166472E0,1.450899959E0,-1.938750029E0,-1.115262508E0
2.934668933E0,1.357262492E0,-1.936550021E0,-1.163112521E0
2.937171394E0,1.265687466E0,-1.887599945E0,-1.253587484E0
2.939673855E0,1.174112439E0,-1.797124982E0,-1.370737433E0
2.942176317E0,1.077312469E0,-1.694000006E0,-1.487749934E0
2.944678779E0,9.772124887E-1,-1.582212448E0,-1.596237540E0
2.947181241E0,8.804125190E-1,-1.449249983E0,-1.696337461E0
2.949683703E0,7.836124897E-1,-1.300199986E0,-1.776087523E0
2.952186165E0,6.909375191E-1,-1.140562534E0,-1.837824941E0
2.954688627E0,5.963374972E-1,-9.724000096E-1,-1.875087500E0
2.957190857E0,5.016000271E-1,-8.021749854E-1,-1.890074968E0
2.959693327E0,4.014999866E-1,-6.308500171E-1,-1.887874961E0
2.962195788E0,2.950749993E-1,-4.584249854E-1,-1.864500046E0
2.964698264E0,1.854874939E-1,-2.817375064E-1,-1.852812529E0
2.967200726E0,9.075000137E-2,-9.872499853E-2,-1.901762486E0
2.969703192E0,-1.031249948E-2,5.981250107E-2,-1.931462526E0
2.972205654E0,-1.230624989E-1,2.142249942E-1,-1.931462526E0
2.974708115E0,-2.380124927E-1,3.662999868E-1,-1.910287499E0
2.977210577E0,-3.444375098E-1,5.121874809E-1,-1.852812529E0
2.979713269E0,-4.476999938E-1,6.494125128E-1,-1.767699957E0
2.982215502E0,-5.478000045E-1,7.771499753E-1,-1.666499972E0
2.984718192E0,-6.434999704E-1,8.888000250E-1,-1.554849982E0
2.987220425E0,-7.393375039E-1,9.792749882E-1,-1.432474971E0
2.989722884E0,-8.222500086E-1,1.049537539E0,-1.305837512E0
2.992225346E0,-9.042000175E-1,1.101650000E0,-1.180162549E0
2.994727813E0,-9.755625129E-1,1.133687496E0,-1.047199965E0
2.997230274E0,-1.035099983E0,1.165587544E0,-9.120374918E-1
2.999732707E0,-1.081987500E0,1.200649977E0,-7.832000256E-1
3.002235168E0,-1.122412443E0,1.235849977E0,-6.619250178E-1
3.004737630E0,-1.151149988E0,1.275174975E0,-5.491750240E-1
3.007240082E0,-1.170262456E0,1.326324940E0,-4.490749836E-1
3.009742468E0,-1.180987477E0,1.382699966E0,-3.607999980E-1
3.012245000E0,-1.184149981E0,1.435912490E0,-2.894375026E-1
3.014747387E0,-1.185250044E0,1.483762503E0,-2.265999913E-1
3.017249923E0,-1.186212540E0,1.533812523E0,-1.616999954E-1
3.019752387E0,-1.180987477E0,1.583862543E0,-9.996250272E-2
3.022254848E0,-1.179887533E0,1.622087479E0,-4.358749837E-2
3.024757310E0,-1.177687526E0,1.646562457E0,7.424999960E-3
3.027259772E0,-1.184149981E0,1.668974996E0,5.857500061E-2
3.029762233E0,-1.200099945E0,1.681762457E0,1.149500012E-1
3.032264694E0,-1.220312476E0,1.671037436E0,1.585374922E-1
3.034767155E0,-1.243687510E0,1.642300010E0,1.926375031E-1
3.037269602E0,-1.272424936E0,1.596512437E0,2.128500044E-1
3.039771988E0,-1.309687495E0,1.539037466E0,2.245374918E-1
3.042274448E0,-1.350112438E0,1.468912482E0,2.245374918E-1
3.044776909E0,-1.391637444E0,1.395487547E0,2.171124965E-1
3.047279371E0,-1.428900003E0,1.323024988E0,2.032250017E-1
3.049781833E0,-1.459699988E0,1.248637438E0,1.852124929E-1
3.052284289E0,-1.483212471E0,1.173012495E0,1.627999991E-1
3.054786751E0,-1.505487442E0,1.093262553E0,1.372250021E-1
3.057289228E0,-1.529000044E0,1.008012533E0,1.032624990E-1
3.059791690E0,-1.545912504E0,9.154750109E-1,6.710000336E-2
3.062294152E0,-1.555537462E0,8.196374774E-1,2.337500080E-2
3.064796614E0,-1.558699965E0,7.196750045E-1,-3.189999983E-2
3.067299075E0,-1.555537462E0,6.238374710E-1,-9.790000319E-2
3.069801536E0,-1.537387490E0,5.313000083E-1,-1.787499934E-1
3.072303997E0,-1.512912512E0,4.547125101E-1,-2.649624944E-1
3.074806458E0,-1.477849960E0,3.833499849E-1,-3.522749841E-1
3.077308920E0,-1.432062507E0,3.110249937E-1,-4.427500069E-1
3.079811382E0,-1.376787543E0,2.470874935E-1,-5.289624929E-1
3.082313843E0,-1.312849998E0,1.821874976E-1,-6.055499911E-1
3.084816305E0,-1.240525007E0,1.172875017E-1,-6.832374930E-1
3.087318767E0,-1.168200016E0,5.348749831E-2,-7.481374741E-1
3.089821224E0,-1.091612458E0,-1.361249946E-2,-8.087750077E-1
3.092323455E0,-1.009662509E0,-8.703749627E-2,-8.577250242E-1
3.094825915E0,-9.255124927E-1,-1.508374959E-1,-8.949875236E-1
3.097328380E0,-8.372374773E-1,-2.105125040E-1,-9.226250052E-1
3.099830842E0,-7.445625067E-1,-2.604250014E-1,-9.418749809E-1
3.102333303E0,-6.477624774E-1,-3.051125109E-1,-9.545249939E-1
3.104835996E0,-5.487625003E-1,-3.338499963E-1,-9.598875046E-1
3.107338228E0,-4.499000013E-1,-3.403125107E-1,-9.567250013E-1
3.109840919E0,-3.444375098E-1,-3.349500000E-1,-9.461374879E-1
3.112343151E0,-2.422749996E-1,-3.264249861E-1,-9.322500229E-1
3.114845842E0,-1.497374922E-1,-3.084124923E-1,-9.174000025E-1
3.117348074E0,-6.668750197E-2,-2.967250049E-1,-8.970500231E-1
3.119850562E0,1.306249946E-2,-2.976875007E-1,-8.736749887E-1
3.122353024E0,7.273750007E-2,-2.881999910E-1,-8.534625173E-1
3.124855476E0,1.216875017E-1,-2.679874897E-1,-8.364124894E-1
3.127357938E0,1.578499973E-1,-2.551999986E-1,-8.247249722E-1
3.129860399E0,1.706375033E-1,-2.518999875E-1,-8.162000179E-1
3.132362861E0,1.674750000E-1,-2.561624944E-1,-8.119375110E-1
3.134865323E0,1.387374997E-1,-2.754124999E-1,-7.981874943E-1
3.137367785E0,6.847500056E-2,-3.499374986E-1,-7.544624805E-1
3.139870233E0,-2.626249939E-2,-4.510000050E-1,-6.800749898E-1
3.142372695E0,-1.167374998E-1,-5.339124799E-1,-5.970249772E-1
3.144875156E0,-1.933249980E-1,-5.893250108E-1,-5.108125210E-1
3.147377598E0,-2.646875083E-1,-6.223250031E-1,-4.140124917E-1
3.149880059E0,-3.273875117E-1,-6.308500171E-1,-3.224374950E-1
3.152382520E0,-3.731749952E-1,-6.126999855E-1,-2.245374918E-1
3.154884982E0,-4.008125067E-1,-5.711749792E-1,-1.106875017E-1
3.157387444E0,-4.115374982E-1,-5.094375014E-1,8.524999954E-3
3.159889906E0,-4.030124843E-1,-4.317499995E-1,1.319999993E-1
3.162392368E0,-3.870624900E-1,-3.562625051E-1,2.756874859E-1
3.164894753E0,-3.668499887E-1,-2.945249975E-1,4.416500032E-1
3.167397212E0,-3.434749842E-1,-2.381500006E-1,6.172375083E-1
3.169899751E0,-3.147374988E-1,-1.827374995E-1,8.087750077E-1
3.172402162E0,-2.741749883E-1,-1.231999993E-1,1.015300035E0
3.174904698E0,-2.083124965E-1,-4.331250116E-2,1.231312513E0
3.177407085E0,-1.039500013E-1,8.332499862E-2,1.428212523E0
3.179909573E0,3.657500073E-2,2.407625020E-1,1.637762547E0
3.182412035E0,2.036374956E-1,3.855499923E-1,1.897500038E0
3.184914496E0,4.185499847E-1,5.908374786E-1,2.195462465E0
3.187416958E0,6.888750196E-1,8.494749665E-1,2.528625011E0
3.189919419E0,1.010212541E0,1.133687496E0,2.876499891E0
3.192421919E0,1.357125044E0,1.424224973E0,3.223550081E0
3.194924381E0,1.714762449E0,1.686987519E0,3.554512501E0
3.197426843E0,2.048887491E0,1.889250040E0,3.840787411E0
3.199929305E0,2.342587471E0,2.038162470E0,4.081274986E0
3.202431767E0,2.590637445E0,2.141424894E0,4.268549919E0
3.204934229E0,2.798125029E0,2.192574978E0,4.410037518E0
3.207436690E0,2.965187550E0,2.207424879E0,4.515500069E0
3.209939151E0,3.101449966E0,2.202062607E0,4.593187332E0
3.212441612E0,3.200449944E0,2.163837433E0,4.649562359E0
3.214944063E0,3.268512487E0,2.080787420E0,4.671837330E0
3.217446524E0,3.314300060E0,1.975462437E0,4.666612625E0
3.219948986E0,3.348262548E0,1.855149984E0,4.639937401E0
3.222451444E0,3.378099918E0,1.722187519E0,4.579299927E0
3.224953906E0,3.403675079E0,1.587987542E0,4.485662460E0
3.227456368E0,3.421687365E0,1.459287524E0,4.357924938E0
3.229958589E0,3.436675072E0,1.344337463E0,4.201449871E0
3.232461049E0,3.451524973E0,1.236812472E0,3.999325037E0
3.234963510E0,3.465412378E0,1.142212510E0,3.747149944E0
3.237465972E0,3.476000071E0,1.081437469E0,3.459774971E0
3.239968433E0,3.478199959E0,1.041012526E0,3.143662453E0
3.242470895E0,3.471737385E0,1.016537547E0,2.803075075E0
3.244973357E0,3.452625036E0,1.009112477E0,2.443374872E0
3.247475819E0,3.412199974E0,1.030424953E0,2.080512524E0
3.249978281E0,3.347300053E0,1.086799979E0,1.744187474E0
3.252480743E0,3.264250040E0,1.180437446E0,1.453649998E0
3.254983205E0,3.158925056E0,1.295387506E0,1.210000038E0
3.257485680E0,3.037512541E0,1.431650043E0,1.009937525E0
3.259988141E0,2.896024942E0,1.571074963E0,8.525000215E-1
3.262490612E0,2.741750002E0,1.717924953E0,7.427750230E-1
3.264993073E0,2.578949928E0,1.873299956E0,6.641250253E-1
3.267495534E0,2.415050030E0,2.033900023E0,6.055499911E-1
3.269998020E0,2.252249956E0,2.200000048E0,5.682874918E-1
3.272500482E0,2.088350058E0,2.364862442E0,5.523374677E-1
3.275002934E0,1.927612543E0,2.539487600E0,5.543999672E-1
3.277505396E0,1.766875029E0,2.715075016E0,5.768125057E-1
3.280007858E0,1.608337522E0,2.888462543E0,6.183375120E-1
3.282510243E0,1.445537448E0,3.058825016E0,6.875000000E-1
3.285012702E0,1.285899997E0,3.218462467E0,7.768750191E-1
3.287515164E0,1.116637468E0,3.378099918E0,8.822000027E-1
3.290017625E0,9.378874898E-1,3.524950027E0,1.007874966E0
3.292520087E0,7.452499866E-1,3.662174940E0,1.147162437E0
3.295022625E0,5.346000195E-1,3.783449888E0,1.299374938E0
3.297525012E0,3.121249974E-1,3.879287481E0,1.465474963E0
3.300027578E0,7.699999958E-2,3.941025019E0,1.641062498E0
3.302529964E0,-1.753125042E-1,3.961237431E0,1.837962508E0
3.305032501E0,-4.402749836E-1,3.933599949E0,2.043250084E0
3.307534887E0,-7.211874723E-1,3.846287489E0,2.233824968E0
3.310037347E0,-9.978374839E-1,3.689812422E0,2.397725105E0
3.312539813E0,-1.261837482E0,3.481225014E0,2.528625011E0
3.315042275E0,-1.472487450E0,3.225887537E0,2.630787373E0
3.317544736E0,-1.587437510E0,2.920500040E0,2.731849909E0
3.320047226E0,-1.570387483E0,2.571387529E0,2.834012508E0
3.322549688E0,-1.399062514E0,2.176625013E0,2.949924946E0
3.325052150E0,-1.095737457E0,1.755187511E0,3.069137573E0
3.327554612E0,-7.723374963E-1,1.331550002E0,3.172399998E0
3.330057074E0,-5.307499766E-1,9.356874824E-1,3.227812529E0
3.332559536E0,-3.817000091E-1,5.685625076E-1,3.217087507E0
3.335061766E0,-3.156999946E-1,1.918125004E-1,3.159612417E0
3.337564457E0,-3.062124848E-1,-2.008875012E-1,3.067075014E0
3.340066920E0,-3.210625052E-1,-5.850625038E-1,2.948962450E0
3.342569382E0,-3.466374874E-1,-9.266124964E-1,2.811599970E0
3.345071823E0,-3.646500111E-1,-1.204362512E0,2.661587477E0
3.347574285E0,-3.753750026E-1,-1.414049983E0,2.496587515E0
3.350076728E0,-3.913249969E-1,-1.564062476E0,2.325262547E0
3.352579189E0,-4.008125067E-1,-1.658800006E0,2.150774956E0
3.355081650E0,-4.093374908E-1,-1.708850026E0,1.976287484E0
3.357583881E0,-4.135999978E-1,-1.698262453E0,1.800699949E0
3.360086341E0,-4.189625084E-1,-1.645050049E0,1.636800051E0
3.362588802E0,-4.274874926E-1,-1.587574959E0,1.487749934E0
3.365091264E0,-4.391750097E-1,-1.541787505E0,1.361112475E0
3.367593726E0,-4.508624971E-1,-1.500262499E0,1.262112498E0
3.370096187E0,-4.604874849E-1,-1.468362451E0,1.192950010E0
3.372598649E0,-4.625499845E-1,-1.439625025E0,1.148262501E0
3.375101110E0,-4.604874849E-1,-1.415150046E0,1.128049970E0
3.377603572E0,-4.636499882E-1,-1.396999955E0,1.124887466E0
3.380106024E0,-4.732750058E-1,-1.393837452E0,1.131212473E0
3.382608477E0,-4.849624932E-1,-1.402362466E0,1.143037438E0
3.385110939E0,-5.009124875E-1,-1.425737500E0,1.163249969E0
3.387613401E0,-5.157625079E-1,-1.469462514E0,1.181262493E0
3.390115852E0,-5.253875256E-1,-1.526937485E0,1.198312521E0
3.392618313E0,-5.350124836E-1,-1.600362539E0,1.213162541E0
3.395120789E0,-5.317124724E-1,-1.686574936E0,1.218525052E0
3.397623250E0,-5.275874734E-1,-1.782274961E0,1.215362549E0
3.400125712E0,-5.190625191E-1,-1.882375002E0,1.206837535E0
3.402628174E0,-5.072374940E-1,-1.983437538E0,1.194049954E0
3.405130636E0,-4.923875034E-1,-2.085599899E0,1.175899982E0
3.407633021E0,-4.721750021E-1,-2.198349953E0,1.148262501E0
3.410135481E0,-4.499000013E-1,-2.311237574E0,1.119524956E0
3.412637942E0,-4.263874888E-1,-2.420825005E0,1.091887474E0
3.415140404E0,-4.030124843E-1,-2.530412436E0,1.059987545E0
3.417642866E0,-3.848625124E-1,-2.627212524E0,1.031250000E0
3.420145346E0,-3.614875078E-1,-2.716724873E0,1.000312448E0
3.422647808E0,-3.455374837E-1,-2.792212486E0,9.695125222E-1
3.425150346E0,-3.338499963E-1,-2.849687576E0,9.354124665E-1
3.427652733E0,-3.221625090E-1,-2.893275023E0,9.046124816E-1
3.430155269E0,-3.136374950E-1,-2.922012568E0,8.716124892E-1
3.432657636E0,-3.062124848E-1,-2.934799910E0,8.343499899E-1
3.435160077E0,-3.071750104E-1,-2.935899973E0,7.939249873E-1
3.437662539E0,-3.167999983E-1,-2.929574966E0,7.609249949E-1
3.440165000E0,-3.264249861E-1,-2.909224987E0,7.247624993E-1
3.442667462E0,-3.381125033E-1,-2.878424883E0,6.800749898E-1
3.445169924E0,-3.561249971E-1,-2.840062380E0,6.342874765E-1
