"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.131797640E1,-2.115000010E0,-9.421950340E0,4.900500178E-1
1.132047916E1,-1.999950051E0,-9.256950378E0,3.199500144E-1
1.132298216E1,-2.083050013E0,-9.142050743E0,2.340000123E-1
1.132548494E1,-2.172000170E0,-9.000000000E0,1.020000055E-1
1.132798770E1,-2.347050190E0,-8.998050690E0,1.600500047E-1
1.133049050E1,-2.638950109E0,-9.039000511E0,2.220000178E-1
1.133299334E1,-2.761050224E0,-8.926050186E0,2.629500031E-1
1.133549611E1,-2.536050081E0,-8.706000328E0,4.540500343E-1
1.133799911E1,-2.269950151E0,-8.638950348E0,6.340500116E-1
1.134050188E1,-2.284950018E0,-8.602950096E0,7.870500088E-1
1.134300467E1,-2.371050119E0,-8.662950516E0,1.075049996E0
1.134550744E1,-2.421000004E0,-8.778000832E0,1.615950108E0
1.134801028E1,-2.445000172E0,-8.770050049E0,2.073000193E0
1.135051305E1,-2.481000185E0,-8.822999954E0,2.224050045E0
1.135301582E1,-2.428050041E0,-8.833050728E0,2.229000092E0
1.135551859E1,-2.446950197E0,-8.734050751E0,1.909950137E0
1.135802159E1,-2.859000206E0,-8.799000740E0,1.252050042E0
1.136052436E1,-3.772050142E0,-8.875950813E0,2.910000086E-1
1.136302722E1,-4.498050213E0,-8.887950897E0,-9.600000381E-1
1.136552991E1,-4.741950035E0,-8.943000793E0,-2.890950203E0
1.136803276E1,-4.749000072E0,-8.952000618E0,-4.653000355E0
1.137053553E1,-4.795050144E0,-8.932950020E0,-6.463950157E0
1.137303852E1,-4.936050415E0,-8.857050896E0,-8.361000061E0
1.137554130E1,-4.993050098E0,-8.883000374E0,-9.903000832E0
1.137804407E1,-5.001000404E0,-8.893050194E0,-1.089000034E1
1.138054683E1,-4.962000370E0,-8.920950890E0,-1.152000046E1
1.138304968E1,-4.669950008E0,-9.024000168E0,-1.173495102E1
1.138555246E1,-4.431000233E0,-9.163050652E0,-1.134300041E1
1.138805523E1,-4.368000031E0,-9.261000633E0,-1.052100086E1
1.139055800E1,-4.311000347E0,-9.337950706E0,-9.685050011E0
1.139306104E1,-4.239000320E0,-9.486000061E0,-8.646000862E0
1.139556381E1,-4.165050030E0,-9.642000198E0,-7.530000210E0
1.139806662E1,-4.210050106E0,-9.682950020E0,-6.342000484E0
1.140056939E1,-4.366050243E0,-9.685050011E0,-5.137050152E0
1.140307224E1,-4.380000114E0,-9.733050346E0,-3.976050138E0
1.140557502E1,-4.296000004E0,-9.817050934E0,-2.866950035E0
1.140807779E1,-4.462050438E0,-9.891000748E0,-1.791000128E0
1.141058079E1,-4.621950150E0,-1.003305054E1,-8.520000577E-1
1.141308356E1,-4.435050011E0,-1.011600018E1,-6.405000389E-2
1.141558633E1,-4.198050022E0,-1.015905094E1,7.489500642E-1
1.141808910E1,-4.071000099E0,-1.020705032E1,1.495950103E0
1.142059194E1,-3.967950106E0,-1.018605042E1,2.212050200E0
1.142309471E1,-4.030950069E0,-1.013595009E1,2.722050190E0
1.142559748E1,-4.177050114E0,-1.011195087E1,3.115050077E0
1.142810024E1,-4.300950050E0,-1.017600060E1,3.465000153E0
1.143060324E1,-4.287000179E0,-1.033005047E1,3.843000174E0
1.143310602E1,-4.300950050E0,-1.048800087E1,4.223999977E0
1.143560886E1,-4.251000404E0,-1.043505096E1,4.312950134E0
1.143811155E1,-4.189050198E0,-1.065795040E1,4.387050152E0
1.144061439E1,-4.027950287E0,-1.081995010E1,4.425000191E0
1.144311739E1,-3.880050182E0,-1.087305069E1,4.417950153E0
1.144561991E1,-3.790950298E0,-1.099095058E1,4.345950127E0
1.144812290E1,-3.709950209E0,-1.116300011E1,4.102050304E0
1.145062568E1,-3.561000109E0,-1.127295017E1,3.723000288E0
1.145312844E1,-3.274050236E0,-1.123500061E1,3.127050161E0
1.145563129E1,-2.955000162E0,-1.119405079E1,2.482950211E0
1.145813406E1,-2.662950039E0,-1.129995060E1,1.791000128E0
1.146063683E1,-2.482950211E0,-1.140195084E1,1.065000057E0
1.146313960E1,-2.289000034E0,-1.150995064E1,3.630000055E-1
1.146564260E1,-2.182049990E0,-1.165200043E1,-3.760500252E-1
1.146814537E1,-2.275050163E0,-1.188600063E1,-9.670500755E-1
1.147064814E1,-2.482950211E0,-1.210695076E1,-1.516050100E0
1.147315091E1,-2.377950191E0,-1.225305080E1,-2.164950132E0
1.147565375E1,-2.148000002E0,-1.242300034E1,-2.800050020E0
1.147815652E1,-1.987950087E0,-1.258995056E1,-3.240000248E0
1.148065929E1,-1.963950038E0,-1.278000069E1,-3.649950266E0
1.148316225E1,-1.831950068E0,-1.282800102E1,-4.000050068E0
1.148566502E1,-1.537050128E0,-1.276995087E1,-4.225049973E0
1.148816779E1,-1.092000008E0,-1.272900105E1,-4.359000206E0
1.149067064E1,-8.329500556E-1,-1.272900105E1,-4.288949966E0
1.149317341E1,-7.180500627E-1,-1.271295071E1,-4.038000107E0
1.149567618E1,-6.919500232E-1,-1.267200089E1,-3.621000290E0
1.149817895E1,-6.300000548E-1,-1.268895054E1,-3.030000210E0
1.150068194E1,-6.199500561E-1,-1.256895065E1,-2.311050177E0
1.150318471E1,-6.109500527E-1,-1.250400066E1,-1.597050071E0
1.150568746E1,-5.989500284E-1,-1.247295094E1,-9.100500345E-1
1.150819023E1,-5.290500522E-1,-1.243995094E1,-3.469500244E-1
1.151069308E1,-4.380000234E-1,-1.243995094E1,2.170500159E-1
1.151319585E1,-3.109500110E-1,-1.257405090E1,7.369500399E-1
1.151569861E1,-8.100000024E-2,-1.264605045E1,1.105949998E0
1.151820138E1,2.029500157E-1,-1.271700096E1,1.467000127E0
1.152070438E1,4.540500343E-1,-1.279200077E1,1.836000085E0
1.152320715E1,7.459500432E-1,-1.288305092E1,2.140050173E0
1.152570992E1,9.480000734E-1,-1.276800060E1,2.446950197E0
1.152821269E1,9.480000734E-1,-1.269600105E1,2.647950172E0
1.153071553E1,1.017000079E0,-1.264605045E1,2.848950148E0
1.153321831E1,1.024049997E0,-1.250400066E1,3.061950207E0
1.153572130E1,1.102950096E0,-1.248300076E1,3.240000248E0
1.153822408E1,1.137000084E0,-1.241100025E1,3.307050228E0
1.154072684E1,1.198950052E0,-1.228605080E1,3.180000067E0
1.154322961E1,1.314000010E0,-1.219005013E1,3.037950039E0
1.154573235E1,1.471950054E0,-1.220205021E1,2.835000038E0
1.154823519E1,1.459950089E0,-1.216200066E1,2.539950132E0
1.155073796E1,1.426950097E0,-1.212300014E1,2.245950222E0
1.155324073E1,1.422000051E0,-1.205205059E1,1.903050065E0
1.155574350E1,1.435950041E0,-1.203705025E1,1.431000113E0
1.155824647E1,1.498950124E0,-1.208505058E1,9.090000391E-1
1.156074924E1,1.486950040E0,-1.210200024E1,3.270000219E-1
1.156325201E1,1.435950041E0,-1.208295059E1,-2.730000019E-1
1.156575478E1,1.354950070E0,-1.219005013E1,-9.169500470E-1
1.156825762E1,1.293000102E0,-1.239600086E1,-1.627950072E0
1.157076039E1,1.185000062E0,-1.258995056E1,-2.424000025E0
1.157326339E1,9.810000658E-1,-1.289700031E1,-3.192000151E0
1.157576616E1,8.280000687E-1,-1.326300049E1,-3.892050266E0
1.157826893E1,5.209500194E-1,-1.348095036E1,-4.663050175E0
1.158077167E1,2.939999998E-1,-1.374705029E1,-5.463000298E0
1.158327451E1,1.669500023E-1,-1.388895035E1,-6.160050392E0
1.158577728E1,1.210500076E-1,-1.405395031E1,-6.931050301E0
1.158828006E1,-4.305000231E-2,-1.417605114E1,-7.743000507E0
1.159078283E1,-1.890000105E-1,-1.429095078E1,-8.518950462E0
1.159328586E1,-2.610000074E-1,-1.437705040E1,-9.067049980E0
1.159578863E1,-3.210000098E-1,-1.450605106E1,-9.525000572E0
1.159829147E1,-5.200500488E-1,-1.464105034E1,-9.882000923E0
1.160079417E1,-7.609500289E-1,-1.473600101E1,-9.922050476E0
1.160329701E1,-1.123050094E0,-1.481100082E1,-9.709050179E0
1.160579978E1,-1.390950084E0,-1.493805027E1,-9.465000153E0
1.160830255E1,-1.393950105E0,-1.500705051E1,-9.247050285E0
1.161080555E1,-1.390950084E0,-1.514805031E1,-9.019050598E0
1.161330832E1,-1.272000074E0,-1.509795094E1,-8.689050674E0
1.161581108E1,-1.063050032E0,-1.507200050E1,-8.257950783E0
1.161831392E1,-9.840000272E-1,-1.506195068E1,-7.771950245E0
1.162081670E1,-1.068000078E0,-1.521300030E1,-7.017000198E0
1.162331947E1,-1.285950065E0,-1.529895115E1,-6.112050056E0
1.162582223E1,-1.576050043E0,-1.524195099E1,-5.116050243E0
1.162832525E1,-1.912950039E0,-1.521300030E1,-4.074000359E0
1.163082802E1,-2.122050047E0,-1.512000084E1,-3.376950264E0
1.163333079E1,-2.164950132E0,-1.495905113E1,-2.863950253E0
1.163583356E1,-2.296950102E0,-1.493295097E1,-2.293950081E0
1.163833640E1,-2.251049995E0,-1.486305046E1,-1.468050122E0
1.164083918E1,-2.602950096E0,-1.464105034E1,-6.490500569E-1
1.164334195E1,-2.971950054E0,-1.435995102E1,-1.549500078E-1
1.164584494E1,-3.085050106E0,-1.418595028E1,2.869500220E-1
1.164834772E1,-2.979000092E0,-1.399395084E1,9.690000415E-1
1.165085048E1,-2.574000120E0,-1.385700035E1,1.606050134E0
1.165335333E1,-2.179050207E0,-1.372305107E1,1.900950074E0
1.165585610E1,-1.968000054E0,-1.355805111E1,2.209950209E0
1.165835887E1,-1.783950090E0,-1.346895027E1,3.139050245E0
1.166086163E1,-1.795950055E0,-1.340205097E1,3.991950274E0
1.166336463E1,-1.915950060E0,-1.332795048E1,4.945050240E0
1.166586740E1,-2.263050079E0,-1.320600033E1,5.752050400E0
1.166837017E1,-2.500050068E0,-1.321305084E1,6.583050251E0
1.167087294E1,-2.574000120E0,-1.331400108E1,7.552950382E0
1.167337578E1,-2.725050211E0,-1.332795048E1,8.632950783E0
1.167587856E1,-2.790000200E0,-1.330200100E1,8.983050346E0
1.167838155E1,-3.192000151E0,-1.329195023E1,9.196050644E0
1.168088409E1,-3.877050161E0,-1.337595081E1,9.673050880E0
1.168338709E1,-4.858950138E0,-1.354800034E1,1.037205029E1
1.168588986E1,-5.688000202E0,-1.362495041E1,1.057605076E1
1.168839263E1,-6.682050228E0,-1.392405033E1,1.071900082E1
1.169089546E1,-7.543950558E0,-1.443195057E1,1.109505081E1
1.169339823E1,-8.389950752E0,-1.512705040E1,1.150005054E1
1.169590099E1,-8.887950897E0,-1.554105091E1,1.228305054E1
1.169840376E1,-8.998050690E0,-1.586895084E1,1.248705101E1
1.170090677E1,-9.484050751E0,-1.605600166E1,1.177500057E1
1.170340954E1,-9.283050537E0,-1.652099991E1,1.115805054E1
1.170591229E1,-9.430950165E0,-1.680600166E1,1.065000057E1
1.170841506E1,-9.570000648E0,-1.690904999E1,9.631950378E0
1.171091790E1,-9.682950020E0,-1.681995010E1,8.707050323E0
1.171342068E1,-1.041105080E1,-1.642995071E1,8.358000755E0
1.171592345E1,-1.212795067E1,-1.606305122E1,8.734050751E0
1.171842621E1,-1.395795059E1,-1.585200119E1,8.800950050E0
1.172092921E1,-1.523895073E1,-1.538505077E1,8.490000725E0
1.172343198E1,-1.626405144E1,-1.487295055E1,7.924050331E0
1.172593483E1,-1.771305084E1,-1.438395023E1,6.990000248E0
1.172843760E1,-1.859505081E1,-1.367100048E1,5.674950123E0
1.173094037E1,-1.903095055E1,-1.295205021E1,3.898050070E0
1.173344317E1,-1.881495094E1,-1.241100025E1,1.606050134E0
1.173594616E1,-1.800105095E1,-1.194405079E1,-1.216050029E0
1.173844894E1,-1.656405067E1,-1.152705097E1,-5.001000404E0
1.174095170E1,-1.479105091E1,-1.127295017E1,-9.676050186E0
1.174345447E1,-1.269105053E1,-1.093800068E1,-1.516995049E1
1.174595732E1,-1.211400032E1,-1.104600048E1,-1.538505077E1
1.174846009E1,-1.155600071E1,-1.070805073E1,-1.323195076E1
1.175096286E1,-1.089705086E1,-9.774000168E0,-1.208700085E1
1.175346586E1,-1.046805096E1,-9.131999969E0,-1.074900055E1
1.175596863E1,-1.009500027E1,-8.536050797E0,-8.971950531E0
1.175847140E1,-9.771000862E0,-8.121000290E0,-7.381050587E0
1.176097424E1,-9.312000275E0,-7.627950191E0,-5.887050152E0
1.176347701E1,-8.916000366E0,-7.065000534E0,-4.330049992E0
1.176597978E1,-8.470950127E0,-6.751050472E0,-2.938950062E0
1.176848255E1,-7.767000198E0,-6.442050457E0,-1.815000057E0
1.177098553E1,-7.285050392E0,-6.141000271E0,-8.500500321E-1
1.177348832E1,-7.044000149E0,-5.973000050E0,1.069500074E-1
1.177599108E1,-6.853950500E0,-5.812950134E0,8.280000687E-1
1.177849385E1,-6.598050117E0,-5.592000484E0,1.321050048E0
1.178099671E1,-6.354000092E0,-5.365050316E0,1.671000123E0
1.178349948E1,-6.094950199E0,-5.401050091E0,2.185950041E0
1.178600225E1,-5.853000164E0,-5.334000111E0,2.629050016E0
1.178850525E1,-5.820000172E0,-5.274000168E0,3.061950207E0
1.179100802E1,-5.824050426E0,-5.536950111E0,3.550950050E0
1.179351079E1,-5.893950462E0,-5.752950191E0,3.927000284E0
1.179601363E1,-5.163000107E0,-5.488950253E0,4.296000004E0
1.179851640E1,-4.771050453E0,-5.329050064E0,4.348950386E0
1.180101917E1,-4.948050022E0,-5.251950264E0,4.474950314E0
1.180352193E1,-4.852050304E0,-5.163000107E0,4.638000011E0
1.180602492E1,-4.645950317E0,-5.080050468E0,4.746000290E0
1.180852768E1,-4.261050224E0,-5.041050434E0,4.795950413E0
1.181103045E1,-3.679050207E0,-5.098950386E0,4.792050362E0
1.181353324E1,-3.151950121E0,-5.095950127E0,4.698000431E0
1.181603608E1,-2.668050051E0,-5.034000397E0,4.698000431E0
1.181853888E1,-2.173950195E0,-5.008050442E0,4.381950378E0
1.182104165E1,-1.758000135E0,-4.996050358E0,4.063950062E0
1.182354442E1,-1.297950029E0,-5.125050068E0,3.853050232E0
1.182604742E1,-6.990000606E-1,-5.413050175E0,3.640050173E0
1.182855019E1,4.995000362E-2,-5.736000061E0,3.469950199E0
1.183105304E1,1.186950088E0,-5.992050171E0,3.325950146E0
1.183355581E1,2.257950068E0,-6.394950390E0,3.565050125E0
1.183605858E1,3.537000179E0,-6.835050106E0,3.883950233E0
1.183856134E1,4.864050388E0,-7.254000187E0,3.690000057E0
1.184106436E1,5.163000107E0,-7.555950165E0,3.265950203E0
1.184356713E1,5.680050373E0,-7.747950554E0,3.025950193E0
1.184606990E1,6.435000420E0,-7.920000553E0,2.646000147E0
1.184857268E1,6.166050434E0,-7.872000217E0,2.344050169E0
1.185107545E1,5.364000320E0,-7.651950359E0,2.266950130E0
1.185357834E1,4.179000378E0,-7.426950455E0,2.266950130E0
1.185608111E1,2.695950031E0,-7.021950245E0,2.107050180E0
1.185858389E1,1.057950020E0,-6.634050369E0,2.111999989E0
1.186108688E1,-4.669500291E-1,-6.184050083E0,2.374950171E0
1.186358966E1,-1.497000098E0,-5.817000389E0,2.578950167E0
1.186609243E1,-2.269950151E0,-5.575050354E0,2.773050070E0
1.186859527E1,-2.755950212E0,-5.290050030E0,2.940000057E0
1.187109804E1,-2.863950253E0,-5.059950352E0,3.117000103E0
1.187360081E1,-2.854950190E0,-4.962000370E0,3.249000072E0
1.187610381E1,-3.135000229E0,-4.786950111E0,3.357000113E0
1.187860658E1,-3.226050138E0,-4.585950375E0,3.400050163E0
1.188110935E1,-3.259050131E0,-4.455000401E0,3.381000042E0
1.188361212E1,-3.409950256E0,-4.263000011E0,3.253950119E0
1.188611489E1,-3.619050264E0,-4.018949986E0,3.217950106E0
1.188861771E1,-3.898950100E0,-3.748050213E0,3.201000214E0
1.189112048E1,-4.240950108E0,-3.552000284E0,3.220050097E0
1.189362323E1,-4.450050354E0,-3.421950102E0,3.268050194E0
1.189612600E1,-4.657950401E0,-3.243000269E0,3.256050110E0
1.189862900E1,-4.950000286E0,-3.022050142E0,3.199050188E0
1.190113177E1,-5.137050152E0,-2.827950239E0,3.220050097E0
1.190363462E1,-5.155950069E0,-2.752050161E0,3.157950163E0
1.190613739E1,-4.954950333E0,-2.697000027E0,3.175050259E0
1.190864016E1,-4.900050163E0,-2.632050037E0,3.261000156E0
1.191114292E1,-5.058000088E0,-2.503050089E0,3.216000080E0
1.191364569E1,-5.092050076E0,-2.412000179E0,3.177000046E0
1.191614869E1,-5.341050148E0,-2.368050098E0,3.067050219E0
1.191865147E1,-5.779050350E0,-2.325000048E0,2.785050154E0
1.192115424E1,-6.178950310E0,-2.265000105E0,2.595000029E0
1.192365707E1,-6.319950104E0,-2.248950005E0,2.442000151E0
1.192615984E1,-6.598050117E0,-2.251049995E0,2.289000034E0
1.192866261E1,-7.090950489E0,-2.196000099E0,2.059050083E0
1.193116536E1,-7.270950317E0,-2.200950146E0,1.987050056E0
1.193366833E1,-7.554000378E0,-2.197950125E0,1.921950102E0
1.193617110E1,-7.882050514E0,-2.197950125E0,1.900950074E0
1.193867387E1,-7.993950367E0,-2.131050110E0,1.615950108E0
1.194117672E1,-8.089950562E0,-2.110050201E0,1.357050061E0
1.194367949E1,-8.442000389E0,-2.104950190E0,1.270950079E0
1.194618226E1,-8.502000809E0,-2.064000130E0,1.189950109E0
1.194868503E1,-8.421000481E0,-1.992000103E0,1.326000094E0
1.195118802E1,-8.478000641E0,-1.971000075E0,1.149000049E0
1.195369080E1,-8.617050171E0,-1.951950073E0,1.063050032E0
1.195619356E1,-8.743950844E0,-1.992000103E0,1.045950055E0
1.195869641E1,-8.839950562E0,-2.032950163E0,1.021950006E0
1.196119918E1,-8.959950447E0,-2.148000002E0,8.040000200E-1
1.196370195E1,-8.947950363E0,-2.371050119E0,3.660000265E-1
1.196620473E1,-8.638950348E0,-2.650950193E0,-1.219500080E-1
1.196870773E1,-8.124000549E0,-3.018000126E0,-5.670000315E-1
1.197121050E1,-7.539000511E0,-3.477000237E0,-9.030000567E-1
1.197371327E1,-6.900000095E0,-3.966000080E0,-1.492050052E0
1.197621604E1,-6.282000065E0,-4.561950207E0,-2.224950075E0
1.197871888E1,-5.832000256E0,-5.197050095E0,-2.682000160E0
1.198122165E1,-5.374050140E0,-5.868000507E0,-3.183000088E0
1.198372442E1,-4.978950024E0,-6.541050434E0,-3.774000168E0
1.198622719E1,-4.633950233E0,-7.314000130E0,-4.687050343E0
1.198873019E1,-4.183950424E0,-8.097000122E0,-5.998950481E0
1.199123296E1,-3.397950172E0,-8.950050354E0,-7.651950359E0
1.199373580E1,-2.626950026E0,-9.915000916E0,-9.228000641E0
1.199623855E1,-1.936950088E0,-1.091595078E1,-1.090395069E1
1.199874132E1,-1.216050029E0,-1.228095055E1,-1.332300091E1
1.200124410E1,-2.820000052E-1,-1.398705101E1,-1.600304985E1
1.200374710E1,9.670500755E-1,-1.530600071E1,-1.782405090E1
1.200624986E1,2.514000177E0,-1.759395027E1,-1.829295158E1
1.200875263E1,4.660050392E0,-1.964895058E1,-1.777995110E1
1.201125538E1,6.607050419E0,-2.153295135E1,-1.605105019E1
1.201375823E1,9.427950859E0,-2.312895203E1,-1.318695068E1
1.201626100E1,1.150500011E1,-2.476395035E1,-9.570000648E0
1.201876377E1,1.149795055E1,-2.616495132E1,-6.547950268E0
1.202126654E1,9.826050758E0,-2.658900070E1,-4.450050354E0
1.202376953E1,7.303950310E0,-2.615295219E1,-3.721950293E0
1.202627230E1,5.122050285E0,-2.461095047E1,-3.798000097E0
1.202877507E1,2.715000153E0,-2.417295074E1,-5.077050209E0
1.203127792E1,6.319500208E-1,-2.314800072E1,-6.670050144E0
1.203378065E1,-3.810000122E-1,-2.138505173E1,-7.780950546E0
1.203628342E1,-1.012950063E0,-1.963695145E1,-8.719950676E0
1.203878642E1,-1.333950043E0,-1.798605156E1,-9.283050537E0
1.204128919E1,-1.498950124E0,-1.632195091E1,-9.247050285E0
1.204379196E1,-1.533000112E0,-1.468095112E1,-9.051000595E0
1.204629473E1,-1.579950094E0,-1.323495102E1,-8.695950508E0
1.204879758E1,-1.591950059E0,-1.212300014E1,-8.386950493E0
1.205130035E1,-1.473000050E0,-1.123500061E1,-8.164050102E0
1.205380312E1,-1.213950038E0,-1.049700069E1,-8.085000038E0
1.205630589E1,-8.929500580E-1,-9.939000130E0,-7.992000580E0
1.205880889E1,-6.700500250E-1,-9.421950340E0,-7.894050598E0
1.206131166E1,-8.689500690E-1,-8.908950806E0,-7.711950302E0
1.206381443E1,-8.670000434E-1,-8.623950005E0,-7.494000435E0
1.206631720E1,-1.149000049E0,-8.204999924E0,-7.056000233E0
1.206882004E1,-1.557000041E0,-7.855050564E0,-6.411000252E0
1.207132281E1,-1.597050071E0,-7.735950470E0,-5.616000175E0
1.207382583E1,-2.062050104E0,-7.345050335E0,-4.608000278E0
1.207632860E1,-2.401950121E0,-7.078950405E0,-3.640050173E0
1.207883138E1,-2.485950232E0,-7.008000374E0,-2.770950079E0
1.208133415E1,-2.482950211E0,-7.078950405E0,-1.999950051E0
1.208383699E1,-2.955000162E0,-6.900000095E0,-1.336050034E0
1.208633976E1,-3.417000055E0,-6.826050282E0,-8.359500170E-1
1.208884253E1,-3.645000219E0,-6.952950478E0,-3.280500174E-1
1.209134530E1,-3.786000252E0,-7.270950317E0,4.005000368E-2
1.209384829E1,-4.117050171E0,-7.432050228E0,2.170500159E-1
1.209635106E1,-4.720050335E0,-7.551000595E0,1.759500057E-1
1.209885383E1,-5.293050289E0,-7.980000496E0,-3.299999982E-2
1.210135660E1,-5.899050236E0,-8.385000229E0,-3.349500299E-1
1.210385945E1,-6.303000450E0,-8.836950302E0,-5.629500151E-1
1.210636222E1,-6.459000111E0,-9.268950462E0,-7.330500484E-1
1.210886522E1,-6.634050369E0,-9.799950600E0,-1.033950090E0
1.211136799E1,-6.676950455E0,-1.023405075E1,-1.750950098E0
1.211387079E1,-6.543000221E0,-1.063605022E1,-2.325000048E0
1.211637356E1,-6.517050266E0,-1.112505054E1,-3.180000067E0
1.211887634E1,-6.684000492E0,-1.186695099E1,-4.687050343E0
1.212137919E1,-7.465050220E0,-1.262895107E1,-6.583950520E0
1.212388196E1,-8.296050072E0,-1.327800083E1,-7.623000145E0
1.212638474E1,-8.928000450E0,-1.361805058E1,-8.085000038E0
1.212888774E1,-9.405000687E0,-1.371105099E1,-7.563000202E0
1.213139051E1,-9.831000328E0,-1.370895100E1,-6.529050350E0
1.213389328E1,-1.013100052E1,-1.337805080E1,-5.070000172E0
1.213639605E1,-1.016895008E1,-1.292100048E1,-3.453000069E0
1.213889889E1,-1.004895020E1,-1.250700092E1,-1.779000044E0
1.214140166E1,-9.898050308E0,-1.163505077E1,1.534050107E0
1.214390443E1,-1.055205059E1,-1.094505024E1,3.417000055E0
1.214640743E1,-1.102905083E1,-1.048305035E1,3.913050175E0
1.214891020E1,-1.039395046E1,-1.021500015E1,4.557000160E0
1.215141297E1,-9.652050018E0,-1.002105045E1,4.894950390E0
1.215391574E1,-9.300000191E0,-9.855000496E0,5.067000389E0
1.215641862E1,-9.481950760E0,-9.436050415E0,5.323050022E0
1.215892139E1,-9.613050461E0,-9.112950325E0,5.805000305E0
1.216142416E1,-9.727950096E0,-8.890050888E0,6.106050491E0
1.216392694E1,-9.690000534E0,-8.584050179E0,6.316950321E0
1.216642994E1,-9.415050507E0,-8.016000748E0,6.568950176E0
1.216893267E1,-9.040950775E0,-7.534950256E0,6.813000202E0
1.217143544E1,-8.348999977E0,-7.282950401E0,6.847050190E0
1.217393828E1,-7.678050518E0,-7.174950123E0,6.621000290E0
1.217644105E1,-6.931050301E0,-7.240050316E0,6.583050251E0
1.217894382E1,-6.229050159E0,-7.353000164E0,6.978000164E0
1.218144682E1,-5.724000454E0,-7.446000576E0,7.516950130E0
1.218394959E1,-5.551050186E0,-7.515000343E0,8.053950310E0
1.218645236E1,-5.719050407E0,-7.663950443E0,8.443950653E0
1.218895513E1,-5.938950062E0,-7.858050346E0,8.425050735E0
1.219145798E1,-6.259950161E0,-7.939050198E0,8.170949936E0
1.219396074E1,-6.487950325E0,-8.011050224E0,7.957950592E0
1.219646351E1,-6.856950283E0,-8.209950447E0,7.726050377E0
1.219896628E1,-7.141950130E0,-8.368050575E0,7.503000259E0
1.220146931E1,-7.233000278E0,-8.454000473E0,7.291950226E0
1.220397208E1,-7.182000160E0,-8.563950539E0,6.909000397E0
1.220647485E1,-6.996000290E0,-8.629050255E0,6.490050316E0
1.220897769E1,-6.720000267E0,-8.548050880E0,6.097050190E0
1.221148039E1,-6.331950188E0,-8.458950043E0,5.817000389E0
1.221398323E1,-6.010950089E0,-8.329950333E0,5.673000336E0
1.221648623E1,-5.856000423E0,-8.140049934E0,5.371050358E0
1.221898900E1,-5.532000065E0,-8.011050224E0,5.170050144E0
1.222149177E1,-5.173050404E0,-7.819950581E0,5.062050343E0
1.222399456E1,-5.013000011E0,-7.606050491E0,5.034000397E0
1.222649740E1,-4.900050163E0,-7.330950260E0,4.966050148E0
1.222900017E1,-4.822950363E0,-7.161000252E0,4.978050232E0
1.223150294E1,-4.701000214E0,-7.009950161E0,5.034000397E0
1.223400572E1,-4.522050381E0,-6.912000179E0,5.119950294E0
1.223650849E1,-4.420950413E0,-6.871050358E0,5.116950035E0
1.223901150E1,-4.394999981E0,-6.877950191E0,5.080950260E0
1.224151428E1,-4.378050327E0,-6.874050140E0,4.914000034E0
1.224401703E1,-4.087950230E0,-6.925950527E0,4.830000401E0
1.224651980E1,-3.970950127E0,-7.000050545E0,4.962000370E0
1.224902264E1,-3.832050085E0,-7.156050205E0,5.014050007E0
1.225152541E1,-3.826950073E0,-7.402950287E0,4.999950409E0
1.225402818E1,-3.873000145E0,-7.717050552E0,4.974000454E0
1.225653118E1,-3.976050138E0,-8.131050110E0,4.873050213E0
1.225903395E1,-4.038000107E0,-8.526000023E0,4.660050392E0
1.226153672E1,-4.134000301E0,-9.012000084E0,4.381950378E0
1.226403956E1,-4.114050388E0,-9.645000458E0,4.054049969E0
1.226654233E1,-3.913050175E0,-1.021500015E1,3.790050268E0
1.226904510E1,-3.949050188E0,-1.072500038E1,3.532050133E0
1.227154787E1,-4.035000324E0,-1.113900089E1,3.055050135E0
1.227405088E1,-3.786000252E0,-1.182195091E1,2.622000217E0
1.227655365E1,-3.985050201E0,-1.206600094E1,2.473050117E0
1.227905639E1,-3.793050289E0,-1.243500042E1,2.425050020E0
1.228155916E1,-3.528000116E0,-1.289205074E1,2.485050201E0
1.228406201E1,-3.259050131E0,-1.326105022E1,2.526000023E0
1.228656478E1,-2.818950176E0,-1.362705040E1,2.655000210E0
1.228906778E1,-2.416050196E0,-1.386195087E1,2.767950058E0
1.229157032E1,-2.292000055E0,-1.384995079E1,2.974050045E0
1.229407331E1,-1.995000124E0,-1.375005054E1,3.264000177E0
1.229657608E1,-1.683000088E0,-1.354395103E1,3.550950050E0
1.229907893E1,-1.309950113E0,-1.326600075E1,3.823950291E0
1.230158170E1,-1.113000035E0,-1.288305092E1,4.011000156E0
1.230408445E1,-9.649500251E-1,-1.249005032E1,4.140000343E0
1.230658722E1,-8.520000577E-1,-1.215900040E1,4.401000023E0
1.230908999E1,-8.380500674E-1,-1.179495049E1,4.621950150E0
1.231159297E1,-8.209500313E-1,-1.142205048E1,4.771950245E0
1.231409574E1,-5.940000415E-1,-1.113405037E1,4.902000427E0
1.231659850E1,-4.020000100E-1,-1.082805061E1,4.951950073E0
1.231910127E1,-3.640500307E-1,-1.060005093E1,5.041050434E0
1.232160406E1,-3.349500299E-1,-1.034895039E1,5.683050156E0
1.232410684E1,-3.109500110E-1,-1.009200001E1,6.205050468E0
1.232660960E1,-9.795000404E-2,-9.855000496E0,6.538050175E0
