"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.240042336E1,-1.596577168E0,5.184683800E0,3.734269619E0
2.240292613E1,-1.823522210E0,5.200833321E0,3.948641777E0
2.240542890E1,-2.003129959E0,5.294042110E0,4.122666359E0
2.240793167E1,-2.248562336E0,5.366717815E0,4.134909153E0
2.241043444E1,-2.395657539E0,5.513624191E0,4.115608215E0
2.241293728E1,-2.479472637E0,5.665174961E0,4.103828907E0
2.241544005E1,-2.456945181E0,5.753699780E0,4.200473785E0
2.241794283E1,-2.754859447E0,5.948964119E0,4.326931953E0
2.242044560E1,-3.216180325E0,6.184169769E0,4.411669254E0
2.242294840E1,-3.416798353E0,6.388616562E0,4.353688240E0
2.242545140E1,-3.437798262E0,6.592616558E0,4.174588203E0
2.242795417E1,-3.440798044E0,6.772616386E0,3.982588291E0
2.243045694E1,-3.502748251E0,6.939716339E0,3.896637917E0
2.243295970E1,-3.691748381E0,7.148666382E0,3.874588013E0
2.243546247E1,-3.928748369E0,7.284716606E0,3.778588295E0
2.243796524E1,-4.209848404E0,7.337666512E0,3.738687992E0
2.244046809E1,-4.599847794E0,7.399616241E0,3.606688023E0
2.244297086E1,-4.952695370E0,7.341125011E0,3.833448887E0
2.244547363E1,-5.130059719E0,7.330732822E0,3.894298077E0
2.244797641E1,-5.290583134E0,7.391366005E0,3.835942268E0
2.245047918E1,-5.630225658E0,7.470687866E0,3.734351158E0
2.245298195E1,-5.981286049E0,7.604003906E0,3.553206921E0
2.245548497E1,-6.279921532E0,7.800547600E0,3.413123846E0
2.245798774E1,-6.425428867E0,7.887895584E0,3.337962627E0
2.246049051E1,-6.635996342E0,7.946903706E0,3.122866392E0
2.246299329E1,-6.959087372E0,8.058337212E0,2.994786739E0
2.246549606E1,-7.189238548E0,8.195295334E0,3.022199631E0
2.246799888E1,-7.485302925E0,8.350114822E0,2.833291292E0
2.247050166E1,-6.763041496E0,8.259890556E0,2.591598988E0
2.247300443E1,-7.070991516E0,8.307889938E0,2.345598936E0
2.247550720E1,-7.234041214E0,8.400890350E0,2.165598869E0
2.247800996E1,-7.174040794E0,8.491790771E0,1.983648896E0
2.248051273E1,-7.394990921E0,8.453840256E0,1.712598920E0
2.248301550E1,-7.643991470E0,8.515789986E0,1.379598856E0
2.248551850E1,-7.651041031E0,8.427890778E0,9.535988569E-1
2.248802127E1,-7.742091179E0,8.247890472E0,4.756988287E-1
2.249052404E1,-7.323309898E0,7.953361988E0,-2.428460121E-2
2.249302683E1,-6.775535107E0,7.573339939E0,-7.332680225E-1
2.249552967E1,-5.938727379E0,7.156555176E0,-1.642224908E0
2.249803247E1,-5.069567204E0,6.649659634E0,-2.620086432E0
2.250053524E1,-4.201352119E0,6.107086182E0,-3.591213465E0
2.250303801E1,-3.445141077E0,5.450866699E0,-4.575994968E0
2.250554078E1,-2.791589260E0,4.742604256E0,-5.367613792E0
2.250804356E1,-1.838822603E0,3.937934875E0,-5.517399788E0
2.251054656E1,-1.154297829E0,3.169843197E0,-6.011340141E0
2.251304935E1,-4.310331345E-1,2.429735184E0,-6.651419163E0
2.251555212E1,2.390167713E-1,1.715735435E0,-7.123468876E0
2.251805489E1,9.749168158E-1,8.487348557E-1,-7.681469440E0
2.252055766E1,1.599966884E0,-4.931449890E-2,-8.737468719E0
2.252306043E1,2.426016808E0,-1.232214928E0,-1.018646908E1
2.252556320E1,3.375967026E0,-2.514265060E0,-1.134746838E1
2.252806596E1,4.214016914E0,-4.011264801E0,-1.292351913E1
2.253056881E1,5.451967239E0,-5.752315521E0,-1.426241875E1
2.253307158E1,7.489381790E0,-7.865599632E0,-1.442519569E1
2.253557435E1,9.175772667E0,-9.870676041E0,-1.365454674E1
2.253807712E1,1.148472214E1,-1.199767685E1,-1.192744732E1
2.254058012E1,1.387105846E1,-1.403938675E1,-9.273139954E0
2.254308289E1,1.529587364E1,-1.581024456E1,-5.899926186E0
2.254558566E1,1.486461639E1,-1.669409943E1,-3.078846455E0
2.254808843E1,1.273953724E1,-1.680747223E1,-1.431129932E0
2.255059121E1,9.265029907E0,-1.615777206E1,-9.823090434E-1
2.255309398E1,5.888036728E0,-1.503953362E1,-1.632095337E0
2.255559672E1,3.109159708E0,-1.366481972E1,-2.762055874E0
2.255809956E1,8.342263699E-1,-1.184722805E1,-4.231255531E0
2.256060233E1,-7.107737064E-1,-1.013032818E1,-5.458255768E0
2.256310510E1,-1.460773706E0,-8.554278374E0,-6.480205536E0
2.256560787E1,-1.433773756E0,-7.031329155E0,-7.309255600E0
2.256811064E1,-9.188237190E-1,-5.680278778E0,-7.822256088E0
2.257061341E1,-3.248236179E-1,-4.554228783E0,-7.992205620E0
2.257311641E1,1.562263966E-1,-3.565278053E0,-8.006305695E0
2.257561918E1,3.362264633E-1,-2.705327988E0,-7.956205368E0
2.257812195E1,3.749241829E-1,-1.992374420E0,-8.051420212E0
2.258062470E1,4.305131435E-1,-1.339081764E0,-7.962809563E0
2.258312747E1,4.315445423E-1,-7.409496307E-1,-7.887501240E0
2.258563032E1,4.935109615E-1,-1.354293823E-1,-7.616527081E0
2.258813309E1,4.633004665E-1,3.935079575E-1,-7.392880440E0
2.259063585E1,3.493204117E-1,8.636331558E-1,-7.017665386E0
2.259313859E1,1.163198948E-1,1.373915195E0,-6.560322762E0
2.259564136E1,4.414248466E-2,1.698240280E0,-5.864946842E0
2.259814413E1,2.606506348E-1,2.037766457E0,-5.039792538E0
2.260064688E1,4.232132435E-1,2.445273876E0,-4.198810101E0
2.260314988E1,7.082133293E-1,2.723373890E0,-3.371709824E0
2.260565265E1,8.852133751E-1,2.919273853E0,-2.677809715E0
2.260815542E1,8.492133617E-1,3.017374039E0,-2.193759680E0
2.261065819E1,5.181632042E-1,3.185374260E0,-1.728759766E0
2.261316095E1,3.216314316E-2,3.046324253E0,-1.537809849E0
2.261566380E1,-2.378368378E-1,2.672373772E0,-1.424709797E0
2.261816649E1,-5.688867569E-1,2.347323895E0,-1.343709707E0
2.262066934E1,-8.460547924E-1,1.852599621E0,-1.826712608E0
2.262317209E1,-1.120148897E0,1.175077438E0,-2.365844011E0
2.262567486E1,-1.392453671E0,4.855318069E-1,-3.037893534E0
2.262817763E1,-1.800206423E0,-1.967878342E-1,-3.746809483E0
2.263068039E1,-2.142507792E0,-7.899103165E-1,-4.140259266E0
2.263318340E1,-2.141221285E0,-1.278490067E0,-4.274280548E0
2.263568617E1,-2.531206608E0,-1.760499954E0,-4.125425339E0
2.263818894E1,-3.330323458E0,-2.260293961E0,-3.466562510E0
2.264069171E1,-3.806273222E0,-2.365294456E0,-2.882612467E0
2.264319447E1,-3.907373667E0,-2.385244370E0,-1.897562265E0
2.264569724E1,-5.449373245E0,-3.271294594E0,-2.865622044E-1
2.264820001E1,-6.046373367E0,-2.744194031E0,3.984878361E-1
2.265070286E1,-6.311273575E0,-2.483194351E0,1.003437877E0
2.265320563E1,-6.510323524E0,-2.373244286E0,1.607487917E0
2.265570840E1,-6.185273170E0,-2.078194618E0,2.172387838E0
2.265821141E1,-5.947836876E0,-2.069115639E0,2.939796448E0
2.266071418E1,-6.217836380E0,-2.198115349E0,3.485796452E0
2.266321694E1,-6.408967018E0,-2.217933655E0,3.907778502E0
2.266571970E1,-6.729926109E0,-2.278488159E0,4.520182610E0
2.266822247E1,-7.404027939E0,-2.315608978E0,5.202363014E0
2.267072523E1,-8.437207222E0,-2.466111183E0,5.816866398E0
2.267322800E1,-9.342922211E0,-2.476493835E0,6.486159325E0
2.267573074E1,-9.980445862E0,-2.352847099E0,7.164620399E0
2.267823358E1,-1.055197430E1,-1.973320007E0,7.963046074E0
2.268073635E1,-1.080368233E1,-1.398382187E0,7.935240746E0
2.268323912E1,-1.082273102E1,-6.894817352E-1,7.257241249E0
2.268574189E1,-1.014473152E1,2.426185608E-1,6.759241104E0
2.268824489E1,-9.172731400E0,1.102568626E0,6.553290367E0
2.269074743E1,-8.240781784E0,1.693568230E0,6.254190445E0
2.269325043E1,-7.193781376E0,1.978568077E0,5.835240364E0
2.269575297E1,-6.223731518E0,2.055518150E0,5.943241119E0
2.269825597E1,-5.340681553E0,1.976618290E0,6.134190559E0
2.270075871E1,-4.657541275E0,1.871989727E0,6.221737385E0
2.270326148E1,-4.204079628E0,1.770533562E0,6.437378883E0
2.270576426E1,-3.946363211E0,1.712871075E0,6.556439877E0
2.270826710E1,-4.029756546E0,1.700355530E0,6.866410255E0
2.271076987E1,-4.287611008E0,1.568211555E0,7.113135338E0
2.271327265E1,-4.663653851E0,1.311181545E0,7.235122204E0
2.271577542E1,-5.122099876E0,1.016040802E0,7.386526585E0
2.271827819E1,-5.035641670E0,7.926855087E-1,7.154603481E0
2.272078096E1,-4.764084816E0,5.307493210E-1,6.805788994E0
2.272328372E1,-4.407175064E0,3.308486938E-1,6.345603466E0
2.272578649E1,-4.194174767E0,1.697483063E-1,6.084603310E0
2.272828949E1,-3.990174532E0,8.379840851E-2,5.902503490E0
2.273079226E1,-3.669174433E0,2.367982864E-1,5.770503521E0
2.273329503E1,-3.310224771E0,4.667482376E-1,5.569503307E0
2.273579780E1,-2.817174673E0,5.747480392E-1,5.291553497E0
2.273830057E1,-2.532174349E0,7.907485962E-1,5.183553219E0
2.274080341E1,-2.393124342E0,9.938478470E-1,5.047503471E0
2.274330611E1,-1.949753284E0,1.157901764E0,4.665420055E0
2.274580895E1,-1.749706268E0,1.310729027E0,4.544558525E0
2.274831172E1,-1.524870157E0,1.506656170E0,4.608974934E0
2.275081449E1,-1.355964422E0,1.663275242E0,4.688804150E0
2.275331728E1,-1.103720188E0,1.778628349E0,4.722442150E0
2.275582005E1,-8.200144768E-1,1.919100761E0,4.687489033E0
2.275832282E1,-6.198036671E-1,1.989550114E0,4.711758137E0
2.276082581E1,-5.472338200E-1,2.000742435E0,4.658593655E0
2.276332858E1,-4.148709774E-1,2.014865875E0,4.509109497E0
2.276583135E1,-2.020843029E-1,1.972419262E0,4.049088001E0
2.276833412E1,-6.513452530E-2,1.896519184E0,3.922037601E0
2.277083689E1,6.191563606E-2,1.826469421E0,3.766037941E0
2.277333966E1,2.098155022E-1,1.723419189E0,3.678137779E0
2.277584243E1,2.629156113E-1,1.608519554E0,3.599087715E0
2.277834520E1,2.389156818E-1,1.419519424E0,3.560087681E0
2.278084804E1,4.309155941E-1,1.053519249E0,3.764087677E0
2.278335082E1,6.508157253E-1,6.194190979E-1,3.838037968E0
2.278585358E1,1.271245241E0,-1.060771942E-1,3.685590506E0
2.278835635E1,1.487839699E0,-8.521623611E-1,3.192347288E0
2.279085936E1,1.537406445E0,-1.371696472E0,2.748023272E0
2.279336213E1,1.581277132E0,-1.800473213E0,2.474037647E0
2.279586489E1,1.724342108E0,-2.379194260E0,2.232507229E0
2.279836766E1,1.885493279E0,-2.909218788E0,2.210062742E0
2.280087043E1,2.104875326E0,-3.360962868E0,2.332670212E0
2.280337322E1,2.164054394E0,-3.788919449E0,2.417858839E0
2.280587598E1,2.164804459E0,-4.266252518E0,2.708179474E0
2.280837875E1,2.521804571E0,-4.632252693E0,3.024229288E0
2.281088160E1,2.727754593E0,-4.728252411E0,3.196129560E0
2.281338437E1,3.246754646E0,-4.886201859E0,3.261229277E0
2.281588714E1,3.692704678E0,-4.972302437E0,3.297229528E0
2.281838991E1,3.773704529E0,-4.879302025E0,3.426229239E0
2.282089268E1,3.742804527E0,-4.838202477E0,3.706129313E0
2.282339567E1,3.941704750E0,-4.637202263E0,4.185229301E0
2.282589843E1,4.536909580E0,-4.501788139E0,4.579757690E0
2.282840120E1,4.747436047E0,-4.213981628E0,5.159262657E0
2.283090397E1,4.942790985E0,-3.954035759E0,5.732800961E0
2.283340675E1,5.296226025E0,-3.763943672E0,6.039369583E0
2.283590952E1,5.446154118E0,-3.415472984E0,6.322010517E0
2.283841229E1,5.198523521E0,-3.108302116E0,7.286347866E0
2.284091506E1,5.266242027E0,-2.896174431E0,8.054399490E0
2.284341792E1,5.383242607E0,-2.666158676E0,7.883756638E0
2.284592070E1,5.591292858E0,-2.405158997E0,7.299806595E0
2.284842346E1,5.505192757E0,-2.158108711E0,7.081855774E0
2.285092624E1,5.086242676E0,-1.866058350E0,6.882805824E0
2.285342900E1,5.057292938E0,-1.689058304E0,5.893856049E0
2.285593200E1,5.246293068E0,-1.550158501E0,4.696856022E0
2.285843454E1,5.337193012E0,-1.519108772E0,3.843806267E0
2.286093754E1,5.653243065E0,-1.359058380E0,3.390806198E0
2.286344031E1,5.947826385E0,-1.404665947E0,2.822480917E0
2.286594308E1,5.835194588E0,-1.243451118E0,2.822814465E0
2.286844585E1,5.753221512E0,-1.022530556E0,3.010637045E0
2.287094866E1,5.765221596E0,-6.944808960E-1,3.410687208E0
2.287345150E1,5.677927971E0,-3.504562378E-1,3.659939051E0
2.287595427E1,5.011331081E0,-1.617946625E-1,3.797761917E0
2.287845706E1,4.283821583E0,9.652233124E-2,4.018909454E0
2.288095983E1,3.962077379E0,3.361587524E-1,3.893988609E0
2.288346259E1,3.675516844E0,2.594604492E-1,3.348367691E0
2.288596536E1,3.413301468E0,1.697597504E-1,2.787097454E0
2.288846813E1,3.306866646E0,-1.204109192E-2,1.967319965E0
2.289097093E1,3.282821655E0,-2.934408188E-1,1.224044800E0
2.289347392E1,3.170325279E0,-4.686584473E-1,6.666464806E-1
2.289597670E1,2.897325516E0,-7.107582092E-1,-1.763536930E-1
2.289847946E1,2.643375397E0,-1.070758820E0,-1.206403613E0
2.290098223E1,2.363325357E0,-1.302659035E0,-1.778353691E0
2.290348508E1,1.954275370E0,-1.472758293E0,-2.245453835E0
2.290598777E1,1.669275284E0,-1.673758507E0,-2.764453650E0
2.290849062E1,1.570275307E0,-1.858708382E0,-3.099403858E0
2.291099339E1,1.518375397E0,-1.999708176E0,-3.391453743E0
2.291349620E1,1.352057934E0,-2.401614189E0,-4.536053181E0
2.291599897E1,1.279380798E0,-2.456865311E0,-4.728417873E0
2.291850176E1,1.278507710E0,-2.510157585E0,-5.261946678E0
2.292100453E1,1.298993587E0,-2.466102123E0,-7.065370560E0
2.292350753E1,1.070685387E0,-2.291299343E0,-9.461773872E0
2.292601028E1,7.217495441E-1,-2.158915520E0,-1.124279785E1
2.292851305E1,4.074010849E-1,-2.078919411E0,-1.289542198E1
2.293101584E1,1.733007431E-1,-2.047057152E0,-1.407397270E1
2.293351860E1,-8.995866776E-2,-2.047060490E0,-1.492791367E1
2.293602145E1,-3.349089622E-1,-2.047060490E0,-1.543086433E1
2.293852414E1,-3.559088707E-1,-2.088011265E0,-1.529391479E1
2.294102699E1,-2.389087677E-1,-2.080960751E0,-1.475286484E1
2.294352976E1,-7.600879669E-2,-2.068960667E0,-1.426191521E1
2.294603253E1,4.804134369E-2,-2.056960583E0,-1.362981415E1
2.294853530E1,3.360412121E-1,-1.930060863E0,-1.272681427E1
2.295103807E1,4.129912853E-1,-1.867960453E0,-1.152186394E1
2.295354084E1,8.639106750E-1,-2.209936142E0,-1.060746002E1
2.295604362E1,9.300174713E-1,-2.201680660E0,-1.022257423E1
2.295854662E1,1.108319759E0,-2.219551086E0,-9.616008759E0
2.296104939E1,1.370768070E0,-2.301682949E0,-8.710814476E0
2.296355216E1,1.682502031E0,-2.294613838E0,-8.002471924E0
2.296605494E1,1.986785889E0,-2.375777245E0,-7.429466248E0
2.296855771E1,2.122596502E0,-2.399786949E0,-6.921249390E0
2.297106055E1,2.321982622E0,-2.350034714E0,-6.657710075E0
2.297356335E1,2.342205048E0,-2.195696831E0,-6.462324142E0
2.297606612E1,2.390074492E0,-2.147396088E0,-6.247332096E0
2.297856889E1,2.526316643E0,-2.217414379E0,-6.294241905E0
2.298107166E1,2.620497227E0,-2.428100586E0,-6.435085773E0
2.298357443E1,2.642987013E0,-2.762707233E0,-6.282039642E0
2.298607721E1,2.442574739E0,-2.972033501E0,-6.012692451E0
2.298857998E1,2.304563046E0,-2.958516121E0,-5.717173576E0
2.299108276E1,2.186814070E0,-2.755825996E0,-5.379693985E0
2.299358576E1,1.935714245E0,-2.439926147E0,-4.931793690E0
2.299608853E1,1.686714172E0,-2.166925430E0,-4.282743454E0
2.299859130E1,1.645764112E0,-2.034925461E0,-3.733743668E0
2.300109407E1,1.717764139E0,-1.938925743E0,-3.049743652E0
2.300359684E1,1.870764256E0,-1.838875771E0,-2.367693424E0
2.300609961E1,2.109714270E0,-1.871875763E0,-1.720743537E0
2.300860245E1,2.169714212E0,-1.838875771E0,-1.260693550E0
2.301110515E1,2.245919704E0,-1.856609344E0,-7.446036339E-1
2.301360799E1,2.618328333E0,-2.026653767E0,-2.518041134E-1
2.301611078E1,2.798080683E0,-2.217487812E0,-1.868550777E-1
2.301861355E1,2.734369516E0,-2.232680798E0,-1.684641838E-1
2.302111632E1,2.642770767E0,-2.192147732E0,-2.260980606E-1
2.302361909E1,2.601669073E0,-2.161793709E0,-3.086111546E-1
2.302612210E1,2.596284628E0,-2.206516743E0,-3.695104122E-1
2.302862487E1,2.739270687E0,-2.441502094E0,-4.221260548E-1
2.303112764E1,2.924937725E0,-2.669076443E0,-3.129596710E-1
2.303363038E1,3.058996916E0,-2.808496952E0,-2.274560928E-1
2.303613315E1,3.307676315E0,-2.969215393E0,-8.112502098E-2
2.303863592E1,3.423142433E0,-3.204680443E0,-3.646540642E-2
2.304113866E1,3.421364069E0,-3.410591125E0,-1.633808613E-1
2.304364143E1,3.299814939E0,-3.525696754E0,-2.894184589E-1
2.304614420E1,3.154191017E0,-3.744429588E0,-4.770054817E-1
2.304864697E1,2.967449903E0,-3.974169731E0,-6.382055283E-1
2.305114982E1,2.703126431E0,-4.198294640E0,-8.552696705E-1
2.305365256E1,2.486433506E0,-4.499663830E0,-1.065728664E0
2.305615533E1,2.310801983E0,-4.781955719E0,-1.374210358E0
2.305865810E1,2.109393835E0,-5.004591465E0,-1.678897858E0
2.306116110E1,1.937343836E0,-5.206491947E0,-1.975897908E0
2.306366387E1,1.743393898E0,-5.452491283E0,-2.229847908E0
2.306616664E1,1.607343912E0,-5.617491245E0,-2.615947962E0
2.306866941E1,1.705443859E0,-5.740491390E0,-3.111847878E0
2.307117218E1,1.901343822E0,-5.857491970E0,-3.583898067E0
2.307367495E1,2.148393869E0,-5.888541698E0,-4.039897919E0
2.307617772E1,2.402343988E0,-5.902492046E0,-4.623847961E0
2.307868046E1,2.778679609E0,-6.052667141E0,-5.425939560E0
2.308118323E1,3.016443491E0,-6.028804302E0,-6.036111832E0
2.308368599E1,3.250898600E0,-5.991119862E0,-6.641093254E0
2.308618883E1,3.470400095E0,-5.934955120E0,-7.284564018E0
2.308869160E1,3.744167328E0,-5.981608391E0,-7.988006592E0
2.309119439E1,4.031439304E0,-5.933398724E0,-8.519559860E0
2.309369714E1,4.253647804E0,-5.970102310E0,-8.770397186E0
2.309619991E1,4.459141254E0,-5.991918087E0,-8.785806656E0
2.309870291E1,4.666247368E0,-5.981829166E0,-8.571165085E0
2.310120569E1,4.768735409E0,-6.046622276E0,-8.096420288E0
2.310370846E1,4.921735287E0,-6.089672089E0,-7.474519730E0
2.310621122E1,5.103835106E0,-6.116672516E0,-6.789469719E0
2.310871399E1,5.182735443E0,-6.130621910E0,-6.029419899E0
2.311121676E1,5.158735275E0,-6.175621986E0,-5.220469952E0
2.311371953E1,5.175835133E0,-6.180722237E0,-4.461470127E0
2.311622230E1,5.335298538E0,-6.163200378E0,-3.625568151E0
2.311872507E1,5.308298588E0,-6.146250725E0,-2.942618132E0
2.312122792E1,5.331737518E0,-6.069423199E0,-2.342470646E0
2.312373069E1,5.286928654E0,-5.982593536E0,-1.933591604E0
2.312623345E1,5.295084000E0,-5.862259865E0,-1.613255978E0
2.312873622E1,5.397813797E0,-5.763518333E0,-1.276079416E0
2.313123899E1,5.448685169E0,-5.685336113E0,-1.111969948E0
2.313374196E1,5.506639004E0,-5.505667210E0,-1.168041945E0
2.313624473E1,5.534878254E0,-5.331298351E0,-1.442370892E0
2.313874750E1,5.608210087E0,-5.224457264E0,-1.812369108E0
2.314125027E1,5.657339096E0,-5.130905628E0,-2.329357147E0
2.314375304E1,5.640013695E0,-5.017676830E0,-3.194614410E0
2.314625580E1,5.558669090E0,-4.940038204E0,-4.159138680E0
2.314875857E1,5.461467743E0,-4.870558739E0,-5.260868073E0
2.315126132E1,5.343160629E0,-4.793450356E0,-6.582432747E0
2.315376409E1,5.204260349E0,-4.815500259E0,-7.930482864E0
2.315626693E1,5.161210537E0,-4.848500252E0,-9.348432541E0
2.315876970E1,5.106160641E0,-4.975550652E0,-1.061548233E1
2.316127247E1,5.123260498E0,-5.191551208E0,-1.168348312E1
2.316377524E1,5.183260441E0,-5.456450462E0,-1.256743336E1
2.316627801E1,5.243260384E0,-5.583500862E0,-1.302748299E1
2.316878078E1,5.461210728E0,-5.912450790E0,-1.318543339E1
2.317128355E1,5.779662609E0,-6.238290310E0,-1.291363239E1
2.317378632E1,5.949667931E0,-6.594963074E0,-1.262285614E1
2.317628932E1,5.969922066E0,-6.797019005E0,-1.221974182E1
2.317879208E1,5.902227879E0,-6.964363575E0,-1.170130920E1
2.318129484E1,5.831025600E0,-7.163179874E0,-1.118126488E1
2.318379760E1,5.730610371E0,-7.239719868E0,-1.093325520E1
2.318630037E1,5.603476048E0,-7.245329857E0,-1.058368778E1
2.318880314E1,5.528341293E0,-7.238887787E0,-1.020275307E1
2.319130593E1,5.332478046E0,-7.130489826E0,-9.992275238E0
2.319380877E1,5.299872398E0,-7.155841351E0,-9.940780640E0
2.319631154E1,5.423224449E0,-7.235271931E0,-9.954666138E0
2.319881431E1,5.372125626E0,-7.283673286E0,-1.006176281E1
2.320131708E1,5.320095539E0,-7.261820316E0,-1.013094425E1
2.320381984E1,5.489596844E0,-7.347112656E0,-9.981118202E0
2.320632261E1,5.755167484E0,-7.564620018E0,-9.476620674E0
2.320882538E1,5.861682415E0,-7.650841713E0,-8.932870865E0
2.321132817E1,5.990210056E0,-7.743690491E0,-8.431899071E0
2.321383094E1,6.175310135E0,-7.760641098E0,-7.971848965E0
2.321633371E1,6.412310123E0,-7.942740440E0,-7.614848614E0
2.321883671E1,6.525259972E0,-8.090641022E0,-7.159898758E0
2.322133948E1,6.508310318E0,-8.107740402E0,-6.302948952E0
2.322384225E1,6.362210274E0,-8.081641197E0,-5.236898422E0
2.322634502E1,6.031310081E0,-8.011740685E0,-4.074848652E0
2.322884779E1,5.729210377E0,-7.925641060E0,-3.107948542E0
2.323135063E1,5.313486099E0,-7.389632225E0,-2.030603170E0
2.323385340E1,5.360186577E0,-7.306168556E0,-1.189994812E0
2.323635620E1,4.859227657E0,-7.290960312E0,9.426927567E-2
2.323885897E1,4.265855789E0,-7.172237396E0,1.140879989E0
2.324136172E1,4.199146748E0,-7.008821487E0,2.117037058E0
2.324386449E1,4.212984562E0,-6.961194992E0,2.957072258E0
2.324636726E1,4.023069382E0,-6.976254463E0,3.564183235E0
2.324887003E1,3.980019331E0,-6.964254379E0,3.555183411E0
2.325137282E1,3.901534081E0,-6.901179314E0,3.688441753E0
2.325387558E1,3.808006048E0,-6.787692070E0,4.242074490E0
2.325637857E1,3.553470850E0,-6.683485985E0,4.775574684E0
2.325888135E1,3.317634821E0,-6.565757751E0,5.430991173E0
2.326138411E1,2.931801796E0,-6.493865013E0,6.081592560E0
2.326388687E1,2.329704523E0,-6.387108803E0,6.827396870E0
2.326638964E1,1.903704405E0,-6.284058571E0,7.581447124E0
2.326889249E1,1.721754551E0,-6.279109001E0,8.135396004E0
2.327139526E1,1.148754358E0,-6.444108963E0,8.879396439E0
2.327389803E1,3.980445862E-2,-6.849108696E0,1.010849667E1
2.327640080E1,-1.169195652E0,-7.211058617E0,1.088249683E1
2.327890356E1,-2.364245892E0,-7.635108948E0,1.115549660E1
2.328140634E1,-3.770195484E0,-8.104158401E0,1.156439686E1
2.328390910E1,-5.904435635E0,-8.185557365E0,1.301700020E1
2.328641187E1,-6.654900551E0,-8.592964172E0,1.390863228E1
2.328891465E1,-7.068326950E0,-8.884901047E0,1.435853958E1
2.329141765E1,-7.704909325E0,-9.196756363E0,1.441875076E1
2.329392043E1,-7.925275803E0,-9.426108360E0,1.417752838E1
2.329642320E1,-8.021496773E0,-9.764203072E0,1.323934937E1
2.329892596E1,-8.519229889E0,-9.851619720E0,1.273685455E1
2.330142873E1,-9.114366531E0,-9.642176628E0,1.239384842E1
2.330393157E1,-1.000328445E1,-9.584739685E0,1.226331615E1
2.330643428E1,-1.071888161E1,-9.514023781E0,1.193958855E1
2.330893713E1,-1.172551155E1,-9.394819260E0,1.182878494E1
2.331143990E1,-1.206751060E1,-8.877769470E0,1.123478508E1
2.331394267E1,-1.292955971E1,-8.364768982E0,1.020578480E1
2.331644544E1,-1.422751045E1,-7.677768707E0,8.933784485E0
2.331894820E1,-1.547056007E1,-6.908868790E0,7.431834698E0
2.332145097E1,-1.589446068E1,-6.046818733E0,5.091834545E0
2.332395374E1,-1.562145996E1,-4.913868904E0,2.097834110E0
2.332645651E1,-1.513545990E1,-3.941868782E0,-2.703216314E0
2.332895951E1,-1.477927208E1,-3.093355179E0,-1.115198898E1
2.333146228E1,-1.329614258E1,-2.675356865E0,-2.391464615E1
2.333396505E1,-1.163070297E1,-1.809113503E0,-2.405409622E1
2.333646783E1,-1.119144535E1,-9.495687485E-1,-1.948009300E1
2.333897068E1,-1.101459217E1,-5.256271362E-2,-1.772792816E1
2.334147337E1,-1.093693733E1,8.212471008E-1,-1.553979683E1
2.334397621E1,-1.090487862E1,1.413645744E0,-1.318288136E1
2.334647898E1,-1.040380287E1,1.801419258E0,-1.116223049E1
2.334898175E1,-9.669572830E0,2.224658489E0,-9.240412712E0
2.335148452E1,-9.073440552E0,2.998799801E0,-7.412147522E0
2.335398729E1,-8.496557236E0,3.556907654E0,-5.543312073E0
2.335649006E1,-8.000507355E0,3.889907360E0,-3.567361832E0
2.335899283E1,-7.298507214E0,4.376957417E0,-1.793311834E0
2.336149560E1,-6.460607052E0,4.629857540E0,-4.013118148E-1
2.336399837E1,-5.615506649E0,4.589957714E0,1.108738303E0
2.336650137E1,-4.506556988E0,4.562957764E0,2.526688576E0
2.336900414E1,-3.507556915E0,4.689857483E0,3.987688541E0
2.337150691E1,-3.078557014E0,4.893857479E0,5.386738300E0
2.337400968E1,-3.266792536E0,5.259358406E0,6.734233856E0
2.337651253E1,-3.429455042E0,5.506776333E0,7.305159569E0
2.337901528E1,-2.957224846E0,5.444837570E0,7.449180126E0
2.338151805E1,-2.466027498E0,5.307496548E0,7.356102467E0
2.338402082E1,-1.556408644E0,5.106633186E0,7.147908211E0
2.338652359E1,-7.808589935E-1,5.080370426E0,6.946185589E0
2.338902634E1,-1.904640198E-1,5.070916176E0,6.730232716E0
2.339152911E1,4.894783497E-1,5.067780495E0,6.774055481E0
2.339403188E1,9.835171700E-1,5.057167530E0,6.798867702E0
2.339653463E1,1.493524313E0,5.013707161E0,6.613986492E0
2.339903740E1,2.362320662E0,4.896594524E0,5.887645245E0
2.340154040E1,3.397992849E0,4.484781265E0,5.031429291E0
2.340404317E1,4.490384102E0,4.157866478E0,4.768710136E0
2.340654595E1,5.402331352E0,4.020921230E0,4.807322025E0
2.340904872E1,6.129323959E0,3.751627922E0,4.644605160E0
2.341155150E1,6.536687851E0,3.568640709E0,4.335556984E0
2.341405435E1,7.138787746E0,3.315590382E0,3.940606833E0
2.341655704E1,7.653737545E0,3.140690327E0,3.464656830E0
2.341905989E1,7.691687584E0,3.082640648E0,3.226606607E0
2.342156266E1,7.504787922E0,3.149690628E0,2.918656826E0
2.342406543E1,6.814787865E0,3.346640587E0,2.819656610E0
2.342656820E1,5.725787640E0,3.602690697E0,3.030556679E0
