"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.593288693E1,7.762500286E0,1.730625153E1,-3.420000076E1
1.595289349E1,8.737500191E0,1.815000153E1,-3.339375305E1
1.597289414E1,7.875000477E0,1.905000114E1,-3.271875000E1
1.599289041E1,6.525000095E0,1.882500076E1,-3.341250229E1
1.601289413E1,5.287500381E0,1.908750153E1,-3.050625038E1
1.603289389E1,4.987500191E0,1.963125038E1,-2.960625076E1
1.605288956E1,4.443750381E0,2.128125000E1,-2.964375114E1
1.607289307E1,3.300000191E0,2.227500153E1,-2.964375114E1
1.609289188E1,1.218750000E0,2.231250000E1,-2.814375114E1
1.611288612E1,3.750000149E-2,2.330625153E1,-2.696250153E1
1.613288981E1,-6.187500358E-1,2.347500038E1,-2.746875191E1
1.615288895E1,-6.750000119E-1,2.411250114E1,-2.848125076E1
1.617288428E1,-1.743750095E0,2.418750191E1,-2.868750191E1
1.619288759E1,-2.043750048E0,2.445000076E1,-2.767500114E1
1.621288520E1,-1.575000048E0,2.371875000E1,-2.816250038E1
1.623289159E1,-2.025000095E0,2.426250076E1,-2.919375038E1
1.625289302E1,-2.531250000E0,2.398125076E1,-2.797500038E1
1.627288960E1,-3.712500095E0,2.386875153E1,-2.808750153E1
1.629289380E1,-3.787500143E0,2.431875038E1,-2.859375191E1
1.631289216E1,-5.493750095E0,2.326875114E1,-2.716875076E1
1.633288760E1,-5.287500381E0,2.345625114E1,-2.788125038E1
1.635289143E1,-5.943750381E0,2.371875000E1,-2.827500153E1
1.637289058E1,-6.243750095E0,2.343750000E1,-2.857500076E1
1.639288551E1,-5.887500286E0,2.315625000E1,-2.786250114E1
1.641288807E1,-5.606250286E0,2.362500000E1,-2.696250153E1
1.643288691E1,-5.643750191E0,2.272500038E1,-2.615625191E1
1.645289350E1,-3.618750095E0,2.377500153E1,-2.827500153E1
1.647289433E1,-1.837500095E0,2.298750114E1,-2.956875038E1
1.649289111E1,-3.750000149E-2,2.135625076E1,-2.943750191E1
1.651289463E1,1.312500000E0,2.028750038E1,-3.073125076E1
1.653289426E1,2.325000048E0,2.049375153E1,-3.204375076E1
1.655288990E1,1.725000024E0,2.028750038E1,-3.144375038E1
1.657289328E1,4.500000179E-1,1.961250114E1,-3.153750038E1
1.659289219E1,8.250000477E-1,1.880625153E1,-3.232500076E1
1.661288602E1,-3.937500119E-1,1.535625076E1,-3.288750076E1
1.663288952E1,-2.250000089E-1,1.380000019E1,-3.346875000E1
1.665288871E1,3.937500119E-1,1.132500076E1,-3.453750229E1
1.667288376E1,3.750000238E0,9.018750191E0,-3.429375076E1
1.669288763E1,5.906250000E0,8.681250572E0,-3.538125229E1
1.671288546E1,5.418750286E0,8.137500763E0,-3.547500229E1
1.673289189E1,5.118750095E0,8.118750572E0,-3.487500000E1
1.675289307E1,5.400000095E0,7.950000286E0,-3.506250000E1
1.677288966E1,6.375000477E0,7.050000191E0,-3.596250153E1
1.679289408E1,5.831250191E0,5.831250191E0,-3.564375305E1
1.681289247E1,5.625000000E0,5.475000381E0,-3.513750076E1
1.683288779E1,6.168750286E0,6.487500191E0,-3.585000229E1
1.685289159E1,6.243750095E0,6.393750191E0,-3.555000305E1
1.687289023E1,5.775000095E0,7.762500286E0,-3.487500000E1
1.689288546E1,6.018750191E0,8.887500763E0,-3.549375153E1
1.691288812E1,5.737500191E0,9.975000381E0,-3.459375000E1
1.693288693E1,4.593750000E0,1.198125076E1,-3.403125000E1
1.695289340E1,3.712500095E0,1.618125153E1,-3.328125000E1
1.697289413E1,1.481250048E0,1.863750076E1,-3.101250076E1
1.699289072E1,1.312500000E0,2.066250038E1,-2.973750114E1
1.701289510E1,1.443750024E0,2.268750000E1,-2.896875191E1
1.703289447E1,9.562500119E-1,2.332500076E1,-2.836875153E1
1.705288960E1,7.687500119E-1,2.313750076E1,-2.887500191E1
1.707289322E1,1.875000000E-1,2.340000153E1,-2.866875076E1
1.709289187E1,-3.750000149E-2,2.394375038E1,-2.686875153E1
1.711288707E1,-4.125000238E-1,2.495625114E1,-2.628750038E1
1.713289031E1,-1.556250095E0,2.640000153E1,-2.610000038E1
1.715288861E1,-2.625000000E0,2.711250114E1,-2.531250191E1
1.717289482E1,-3.525000095E0,2.673750114E1,-2.450625038E1
1.719289594E1,-4.181250095E0,2.782500076E1,-2.431875038E1
1.721289234E1,-4.706250191E0,2.743125153E1,-2.341875076E1
1.723289643E1,-5.868750095E0,2.806875038E1,-2.332500076E1
1.725289587E1,-5.362500191E0,2.861250114E1,-2.343750000E1
1.727289089E1,-5.493750095E0,2.788125038E1,-2.251875114E1
1.729289435E1,-5.775000095E0,2.806875038E1,-2.270625114E1
1.731289290E1,-6.075000286E0,2.750625038E1,-2.321250153E1
1.733288824E1,-6.956250191E0,2.720625114E1,-2.311875153E1
1.735289154E1,-7.331250191E0,2.709375191E1,-2.390625000E1
1.737289028E1,-7.725000381E0,2.681250191E1,-2.441250038E1
1.739288514E1,-8.737500191E0,2.587500191E1,-2.358750153E1
1.741288853E1,-8.362500191E0,2.570625114E1,-2.289375114E1
1.743288710E1,-8.831250191E0,2.568750191E1,-2.368125153E1
1.745289324E1,-7.987500191E0,2.497500038E1,-2.388750076E1
1.747289416E1,-6.975000381E0,2.499375153E1,-2.488125038E1
1.749289100E1,-6.375000477E0,2.463750076E1,-2.557500076E1
1.751289572E1,-4.218750000E0,2.413125038E1,-2.698125076E1
1.753289342E1,-9.937500358E-1,2.356875038E1,-2.797500038E1
1.755288783E1,1.162500024E0,2.323125076E1,-2.896875191E1
1.757289027E1,2.193750143E0,2.150625038E1,-2.904375076E1
1.759288820E1,2.193750143E0,2.113125038E1,-2.983125114E1
1.761288258E1,2.118750095E0,2.169375038E1,-2.985000038E1
1.763288560E1,1.406250000E0,2.056875038E1,-3.003750038E1
1.765288413E1,1.387500048E0,1.880625153E1,-3.110625076E1
1.767287949E1,1.275000095E0,1.668750000E1,-3.258750153E1
1.769288321E1,5.250000358E-1,1.325625038E1,-3.384375000E1
1.771288208E1,2.925000191E0,1.111875057E1,-3.461250305E1
1.773288789E1,5.756250381E0,1.089375019E1,-3.481875229E1
1.775289296E1,5.718750000E0,9.975000381E0,-3.408750153E1
1.777288984E1,6.075000286E0,8.887500763E0,-3.346875000E1
1.779289542E1,7.012500286E0,7.537500381E0,-3.406875229E1
1.781289504E1,7.162500381E0,6.243750095E0,-3.292500305E1
1.783288855E1,7.031250477E0,6.075000286E0,-3.241875076E1
1.785289077E1,8.062500000E0,6.637500286E0,-3.343125153E1
1.787289049E1,8.081250191E0,5.268750191E0,-3.200625229E1
1.789288551E1,8.081250191E0,4.331250191E0,-3.309375000E1
1.791288793E1,8.493750572E0,4.443750381E0,-3.391875076E1
1.793288740E1,8.362500191E0,4.162500381E0,-3.309375000E1
1.795289380E1,8.606250763E0,6.018750191E0,-3.292500305E1
1.797289468E1,9.637500763E0,6.956250191E0,-3.354375076E1
1.799289137E1,8.043750763E0,9.412500381E0,-3.016875076E1
1.801289460E1,7.106250286E0,1.040625000E1,-3.026250076E1
1.803289423E1,7.012500286E0,1.481250095E1,-3.033750153E1
1.805288973E1,5.625000000E0,1.533750057E1,-2.853750038E1
1.807289303E1,6.131250381E0,1.738125038E1,-2.746875191E1
1.809289253E1,6.318750381E0,1.803750038E1,-2.606250191E1
1.811288647E1,5.718750000E0,1.644375038E1,-2.664375114E1
1.813289005E1,5.456250191E0,1.773750114E1,-2.686875153E1
1.815288891E1,5.681250095E0,1.921875000E1,-2.647500038E1
1.817288405E1,4.537500381E0,1.818750000E1,-2.456250191E1
1.819288731E1,4.293750286E0,1.955625153E1,-2.497500038E1
1.821288511E1,3.131250143E0,2.062500000E1,-2.450625038E1
1.823289136E1,2.718750000E0,2.006250000E1,-2.428125191E1
1.825289264E1,1.162500024E0,1.985625076E1,-2.428125191E1
1.827288937E1,1.068750024E0,1.985625076E1,-2.458125114E1
1.829289390E1,3.375000060E-1,1.946250153E1,-2.328750038E1
1.831289200E1,-8.250000477E-1,1.935000038E1,-2.328750038E1
1.833288779E1,-4.312500060E-1,1.916250038E1,-2.358750153E1
1.835289164E1,-5.812500119E-1,1.963125038E1,-2.439375114E1
1.837289060E1,-2.381250143E0,1.996875000E1,-2.278125000E1
1.839288548E1,-3.262500048E0,1.938750076E1,-2.308125114E1
1.841288794E1,-3.581250191E0,1.863750076E1,-2.296875000E1
1.843288709E1,-4.331250191E0,1.880625153E1,-2.358750153E1
1.845289337E1,-4.950000286E0,1.768125153E1,-2.345625114E1
1.847289421E1,-4.275000095E0,1.659375000E1,-2.415000153E1
1.849289085E1,-3.731250048E0,1.513125038E1,-2.452500153E1
1.851289426E1,-3.150000095E0,1.515000057E1,-2.422500038E1
1.853289387E1,-1.968750119E0,1.425000095E1,-2.561250114E1
1.855288977E1,-1.181250095E0,1.372500038E1,-2.651250076E1
1.857289328E1,-3.750000149E-2,1.301250076E1,-2.619375038E1
1.859289202E1,3.431250095E0,1.151250076E1,-2.677500153E1
1.861288582E1,4.987500191E0,1.044375038E1,-2.765625191E1
1.863288982E1,7.256250381E0,1.040625000E1,-2.825625038E1
1.865288862E1,7.031250477E0,9.487500191E0,-2.855625153E1
1.867288378E1,6.918750286E0,8.831250191E0,-2.853750038E1
1.869288709E1,5.775000095E0,8.906250000E0,-2.915625191E1
1.871288484E1,4.931250095E0,6.581250191E0,-2.951250076E1
1.873289111E1,3.281250238E0,5.437500000E0,-3.061875153E1
1.875289247E1,1.987500072E0,3.656250238E0,-3.148125076E1
1.877288939E1,3.150000095E0,9.375000000E-2,-3.103125191E1
1.879289378E1,5.062500000E0,-1.050000072E0,-3.050625038E1
1.881289218E1,6.900000095E0,-1.556250095E0,-3.069375038E1
1.883288810E1,6.168750286E0,-2.868750095E0,-3.018750191E1
1.885289216E1,5.981250286E0,-3.056250095E0,-3.037500191E1
1.887289092E1,5.981250286E0,-4.312500000E0,-2.814375114E1
1.889288607E1,5.625000000E0,-6.806250095E0,-2.780625153E1
1.891288848E1,5.737500191E0,-7.087500095E0,-2.851875114E1
1.893288719E1,6.337500095E0,-6.881250381E0,-2.900625038E1
1.895289357E1,5.812500000E0,-8.381250381E0,-2.898750114E1
1.897289424E1,6.093750477E0,-8.287500381E0,-2.898750114E1
1.899289068E1,6.993750095E0,-8.531250000E0,-2.988750076E1
1.901289414E1,6.525000095E0,-8.268750191E0,-3.000000191E1
1.903289387E1,7.931250095E0,-7.312500477E0,-3.080625153E1
1.905288906E1,8.512500763E0,-6.131250381E0,-3.365625000E1
1.907289261E1,8.268750191E0,-3.825000048E0,-3.288750076E1
1.909289146E1,8.475000381E0,-9.750000238E-1,-3.463125229E1
1.911288570E1,9.956250191E0,2.531250000E0,-3.579375076E1
1.913288931E1,1.280625057E1,3.712500095E0,-3.519375229E1
1.915288815E1,1.595625019E1,5.268750191E0,-3.461250305E1
1.917289456E1,1.548750019E1,5.231250286E0,-3.541875076E1
1.919289570E1,1.462500095E1,5.681250095E0,-3.581250000E1
1.921289200E1,1.481250095E1,8.812500000E0,-3.676875305E1
1.923289681E1,1.507500076E1,1.010625076E1,-3.759375000E1
1.925289587E1,1.312500095E1,1.033125019E1,-3.740625000E1
1.927289126E1,1.228125095E1,1.158750057E1,-3.783750153E1
1.929289465E1,1.096875000E1,1.275000095E1,-3.815625000E1
1.931289335E1,9.543750763E0,1.400625038E1,-3.847500229E1
1.933288814E1,8.418750763E0,1.582500076E1,-3.870000076E1
1.935289151E1,7.162500381E0,1.653750038E1,-3.841875076E1
1.937289014E1,5.475000381E0,1.546875095E1,-3.840000153E1
1.939288502E1,6.356250286E0,1.558125019E1,-3.840000153E1
1.941288843E1,5.643750191E0,1.713750076E1,-3.933750153E1
1.943288716E1,5.437500000E0,1.685625076E1,-3.952500153E1
1.945289298E1,4.762500286E0,1.655625153E1,-3.982500076E1
1.947289368E1,3.881250143E0,1.681875038E1,-4.003125000E1
1.949289017E1,2.793750048E0,1.614375114E1,-3.982500076E1
1.951289472E1,2.943750143E0,1.668750000E1,-4.104375076E1
1.953289386E1,3.037500143E0,1.687500000E1,-4.053750229E1
1.955288929E1,4.443750381E0,1.571250057E1,-3.971250153E1
1.957289291E1,6.018750191E0,1.631250000E1,-3.961875153E1
1.959289162E1,8.006250381E0,1.736250114E1,-3.982500076E1
1.961288652E1,7.556250095E0,1.663125038E1,-3.841875076E1
1.963289030E1,8.118750572E0,1.443750095E1,-3.948750305E1
1.965288945E1,1.111875057E1,1.404375076E1,-3.937500000E1
1.967288427E1,1.406250095E1,1.218750095E1,-3.772500229E1
1.969288766E1,1.605000114E1,1.021875000E1,-3.750000000E1
1.971288627E1,1.610625076E1,9.562500000E0,-3.688125229E1
1.973289075E1,1.561875057E1,8.812500000E0,-3.718125153E1
1.975289026E1,1.552500057E1,7.800000191E0,-3.826875305E1
1.977288617E1,1.563750076E1,6.412500381E0,-4.055625153E1
1.979289020E1,1.500000095E1,3.918750048E0,-4.123125076E1
1.981288878E1,1.406250095E1,5.625000000E-1,-4.269375229E1
1.983289497E1,1.344375038E1,-1.462500095E0,-4.346250153E1
1.985289606E1,1.603125000E1,-5.062500000E0,-4.130625153E1
1.987289248E1,1.871250153E1,-5.812500000E0,-3.976875305E1
1.989289642E1,1.936875153E1,-6.543750286E0,-3.956250000E1
1.991289550E1,1.946250153E1,-6.993750095E0,-4.014375305E1
1.993289136E1,1.942500114E1,-7.631250381E0,-3.933750153E1
1.995289534E1,1.981875038E1,-8.568750381E0,-3.973125076E1
1.997289473E1,1.846875000E1,-1.014375019E1,-3.819375229E1
1.999289001E1,1.908750153E1,-9.862500191E0,-3.900000000E1
2.001289340E1,2.028750038E1,-8.737500191E0,-3.952500153E1
2.003289116E1,2.058750153E1,-9.000000000E0,-3.991875076E1
2.005288567E1,2.116875076E1,-8.437500000E0,-3.922500229E1
2.007288832E1,2.124375153E1,-5.943750381E0,-3.995625305E1
2.009288654E1,2.109375000E1,-3.825000048E0,-3.948750305E1
2.011288301E1,2.068125153E1,1.743750095E0,-4.027500153E1
2.013288597E1,1.950000000E1,5.493750095E0,-3.993750000E1
2.015288602E1,1.850625038E1,9.806250572E0,-3.909375000E1
2.017288199E1,1.895625114E1,1.220625019E1,-3.823125076E1
2.019288600E1,2.094375038E1,1.548750019E1,-3.686250305E1
2.021288421E1,1.929375076E1,1.608750153E1,-3.637500000E1
2.023289168E1,1.689375114E1,1.741875076E1,-3.669375229E1
2.025289305E1,1.719375038E1,1.852500153E1,-3.590625000E1
2.027288946E1,1.633125114E1,1.989375114E1,-3.491250229E1
2.029289385E1,1.556250095E1,2.051250076E1,-3.463125229E1
2.031289231E1,1.380000019E1,2.295000076E1,-3.558750153E1
2.033288759E1,1.224375057E1,2.364375114E1,-3.489375305E1
2.035289134E1,1.147500038E1,2.465625191E1,-3.450000000E1
2.037289056E1,1.010625076E1,2.516250038E1,-3.421875000E1
2.039288574E1,9.750000000E0,2.553750038E1,-3.472500229E1
2.041288804E1,8.306250572E0,2.632500076E1,-3.463125229E1
2.043288688E1,8.325000763E0,2.632500076E1,-3.523125076E1
2.045289318E1,7.856250286E0,2.484375191E1,-3.380625153E1
2.047289422E1,7.200000286E0,2.510625076E1,-3.461250305E1
2.049289078E1,5.475000381E0,2.606250191E1,-3.504375076E1
2.051289451E1,5.268750191E0,2.523750114E1,-3.553125000E1
2.053289393E1,4.106250286E0,2.557500076E1,-3.513750076E1
2.055288951E1,3.412500143E0,2.574375153E1,-3.513750076E1
2.057289322E1,2.906250000E0,2.435625076E1,-3.551250076E1
2.059289210E1,3.581250191E0,2.381250000E1,-3.581250000E1
2.061288614E1,5.081250191E0,2.467500114E1,-3.622500229E1
2.063288977E1,6.881250381E0,2.398125076E1,-3.470625305E1
2.065288835E1,8.268750191E0,2.355000114E1,-3.620625305E1
2.067288335E1,1.035000038E1,2.203125000E1,-3.536250305E1
2.069288698E1,1.306875038E1,2.090625000E1,-3.545625305E1
2.071288489E1,1.623750114E1,1.989375114E1,-3.502500153E1
2.073289147E1,1.736250114E1,1.880625153E1,-3.429375076E1
2.075289296E1,1.753125000E1,1.734375000E1,-3.508125305E1
2.077288961E1,1.704375076E1,1.696875000E1,-3.517500305E1
2.079289404E1,1.698750114E1,1.648125076E1,-3.738750076E1
2.081289259E1,1.608750153E1,1.434375095E1,-3.856875229E1
2.083288828E1,1.438125038E1,1.126875019E1,-3.993750000E1
2.085289196E1,1.385625076E1,8.943750381E0,-4.121250153E1
2.087289050E1,1.415625095E1,4.912500381E0,-4.125000000E1
2.089288580E1,1.621875000E1,3.112500191E0,-3.980625153E1
2.091288805E1,2.038125038E1,2.381250143E0,-3.958125305E1
2.093288671E1,2.021250153E1,3.750000000E-1,-3.885000229E1
2.095289355E1,2.021250153E1,4.687500298E-1,-3.885000229E1
2.097289434E1,2.008125114E1,-9.187500477E-1,-3.873750305E1
2.099289081E1,1.996875000E1,-2.118750095E0,-3.892500305E1
2.101289412E1,2.075625038E1,-1.912500024E0,-3.901875305E1
2.103289361E1,2.094375038E1,-1.893750072E0,-3.892500305E1
2.105288939E1,2.131875038E1,-2.531250000E0,-3.911250305E1
2.107289282E1,2.043750000E1,-2.100000143E0,-3.860625076E1
2.109289218E1,2.154375076E1,-8.625000119E-1,-3.853125000E1
2.111288634E1,2.178750038E1,8.625000119E-1,-3.896250153E1
2.113288982E1,2.116875076E1,3.881250143E0,-3.819375229E1
2.115288894E1,2.047500038E1,7.743750095E0,-3.735000229E1
2.117288395E1,1.912500000E1,1.203750038E1,-3.751875305E1
2.119288758E1,1.925625038E1,1.736250114E1,-3.699375153E1
2.121288534E1,1.957500076E1,1.996875000E1,-3.562500000E1
2.123289170E1,1.936875153E1,2.126250076E1,-3.333750153E1
2.125289290E1,1.824375153E1,2.214375114E1,-3.444375229E1
2.127288921E1,1.659375000E1,2.340000153E1,-3.346875000E1
2.129289371E1,1.678125000E1,2.413125038E1,-3.247500229E1
2.131289220E1,1.730625153E1,2.655000114E1,-3.120000076E1
2.133288779E1,1.576875019E1,2.696250153E1,-3.221250153E1
2.135289183E1,1.361250019E1,2.793750191E1,-3.082500076E1
2.137289068E1,1.291875076E1,2.791875076E1,-3.041250038E1
2.139288597E1,1.160625076E1,3.009375191E1,-3.024375153E1
2.141288863E1,1.093125057E1,3.063750076E1,-2.966250038E1
2.143288717E1,9.956250191E0,3.088125038E1,-2.926875114E1
2.145289378E1,9.262500763E0,3.088125038E1,-2.947500038E1
2.147289482E1,8.681250572E0,3.020625114E1,-2.996250153E1
2.149289071E1,9.018750191E0,3.105000114E1,-3.048750114E1
2.151289456E1,9.337500572E0,3.170625114E1,-3.129375076E1
2.153289412E1,7.031250477E0,3.026250076E1,-3.046875191E1
2.155288949E1,6.843750477E0,3.071250153E1,-3.007500076E1
2.157289292E1,5.981250286E0,3.097500038E1,-3.048750114E1
2.159289166E1,5.306250095E0,3.067500114E1,-3.088125038E1
2.161288678E1,6.393750191E0,3.061875153E1,-3.187500191E1
2.163289032E1,6.187500477E0,3.078750038E1,-3.118125153E1
2.165288905E1,8.062500000E0,3.011250114E1,-2.915625191E1
2.167289526E1,8.756250381E0,3.058125114E1,-2.896875191E1
2.169289621E1,9.843750000E0,2.988750076E1,-2.975625038E1
2.171289261E1,1.158750057E1,2.889375114E1,-3.033750153E1
2.173289709E1,1.475625038E1,2.741250038E1,-2.990625191E1
2.175289633E1,1.732500076E1,2.527500153E1,-2.996250153E1
2.177289165E1,1.818750000E1,2.418750191E1,-3.005625153E1
2.179289498E1,1.818750000E1,2.428125191E1,-3.005625153E1
2.181289363E1,1.861875153E1,2.437500191E1,-3.116250038E1
2.183288840E1,1.854375076E1,2.171250153E1,-3.131250191E1
2.185289161E1,1.777500153E1,2.011875153E1,-3.341250229E1
2.187289046E1,1.648125076E1,1.693125153E1,-3.618750000E1
2.189288524E1,1.625625038E1,1.434375095E1,-3.776250076E1
2.191288867E1,1.910625076E1,1.250625038E1,-3.671250153E1
2.193288740E1,2.206875038E1,1.110000038E1,-3.517500305E1
2.195289396E1,2.173125076E1,8.906250000E0,-3.232500076E1
2.197289480E1,2.266875076E1,8.643750191E0,-3.423750305E1
2.199288936E1,2.362500000E1,8.568750381E0,-3.414375305E1
2.201289305E1,2.351250076E1,6.918750286E0,-3.472500229E1
2.203289220E1,2.347500038E1,5.793750286E0,-3.459375000E1
2.205288887E1,2.334375000E1,5.062500000E0,-3.438750076E1
2.207289136E1,2.420625114E1,5.362500191E0,-3.318750000E1
2.209288932E1,2.441250038E1,5.925000191E0,-3.309375000E1
2.211288522E1,2.454375076E1,7.031250477E0,-3.311250305E1
2.213289065E1,2.471250153E1,7.237500191E0,-3.180000114E1
2.215288782E1,2.415000153E1,8.775000572E0,-3.112500191E1
2.217288134E1,2.304375076E1,1.252500057E1,-2.947500038E1
2.219288385E1,2.240625000E1,1.518750095E1,-2.840625191E1
2.221288295E1,2.049375153E1,1.901250076E1,-2.615625191E1
2.223288971E1,2.079375076E1,2.077500153E1,-2.486250114E1
2.225289077E1,1.985625076E1,2.225625038E1,-2.056875038E1
2.227288664E1,1.910625076E1,2.323125076E1,-2.017500114E1
2.229289112E1,1.768125153E1,2.394375038E1,-2.139375114E1
2.231289079E1,1.726875114E1,2.411250114E1,-2.038125038E1
2.233288525E1,1.657500076E1,2.475000191E1,-1.880625153E1
2.235288805E1,1.595625019E1,2.456250191E1,-1.818750000E1
2.237288818E1,1.530000019E1,2.527500153E1,-1.839375114E1
2.239288406E1,1.475625038E1,2.664375114E1,-1.841250038E1
2.241288725E1,1.374375057E1,2.662500191E1,-1.711875153E1
2.243288680E1,1.314375019E1,2.615625191E1,-1.700625038E1
2.245289349E1,1.273125076E1,2.623125076E1,-1.621875000E1
2.247289486E1,1.209375095E1,2.703750038E1,-1.702500153E1
2.249289132E1,1.136250019E1,2.602500153E1,-1.631250000E1
2.251289479E1,1.170000076E1,2.638125038E1,-1.751250076E1
2.253289419E1,1.186875057E1,2.566875076E1,-1.730625153E1
2.255288965E1,1.125000000E1,2.473125076E1,-1.659375000E1
2.257289329E1,1.076250076E1,2.433750153E1,-1.768125153E1
2.259289195E1,1.051875019E1,2.516250038E1,-1.820625114E1
2.261288588E1,9.525000572E0,2.366250038E1,-1.940625000E1
2.263288948E1,9.806250572E0,2.321250153E1,-1.929375076E1
2.265288815E1,9.693750381E0,2.218125153E1,-1.987500000E1
2.267288327E1,1.065000057E1,2.203125000E1,-1.927500153E1
2.269288707E1,1.108125019E1,2.259375000E1,-2.028750038E1
2.271288486E1,1.145625019E1,2.167500114E1,-2.077500153E1
2.273289138E1,1.278750038E1,2.079375076E1,-1.974375153E1
2.275289295E1,1.374375057E1,1.878750038E1,-2.143125153E1
2.277288948E1,1.625625038E1,1.801875114E1,-2.090625000E1
2.279289398E1,1.708125114E1,1.777500153E1,-1.970625114E1
2.281289229E1,1.841250038E1,1.586250019E1,-2.036250114E1
2.283288779E1,1.803750038E1,1.567500019E1,-2.086875153E1
2.285289171E1,1.719375038E1,1.381875038E1,-2.043750000E1
2.287289048E1,1.790625000E1,1.290000057E1,-2.244375038E1
2.289288601E1,1.723125076E1,1.213125038E1,-2.403750038E1
2.291288843E1,1.653750038E1,1.010625076E1,-2.531250191E1
2.293288707E1,1.623750114E1,8.606250763E0,-2.651250076E1
2.295289376E1,1.790625000E1,6.450000286E0,-2.536875153E1
2.297289445E1,2.010000038E1,5.775000095E0,-2.394375038E1
2.299289099E1,2.122500038E1,5.250000000E0,-2.231250000E1
2.301289420E1,2.124375153E1,4.781250000E0,-2.362500000E1
2.303289397E1,2.058750153E1,2.756250143E0,-2.338125038E1
2.305288951E1,2.053125000E1,1.837500095E0,-2.197500038E1
2.307289307E1,2.064375114E1,7.312500477E-1,-2.336250114E1
2.309289194E1,1.951875114E1,-3.000000119E-1,-2.274375153E1
2.311288603E1,2.041875076E1,-3.750000000E-1,-2.345625114E1
2.313288984E1,2.088750076E1,9.375000000E-2,-2.255625153E1
2.315288843E1,2.103750038E1,-1.631250024E0,-2.191875076E1
2.317288305E1,2.103750038E1,-9.937500358E-1,-2.141250038E1
2.319288713E1,2.218125153E1,1.237500072E0,-2.246250153E1
2.321288516E1,2.171250153E1,1.312500000E0,-2.287500000E1
2.323289164E1,2.146875000E1,2.962500095E0,-2.328750038E1
2.325289262E1,2.034375000E1,6.243750095E0,-2.182500076E1
2.327288916E1,2.066250038E1,8.531250000E0,-2.388750076E1
2.329289388E1,2.068125153E1,1.177500057E1,-2.131875038E1
2.331289240E1,2.150625038E1,1.363125038E1,-2.083125114E1
2.333288793E1,2.002500153E1,1.378125095E1,-2.053125000E1
2.335289182E1,1.940625000E1,1.468125057E1,-2.176875114E1
2.337289038E1,1.863750076E1,1.651875114E1,-2.058750153E1
2.339288543E1,1.897500038E1,1.743750000E1,-2.130000114E1
2.341288804E1,1.786875153E1,1.897500038E1,-2.193750000E1
2.343288720E1,1.751250076E1,2.062500000E1,-2.255625153E1
2.345289362E1,1.590000057E1,1.993125153E1,-2.073750114E1
2.347289452E1,1.571250057E1,2.214375114E1,-2.248125076E1
2.349289098E1,1.503750038E1,2.257500076E1,-2.208750153E1
2.351289458E1,1.372500038E1,2.135625076E1,-2.186250114E1
2.353289392E1,1.374375057E1,2.227500153E1,-2.197500038E1
2.355288937E1,1.305000019E1,2.161875153E1,-2.197500038E1
2.357289294E1,1.301250076E1,2.133750153E1,-2.116875076E1
2.359289138E1,1.295625019E1,2.216250038E1,-2.188125038E1
2.361288623E1,1.192500019E1,2.223750114E1,-2.330625153E1
2.363288998E1,1.132500076E1,2.175000000E1,-2.328750038E1
2.365288893E1,1.003125000E1,2.154375076E1,-2.257500076E1
2.367289533E1,9.975000381E0,2.126250076E1,-2.418750191E1
2.369289571E1,9.675000191E0,2.032500076E1,-2.538750076E1
2.371289230E1,1.014375019E1,2.006250000E1,-2.497500038E1
2.373289684E1,1.121250057E1,2.026875114E1,-2.458125114E1
2.375289626E1,1.155000019E1,1.899375153E1,-2.315625000E1
2.377289122E1,1.335000038E1,2.013750076E1,-2.396250153E1
2.379289478E1,1.548750019E1,1.955625153E1,-2.446875191E1
2.381289364E1,1.717500114E1,1.711875153E1,-2.411250114E1
2.383288886E1,1.882500076E1,1.631250000E1,-2.450625038E1
2.385289195E1,1.936875153E1,1.486875057E1,-2.407500076E1
2.387289038E1,1.944375038E1,1.393125057E1,-2.416875076E1
2.389288517E1,1.880625153E1,1.383750057E1,-2.606250191E1
2.391288838E1,1.850625038E1,1.344375038E1,-2.686875153E1
2.393288744E1,1.719375038E1,1.093125057E1,-2.754375076E1
2.395288251E1,1.668750000E1,9.431250572E0,-2.853750038E1
2.397288600E1,1.668750000E1,7.687500477E0,-3.011250114E1
2.399288480E1,1.790625000E1,5.962500095E0,-2.968125153E1
2.401289120E1,2.071875000E1,3.656250238E0,-2.773125076E1
2.403289200E1,2.143125153E1,2.381250143E0,-2.630625153E1
2.405288852E1,2.161875153E1,1.743750095E0,-2.670000076E1
2.407289294E1,2.163750076E1,1.556250095E0,-2.790000153E1
2.409289205E1,2.122500038E1,1.087500095E0,-2.728125191E1
2.411288716E1,2.135625076E1,-1.181250095E0,-2.664375114E1
2.413289070E1,2.053125000E1,-2.587500095E0,-2.703750038E1
2.415288935E1,2.171250153E1,-2.006250143E0,-2.653125191E1
2.417288426E1,2.171250153E1,-1.725000024E0,-2.593125153E1
2.419288764E1,2.156250000E1,-4.500000179E-1,-2.656875038E1
2.421288474E1,2.176875114E1,0.000000000E0,-2.656875038E1
2.423288985E1,2.118750000E1,6.375000477E-1,-2.617500114E1
2.425288976E1,2.203125000E1,2.306250095E0,-2.690625191E1
2.427288557E1,2.028750038E1,5.943750381E0,-2.767500114E1
